样本数,净胜率(%),平均毛收益率(%),平均净收益率(%),中位净收益率(%),平均成本冲击(%),平均最大回撤(%),净收益回撤比
2,0.0,-3.65,-3.804,-3.804,0.154,-3.589,-1.06
