样本数,净胜率(%),平均毛收益率(%),平均净收益率(%),中位净收益率(%),平均成本冲击(%),平均最大回撤(%),净收益回撤比
24,45.83,-0.247,-0.406,-0.128,0.16,-2.013,-0.202
