信号日期,配比来源,市场状态,配比原因,boll权重(%),theme权重(%),relativity权重(%),cctv权重(%),cash权重(%),boll净收益率(%),theme净收益率(%),relativity净收益率(%),cctv净收益率(%),组合净收益率(%),组合资金(元),组合回撤(%)
20260401,市场自动配比,震荡轮动,"上证5日0.43%, 上证20日-3.28%, 波动20日1.22%, 沪深300 20日-1.66%",40.0,25.0,20.0,10.0,5.0,0.0,-0.109,0.0,0.0,-0.027,99972.75,0.0
20260407,市场自动配比,下行防御,"上证5日-0.84%, 上证20日-5.04%, 波动20日1.22%, 沪深300 20日-3.79%",25.0,5.0,10.0,0.0,60.0,0.0,1.435,0.0,0.0,0.072,100044.46,0.0
20260408,市场自动配比,震荡轮动,"上证5日2.65%, 上证20日-3.11%, 波动20日1.38%, 沪深300 20日-1.69%",40.0,25.0,20.0,10.0,5.0,0.0,1.196,0.0,0.0,0.299,100343.7,0.0
20260409,市场自动配比,下行防御,"上证5日0.45%, 上证20日-4.05%, 波动20日1.38%, 沪深300 20日-2.94%",25.0,5.0,10.0,0.0,60.0,0.0,-2.591,0.0,0.0,-0.13,100213.7,-0.13
