板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
人工智能,2,9,0,5,3,6.8999999999999995,10.899999999999999,N/A
算力,2,15,1,10,26,5.8,9.8,N/A
机器人,1,8,0,1,2,7.3,9.3,N/A
军工,3,0,0,2,0,-0.6,5.4,N/A
光伏,2,13,1,16,38,-0.3999999999999999,3.6,N/A
新能源车,1,9,1,10,20,1.0,3.0,N/A
跨境出海,1,1,0,2,3,-0.2,1.8,N/A
低空经济,1,0,0,1,0,-0.3,1.7,N/A
