候选关键词,出现次数,建议板块,建议置信度
亿元,19,待人工判断,低
日电,17,待人工判断,低
财联社,17,待人工判断,低
万桶,12,待人工判断,低
十五五,8,待人工判断,低
今年以来,7,待人工判断,低
同比增长,7,待人工判断,低
恩捷股份,7,待人工判断,低
万户,6,待人工判断,低
万股,6,待人工判断,低
公告称,6,待人工判断,低
万吨电子纱暨,5,待人工判断,低
亿米电子布生产线,5,待人工判断,低
拟投资,5,待人工判断,低
美国总统特朗普抵,5,军工,高
万千瓦,4,待人工判断,低
中国巨石,4,待人工判断,低
二手资料显示,4,待人工判断,低
亿平方米锂电池隔,4,新能源车,高
同比增加,4,待人工判断,低
