title,content,source,pub_time
,财联社5月12日电，意大利埃尼集团据悉与基础设施基金及投资公司探讨其浮式液化天然气资产的交易事宜。,cls,22:40:15
,财联社5月12日电，人工智能语音识别初创公司WISPR正在进行20亿美元融资洽谈。,cls,22:43:04
,财联社5月12日电，高通股价跌幅进一步扩大至10%，此前连续3日大涨。,cls,22:49:30
美驻以大使称以色列在阿联酋部署“铁穹”,【美驻以大使称以色列在阿联酋部署“铁穹”】财联社5月12日电，美国驻以色列大使迈克·赫卡比12日在特拉维夫大学举行的一场会议上说，以色列已在阿联酋部署“铁穹”防空系统及相关操作人员。美国常驻联合国代表华尔兹当天也证实，以色列已在阿联酋部署“铁穹”防空系统，并在近期冲突中帮助阿联酋拦截伊朗导弹。以色列方面12日有消息称，尽管之前已有相关传闻，但以色列、阿联酋或美国始终未公开确认。美国官员12日的表态，是首次公开确认“铁穹”已在阿联酋部署并投入使用。这也是“铁穹”首次被部署到以色列和美国以外的国家。以色列与阿联酋2020年签署关系正常化协议，此后经济和军事联系不断加强。 (央视新闻),cls,22:50:08
利弗莫尔中概股龙头指数跌幅扩大至2%,【利弗莫尔中概股龙头指数跌幅扩大至2%】财联社5月12日电，利弗莫尔中概股龙头指数跌幅扩大至2%，报10039.82点。成分股中，Enhanced Group Inc.跌9.71%，奇景光电跌8.57%，南茂跌7.99%，金山云跌6.12%，慧荣科技跌5.65%。,cls,22:52:00
港股IPO：佰维存储再次递表港交所,【港股IPO：佰维存储再次递表港交所】财联社5月12日电，利弗莫尔证券显示，深圳佰维存储科技股份有限公司向港交所提交上市申请书，独家保荐人为华泰国际。,cls,22:55:13
,财联社5月12日电，巴西石油公司首席执行官称，4月份产量达273万桶/日，比第一季度的平均水平增长6%。,cls,22:56:18
【电报解读】芝商所将推出支持人工智能的算力期货市场！机构称英伟达Rubin Ultra架构有望于2027年下半年落地，将成为这2年PCB行业最强需求催化，这家公司已与建滔集团建立了长期稳定的合作关系,芝商所将推出支持人工智能的算力期货市场！机构称英伟达Rubin Ultra架构有望于2027年下半年落地，将成为这2年PCB行业最强需求催化，这家公司已与建滔集团建立了长期稳定的合作关系，另一家PCB产能利用率处于提升状态。,cls,22:57:06
,财联社5月12日电，CPU双雄集体下挫，英特尔股价下跌8.09%，超威半导体（AMD）股价下跌3.28%。,cls,22:59:45
国内夜盘期货收盘,【国内夜盘期货收盘】财联社5月12日电，国内夜盘期货收盘，焦煤连续跌3.26%，低硫燃料油连续涨3.02%，液化石油气连续涨2.72%，焦炭连续跌2.01%，燃料油连续涨1.02%。,cls,23:01:01
,财联社5月12日电，纳斯达克100指数的跌幅进一步扩大至1.5%。,cls,23:03:18
,财联社5月12日电，乌克兰经济部副部长表示，乌克兰2026年谷物收成预计将达到6040万吨，预计乌克兰2026年小麦产量为2240万吨。,cls,23:05:04
,财联社5月12日电，高盛总裁约翰·沃尔德伦表示，全球人工智能供应链支出正在增长。,cls,23:12:01
,财联社5月12日电，摩根大通CEO戴蒙表示，如果银行税过高，摩根大通将取消在英国设立新总部的计划。,cls,23:12:22
费城半导体指数跌幅扩大至5% 英特尔、高通跌10%,【费城半导体指数跌幅扩大至5% 英特尔、高通跌10%】财联社5月12日电，纳斯达克综合指数跌1.47%。费城半导体指数跌幅扩大至5%，英伟达股价下跌1.03%，台积电股价下跌3.9%，博通股价下跌2.63%，美光科技股价下跌7.07%，超威半导体股价下跌3.86%，英特尔股价下跌9.4%，阿斯麦股价下跌4.73%，高通跌超11%。存储板块方面，闪迪下跌8.67%，西部数据下跌6.13%，希捷科技下跌6.07%。,cls,23:16:53
,财联社5月12日电，LME伦铜回落至14000美元/吨下方，最新报13997.92美元/吨，日内上涨0.39%。,cls,23:19:43
,财联社5月12日电，现货黄金向下跌破4650美元/盎司，日内下跌1.83%。,cls,23:24:14
,财联社5月12日电，现货白银价格跌3.27%，报83.25美元/盎司。现货黄金日内跌幅扩大至2%，报4639.71美元/盎司。,cls,23:24:16
,财联社5月12日电，布伦特原油期货涨幅扩大至4%，报108.383美元/桶。,cls,23:25:34
日本自民党提强化宇宙开发建议方案,【日本自民党提强化宇宙开发建议方案】财联社5月12日电，据日本广播协会5月12日报道，在日本政府企图在今年年内修订《国家安全保障战略》等“安保三文件”之际，日本执政党自民党近日召开了宇宙开发特别委员会会议，通过了一项面向政府的建议方案，其中包括增加自卫队中从事宇宙相关工作的人员编制等内容。专家指出，自民党通过的这份所谓的“宇宙开发”建议方案，绝不是单纯的太空技术发展举措，这背后暗藏着多方面的危险盘算。,cls,23:26:05
,标普500指数跌幅扩大至1%。,sina,2026-05-12 23:26:01
,【Waymo召回无人驾驶出租车，因自动驾驶车辆驶入淹水路段】根据美国国家公路交通安全管理局（NHTSA）网站上发布的文档，谷歌母公司Alphabet旗下无人驾驶部门Waymo正在召回数千辆无人驾驶出租车（robotaxis），以修复一项可能导致自动驾驶车辆驶入淹水路段的软件问题。此次召回涉及配备该公司第五代和第六代自动驾驶系统的车辆。 Waymo正在制定最终补救方案以解决该问题。这一决定源于圣安东尼奥发生的一起事件：一辆空载的Waymo无人车在遇到淹水路段后，仍以较低速度继续驶入积水中。,sina,2026-05-12 23:25:34
,布伦特原油日内涨4%，现报108.38美元/桶。,sina,2026-05-12 23:24:54
,现货黄金日内跌2%，现报4639.71美元/盎司。,sina,2026-05-12 23:24:17
,现货黄金失守4640美元/盎司，日内跌2.00%。,sina,2026-05-12 23:23:50
,玩具卡车品牌 Tonka 生产商 Basic Fun 首席执行官表示，公司已收到美国最高法院裁定无效关税的部分退款。,sina,2026-05-12 23:23:36
,纽约期金失守4650美元/盎司，日内跌1.67%。,sina,2026-05-12 23:23:03
,现货黄金失守4650美元/盎司，日内跌1.83%。,sina,2026-05-12 23:22:55
,纽约期金失守4660美元/盎司，日内跌1.47%。,sina,2026-05-12 23:22:45
,科威特已召见伊朗大使，此前科威特指控伊朗伊斯兰革命卫队人员渗透布比延岛，并与科威特安全部队发生冲突。,sina,2026-05-12 23:20:16
,高盛总裁John Waldron： 政府应在开支方面保持更大克制。,sina,2026-05-12 23:19:53
,现货黄金失守4660美元/盎司，日内跌1.58%。,sina,2026-05-12 23:19:10
,据美国核能研究所负责人透露，美国能源部或拨款数十亿美元，用于长期核反应堆零部件项目。,sina,2026-05-12 23:18:48
,【亚马逊首次发行瑞士法郎债券 募资28亿瑞士法郎】亚马逊首次发行瑞士法郎债券，分成创纪录的六个期限档，显示大型科技公司正将融资渠道拓展至其惯常依赖的债券市场之外。知情人士透露，该公司通过发行3年、6年、9年、12年、18年和25年期债券，募资28.2亿瑞士法郎（约36亿美元）。发行规模在簿记建档过程中多次上调，各期限债券的利差定价均在初步价格指引区间的中点附近。,sina,2026-05-12 23:18:36
