板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
期货,6,0,0,1,2,-0.7,11.3,N/A
白银,3,0,0,1,2,-0.7,5.3,N/A
黄金,2,0,0,1,2,-0.7,3.3,N/A
半导体,2,0,0,0,6,-1.2,2.8,N/A
电子,1,0,0,0,0,0.0,2.0,N/A
公用事业,1,0,0,0,0,0.0,2.0,N/A
焦煤,1,0,0,0,0,0.0,2.0,N/A
橡胶,1,0,0,0,0,0.0,2.0,N/A
银行,1,0,0,1,1,-0.5,1.5,N/A
通信,1,0,0,1,2,-0.7,1.3,N/A
教育,2,0,0,6,27,-7.2,-3.2,N/A
电力,2,1,2,19,17,-10.1,-6.1,N/A
综合,2,1,2,19,17,-10.1,-6.1,N/A
