title,content,source,pub_time
美国电价飙升 多州出手严控涨价,【美国电价飙升 多州出手严控涨价】财联社5月18日电，美国一家分析机构近日发布的报告显示，今年一季度，美国区域输电组织PJM的平均批发电价达到每兆瓦时136.53美元，同比上涨75.5%。国际能源价格飙升以及数据中心用电需求激增等成为主要推动因素。 电价上涨加重了民众生活负担，据美联社报道，目前美国至少有六个州的官员已着手阻止电力企业上调电价。 (央视财经),cls,19:04:18
,财联社5月18日电，华宝标普中国A股红利机会ETF联接（LOF）(501029) 自2026年5月19日起，暂停机构投资者大额申购（含定投及转换转入）业务。,cls,19:05:04
中金公司：东兴证券A股换股价格调整为16.05元/股 信达证券A股换股价格调整为19.11元/股,【中金公司：东兴证券A股换股价格调整为16.05元/股 信达证券A股换股价格调整为19.11元/股】财联社5月18日电，中金公司(601995.SH)公告称，公司发布换股吸收合并东兴证券、信达证券报告书草案。本次交易中，中金公司换股价格为36.68元/股，东兴证券换股价格为16.05元/股，信达证券换股价格为19.11元/股，换股比例分别为1:0.4376和1:0.5210。合并后公司2025年度营收由285亿元增至372亿元，行业排名升至第三位；净资本由481亿元增至1033亿元，排名升至第四位。小财注：此前公布中金公司换股吸收合并东兴证券和信达证券，换股价格分别为36.91元、16.14元、19.15元。本次调整系根据中金公司、东兴证券、信达证券2025年度利润分配方案对换股价格和换股比例、吸收合并方异议股东收购请求权价格和被吸收合并方异议股东现金选择权价格进行调整。,cls,19:07:48
标普油气ETF富国将于5月19日开市起至当日10:30停牌,【标普油气ETF富国将于5月19日开市起至当日10:30停牌】财联社5月18日电，标普油气ETF富国(513350)将于2026年5月19日开市起至当日10:30停牌。若基金午间收盘二级市场交易价格溢价幅度仍处于较高水平，基金有权向上海证券交易所申请2026年5月19日下午盘中临时停牌至收盘的措施以向市场警示风险，具体以届时公告为准。,cls,19:09:47
,财联社5月18日电，全球芯片LOF(501225)将于2026年5月19日开市起停牌，自2026年5月19日10:30起复牌，停牌期间赎回业务照常办理。,cls,19:10:48
,财联社5月18日电，伯恩斯坦将洛克希德马丁目标股价从661美元下调至614美元。,cls,19:10:57
以军拦截新一支试图驶往加沙的“全球坚韧船队”,【以军拦截新一支试图驶往加沙的“全球坚韧船队”】财联社5月18日电，据以色列多家媒体18日报道，以色列海军当天上午再次拦截一支试图驶往加沙地带的“全球坚韧船队”。据报道，该船队上周从土耳其南部起航，试图突破以色列对加沙地带的海上封锁，向加沙民众运送人道主义援助物资。社交媒体上的直播画面显示，以军在塞浦路斯附近海域登上了船队中的一艘船只。《以色列时报》18日报道说，以色列曾警告“参与此次挑衅的各方应立即改变路线并撤回”。此前一支“全球坚韧船队”4月早些时候从地中海沿岸的西班牙等地出发，集结多艘船只驶向加沙地带。4月底，船队在希腊克里特岛附近海域遭以色列军舰拦截。 (新华社),cls,19:12:09
巴基斯坦消息人士：巴方已将伊朗最新方案转交美国,【巴基斯坦消息人士：巴方已将伊朗最新方案转交美国】财联社5月18日电，巴基斯坦外交部消息人士18日向新华社记者证实，巴方已于17日收到伊朗旨在结束中东冲突的最新修订方案并转交美国，美方已收到方案。 (新华社),cls,19:12:45
,财联社5月18日电，芝加哥玉米期货一度上涨3.8%，创六个月来最大盘中涨幅；小麦期货最高上涨3.4%。大豆和棉花价格也同步走高。,cls,19:13:40
维峰电子：股东拟合计减持不超3%股份,【维峰电子：股东拟合计减持不超3%股份】财联社5月18日电，维峰电子(301328.SZ)公告称，股票代码301328.SZ)公告称，公司控股股东、实际控制人的一致行动人罗少春及康乃特(深圳)实业投资合伙企业(有限合伙)计划自公告披露之日起15个交易日后的3个月内，以集中竞价和大宗交易方式合计减持公司股份不超过329.68万股(占公司总股本比例3%)，减持原因为股东资金安排。,cls,19:16:23
*ST声迅：撤销退市风险警示 股票简称变更为“声迅股份”,【*ST声迅：撤销退市风险警示 股票简称变更为“声迅股份”】财联社5月18日电，*ST声迅(003004.SZ)公告称，公司股票交易将于2026年5月19日停牌一天，5月20日复牌并撤销退市风险警示，股票简称由“*ST声迅”变更为“声迅股份”，日涨跌幅限制由5%调整为10%。公司2025年度经审计营业收入为3.76亿元，净利润为-1162.04万元，符合撤销条件，申请已获深交所审核同意。,cls,19:16:30
,财联社5月18日电，阿曼财政部数据显示，2026年第一季度阿曼石油净收入为15.35亿阿曼里亚尔，较2025年同期增长5%。,cls,19:21:03
多家航司下调国际航线燃油费,【多家航司下调国际航线燃油费】财联社5月18日电，香港航空宣布，自今日（5月18日）开始下调多条航线的燃油附加费。其中中国香港前往内地的地区航线，燃油附加费由290港币下调至190港币；香港前往日韩、新马泰等则由389港币下调至339港币。在此之前，国泰航空和香港快运已宣布自5月16日起下调部分区域的燃油附加费。其中香港始发长途航班从1560港币下调至1362港币，中程航班从725港币下调至633港币，短途航班从389港币下调至339港币。下调幅度在12%左右。这也是中东冲突爆发后，多家航司首次对核心航线燃油附加费进行下调。 (每日经济新闻),cls,19:23:57
2026年中美欧日韩知识产权五局合作副局长视频会议召开,【2026年中美欧日韩知识产权五局合作副局长视频会议召开】财联社5月18日电，近日，2026年中美欧日韩知识产权五局（IP5）合作副局长会议以视频形式召开。中国国家知识产权局副局长张志成率团出席。会议听取了各工作组和新兴技术/人工智能路线图建立以来的工作进展及成果，通过了前沿技术专利相关统计数据交换项目。五局一致同意，在未来合作中进一步考虑产业界在新兴技术与人工智能领域的合作需求，并就修订的五局合作愿景声明达成一致意见。会上，五局还就优化副局长会和各工作组的工作机制达成原则一致。,cls,19:24:22
Arm正面临美国反垄断调查,【Arm正面临美国反垄断调查】财联社5月18日电，据报道，Arm正面临美国反垄断调查，调查内容是该企业是否凭借自身在芯片授权领域的主导地位，在自研芯片业务扩张过程中打压同业竞争对手。据报道，调查人员已要求该公司保存与此次调查相关的文件资料。,cls,19:25:49
