title,content,source,pub_time
【风口研报·公司】精准对接AI液冷与机器人增量需求，这家公司定制化机床产品矩阵加速落地，自研核心部件已进入量产阶段强化竞争壁垒；周策略：市场风险偏好或仍存在进一步冲高空间，存量资金的高切低特征明显,①精准对接AI液冷与机器人增量需求，这家公司定制化机床产品矩阵加速落地，自研核心部件已进入量产阶段强化竞争壁垒；②周策略：市场风险偏好或仍存在进一步冲高空间，存量资金的高切低特征明显。,cls,20:42:17
,财联社5月10日电，美国财长贝森特表示，将于周一启程前往日本和韩国参加有关会议。,cls,21:02:47
李家超：推动香港建设世界品牌中心,【李家超：推动香港建设世界品牌中心】财联社5月10日电，第二届世界品牌大会暨“世界品牌日”落户香港盛典10日在港举行。香港特区行政长官李家超表示，香港将积极对接国家“十五五”规划，强化品牌建设，推动香港建设世界品牌中心。,cls,21:06:37
南非将多地极端天气事件认定为“国家灾难”,【南非将多地极端天气事件认定为“国家灾难”】财联社5月10日电，南非联合执政与传统事务部9日晚发表政府公报，认定近日该国多个省份遭遇的极端天气事件为“国家灾难”。南非联合执政与传统事务部下设的国家灾难管理中心主任埃利亚斯·西索莱在公报中说，南非西开普省、西北省、自由邦省、东开普省、北开普省和姆普马兰加省自4日起遭遇极端天气，出现强降雨、洪水、雷暴、破坏性强风和降雪，造成人员伤亡、财产损失，基础设施和环境受到破坏，基本服务中断。国家灾难管理中心将此次灾害认定为国家灾难。,cls,21:10:30
海事分析公司：伊朗可能正用快艇护航船只,【海事分析公司：伊朗可能正用快艇护航船只】财联社5月10日电，总部位于英国的温沃德海事分析公司10日在社交媒体上说，根据卫星图像等多源信息分析，一艘散货船在霍尔木兹海峡航行时，其周围出现高速快艇编队活动，被认为可能处于被护航状态。该公司称，尽管霍尔木兹海峡内船舶自动识别系统信息透明度已接近“归零”，但通过多源信息监测发现，5月9日海峡及周边水域出现多组高速快艇活动。监测还发现，当日有6艘船只通过海峡驶入波斯湾，包括2艘超大型油轮、2艘散货船和2艘油轮，另有1艘超大型油轮驶出波斯湾。 (新华社),cls,21:11:50
,财联社5月10日电，舟山海事局发布航行警告，5月11日8时至24时，东海部分水域进行军事射击训练，禁止驶入。,cls,21:15:46
,财联社5月10日电，微软在东非的数据中心项目据悉被推迟，由于与肯尼亚政府就公司提出的担保付款请求存在分歧。,cls,21:33:06
七连冠！国乒女队逆转日本队再夺世乒赛女团冠军,【七连冠！国乒女队逆转日本队再夺世乒赛女团冠军】北京时间5月10日，2026伦敦世界乒乓球团体锦标赛女子团体决赛。中国队总比分3比2逆转战胜日本队，实现世乒赛女团七连冠。,cls,21:37:43
下周资本市场大事提醒：鲍威尔交棒；中美4月通胀数据揭晓；阿里、腾讯、中芯等财报轮番登场,"【下周资本市场大事提醒：鲍威尔交棒；中美4月通胀数据揭晓；阿里、腾讯、中芯等财报轮番登场】
1、国内经济数据方面，国家统计局将于5月11日公布中国4月CPI、PPI数据；国家能源局将于5月15日左右公布全社会用电量数据；4月新增贷款、M2、社融等金融数据由央行于5月10-15日之间公布。
2、国际经济数据方面，美国4月CPI将于5月12日公布，美国4月PPI、欧元区第一季度GDP、法国4月CPI将于5月13日公布，美国4月零售销售数据、美国4月进出口物价指数、英国第一季度GDP将于5月14日公布。
3、美股财报季仍在持续中，下周有多家明星公司发布业绩，5月11日有：Circle（盘前）、福克斯（盘前）、Figure（盘后）、巴西石油公司（盘后）；5月12日有：腾讯音乐（盘前）、安德玛（盘前）、虎牙（盘前）、京东（盘后）；5月13日有：阿里巴巴（盘前）、武田制药（盘前）、思科（盘后）；5月14日有：应用材料（盘后）、维珍银河（盘后）；5月15日有：华住（盘前）、瑞穗金融（盘前）、三菱日联金融（盘前）。
4、港股财报方面，银河娱乐将于5月12日发布财报，腾讯控股、TCL电子、文远知行将于5月13日发布财报，中芯国际、华虹半导体将于5月14日发布财报，零跑汽车将于5月15日发布财报。
5、根据目前发行安排，下周有2只新股可申购，分别是上交所主板新股嘉德利、深交所主板新股惠康科技，申购时间均在5月13日。下周还有2只新股上市，长裕集团将于5月11日在上交所主板上市，春光集团将于5月11日在深交所创业板上市。
6、数据统计显示，下周共有39只限售股解禁，按最新收盘价计算，解禁总市值为381.87亿元。从解禁市值来看，解禁市值居前三位的是：芯联集成-U（100.22亿元）、宏景科技（78.31亿元）、天振股份（38.62亿元）。
7、数据显示，下周央行公开市场将有535亿元逆回购到期，其中周三至周五分别到期260亿元、270亿元、5亿元。下周五还将有800亿元国库现金定存到期。
8、巴西政府7日宣布，自2026年5月11日起，对持普通护照的中国公民实施免签入境政策。
9、“特朗普关税”首批退款将于5月11日左右发放。
10、贵州茅台将于5月11日召开2025年度及2026年第一季度业绩说明会。
11、泰国司法部假释委员会此前决定，允许前总理他信于5月11日假释出狱。
12、2026世界数字教育大会将于5月11日—13日在浙江杭州举行。
13、韩国和美国将于5月12日至13日在华盛顿举行高级别防务对话，讨论战时指挥控制权移交事宜。
14、MSCI称，2026年5月12日将公布5月指数审查结果。
15、阿里云决定于5月12日零时起将.icu、.cyou、.bond域名的续费价格调整为125元/年，转入价格调整为125元。腾讯云将于5月15日起上调CodeBuddy、WorkBuddy计费方案。
16、深交所将于5月13日以“拓市场谋发展·新消费强引擎”为主题，组织召开消费行业深市上市公司集体业绩说明会，邀请中顺洁柔、众兴菌业、盐津铺子、乖宝宠物等公司参加。
17、Create2026百度AI开发者大会将于5月13日至14日在北京举办。
18、鲍威尔的美联储主席任期于5月15日到期。鲍威尔此前表示，他将继续留任美联储理事一职。
19、中国亚洲经济发展协会矿业专业委员会将于5月15日—16日在北京召开第五届亚洲矿业创新发展高峰论坛。
20、修订后的《中华人民共和国药品管理法实施条例》，自2026年5月15日起施行。修订后条例一是完善药品研制和注册制度，二是加强药品生产管理，三是规范药品经营和使用，四是严格药品安全监管。
21、国轩高科将于5月16日在合肥举办2026全球科技大会，届时将在大会上发布第五代磷酸铁锂全场景电池。",cls,21:44:22
【风口研报·洞察】SpaceX计划6月完成定价与纳斯达克上市，分析师看好空天产业链呈现出与英伟达（NV）链高度相似特征，相关公司有望通过出口切入SpaceX与特斯拉供应链；除了算力，还能买什么,①除了算力，还能买什么；②SpaceX计划6月完成定价与纳斯达克上市，分析师看好空天产业链呈现出与英伟达（NV）链高度相似特征，相关公司有望通过出口切入SpaceX与特斯拉供应链；③今日全市场机构研报共发布565篇，通达股份等3股评级得到上调，11家公司获得首度覆盖，其中北方国际、恩捷股份获新财富分析师深度覆盖；④在个股机构关注度排行中，顾家家居首次上榜，前五名依次为五粮液>伊利股份>公牛集团>中国核电>顾家家居。,cls,21:53:15
,财联社5月10日电，沙特阿美总裁兼首席执行官阿明·纳赛尔10日表示，过去两个月，全球石油供应减少约10亿桶。,cls,21:55:32
【公告全知道】人形机器人+算力+光通信+PCB+芯片+数据中心！公司1.6T光模块PCB已实现产业化作业且AI服务器PCB供货英伟达,①人形机器人+算力+光通信+PCB+芯片+数据中心+智能电网+英伟达！这家公司1.6T光模块PCB已实现产业化作业且AI服务器PCB供货英伟达；②光纤+光通信+固态电池+数据中心+储能！这家公司拟投建600吨光棒及2000万芯公里光纤项目；③机器人+PCB+固态电池！公司拟定增11亿元投建高端电子布项目。,cls,21:58:19
,财联社5月10日电，苹果将在macOS 27中进行设计调整，以修复Tahoe系统的各类异常问题。,cls,22:08:49
伊朗总统：永远不会向敌人屈服,【伊朗总统：永远不会向敌人屈服】财联社5月10日电，伊朗总统佩泽希齐扬10日在社交媒体发文说，伊朗永远不会向敌人屈服。他写道：“如果出现任何对话或谈判的讨论，也并不意味着投降或撤退。相反，其目标是保障伊朗民族的权利，并以强硬态度捍卫国家利益。” (新华社),cls,22:09:24
消息人士称巴基斯坦已将伊朗回应传达给美国,【消息人士称巴基斯坦已将伊朗回应传达给美国】财联社5月10日电，巴基斯坦消息人士称，巴基斯坦方已经将伊朗对美国所提结束战争方案的回应传达给了美国。当天早些时候，伊朗方面援引一名知情人士消息说，伊朗已向巴基斯坦调解方正式提交了对美国旨在结束战争的最新方案的回应。当前阶段的谈判将完全聚焦于停止地区内敌对行动。 (央视新闻),cls,22:20:54
特朗普：美方一直在监控伊朗埋在废墟下的浓缩铀,【特朗普：美方一直在监控伊朗埋在废墟下的浓缩铀】财联社5月10日电，据美国媒体10日报道，美国总统特朗普表示，美国一直在对伊朗掩埋在废墟下的浓缩铀进行监控，美国太空军在负责此事。特朗普在采访中被问及伊朗掩埋在废墟深处的浓缩铀时说：“我们迟早会拿到它，我们一直在监视它。我搞了个叫‘太空军’的东西，他们正在盯着。如果有人靠近那个地方，我们会知道，并且会把他们炸飞。” (新华社),cls,22:27:35
【金牌纪要库】人形机器人进入量产验证期，核心零部件国产化与场景落地同步提速,①人形机器人从样机迭代走向量产验证，特斯拉机器人V3设计冻结并释放批量工厂验收测试订单，这家企业此前获得特斯拉二次送样资格；②汽车供应链企业更容易解决机器人制造的产能稳定、成本可控难题，这家汽车上游厂商的机器人精密零部件产线已开始稳定生产；③机器人并不只有人形这一条路线，家庭服务、医疗手术、物流配送、工业制造都在出现不同程度进展，其中这家企业自主研发的手术机器人已进入国家药监局特别审查程序。,cls,22:28:45
商务部新闻发言人就中美经贸磋商有关问题答记者问,"【商务部新闻发言人就中美经贸磋商有关问题答记者问】财联社5月10日电，据商务部网站，有记者问：近期有消息称，中美双方将很快举行下一轮经贸磋商，请问商务部是否有最新消息？

答：经中美双方商定，中共中央政治局委员、国务院副总理何立峰将于5月12日—13日率团赴韩国与美方举行经贸磋商。双方将以两国元首釜山会晤及历次通话重要共识为引领，就彼此关心的经贸问题开展磋商。",cls,22:30:07
哥伦比亚中部一煤矿爆炸致4人死亡,【哥伦比亚中部一煤矿爆炸致4人死亡】财联社5月10日电，哥伦比亚中部昆迪纳马卡省消防部门10日通报，该省库库努巴市发生的煤矿爆炸造成4人死亡。位于库库努巴市的拉斯金塔斯煤矿一矿井9日下午发生爆炸，4名矿工被困。昆迪纳马卡省消防部门10日上午证实，4名遇难矿工的遗体已被找到。有关部门正在调查爆炸原因。 (新华社),cls,22:43:02
伊朗对美国方案的回应聚焦“结束战争与海上安全”,【伊朗对美国方案的回应聚焦“结束战争与海上安全”】财联社5月10日电，伊朗学生通讯社10日报道，伊朗对美方所提结束战争方案的回应聚焦于结束战争以及波斯湾和霍尔木兹海峡的海上安全问题。伊朗伊斯兰共和国通讯社10日援引一名知情人士消息报道说，伊朗已向巴基斯坦调解方正式提交了对美国旨在结束战争的最新方案的回应。当前阶段的谈判将完全聚焦于停止地区内敌对行动。巴基斯坦外交部消息人士10日向新华社记者证实，当天在收到伊朗回应后，巴方已将其转交美方。 (新华社),cls,23:09:49
,以色列消防与救援管理局：上加利利地区马尔加利奥特发生火灾，起因系一架自爆无人机坠落引发起火。,sina,2026-05-10 23:27:30
,特朗普：委内瑞拉现在是一个非常幸福的国家。他们曾经处境凄惨，如今过得很舒心。该国目前的石油产量十分庞大。,sina,2026-05-10 23:26:18
,特朗普：看着这些可爱的小宝宝，大量药剂（疫苗） —— 足足一大杯那么多 —— 被直接注射进他们体内。我觉得这么做弊端很大。我主张改成小剂量分次接种，分四次去诊所接种就行。我认为这样能显著改善自闭症相关问题。,sina,2026-05-10 23:25:01
,品浩首席投资官丹・伊万斯金表示，伊朗战事可能致使美联储进一步推迟降息，甚至转而加息。,sina,2026-05-10 23:23:25
,伊朗副外长：海上安全不能通过展示军事力量来实现。,sina,2026-05-10 23:22:21
,伊朗副外长：动荡不安的根源在于诉诸武力、持续对沿岸国家进行威胁以及实施海上封锁。,sina,2026-05-10 23:22:01
,以色列总理内塔尼亚胡：当务之急是移除伊朗的浓缩铀，即便动用武力也在所不惜，并拆除伊朗的核设施。,sina,2026-05-10 23:20:52
,以色列总理内塔尼亚胡：与伊朗的战争尚未结束。,sina,2026-05-10 23:20:37
,市场资讯：伊朗最高领袖穆杰塔巴向伊朗的武装力量致以谢意，包括伊朗正规军以及革命卫队。,sina,2026-05-10 23:20:23
,【伊朗副外长：警告英法切勿在霍尔木兹海峡附近部署军舰】伊朗负责法律与国际事务的副外长警告英法两国，切勿在霍尔木兹海峡附近部署军舰，并表示任何配合美方在该水道采取行动的行为，都将遭到伊朗武装力量的即刻反击。卡泽姆·加里巴巴迪在社交平台发文称：“英法军舰以及其他任何国家军舰，若为配合美国在霍尔木兹海峡违背国际法的非法行动而进驻该海域，伊朗武装力量将予以果断且迅速的回击。”他补充称，强烈建议巴黎和伦敦不要再进一步激化局势。,sina,2026-05-10 23:19:06
,美国常驻联合国大使迈克・沃尔茨周日表示，尽管特朗普宣布停火后美伊两国仍持续交火，但特朗普政府仍在全力给予外交解决伊朗问题一切机会，暂不重启军事打击。,sina,2026-05-10 23:15:50
,巴基斯坦西北部本努市一处检查站发生汽车炸弹爆炸，造成 15 人遇难。塔利班宣称对此次袭击负责。,sina,2026-05-10 23:15:24
,市场资讯：美国考虑在以色列占领区长期驻军。,sina,2026-05-10 23:12:59
,以色列总理内塔尼亚胡：伊朗正谋求生产更多弹道导弹。,sina,2026-05-10 23:12:38
,以色列国防军总参谋长埃亚尔·扎米尔警告：如果不立即进行改革，预备役部队将会崩溃。,sina,2026-05-10 23:12:04
,海湾合作委员会秘书长强烈谴责伊朗对阿联酋和科威特的袭击，并强调伊朗的行为意在破坏和动摇该地区的稳定。,sina,2026-05-10 23:10:31
,【美国能源部长：预计伊朗将“很快”对美国最新的和平提议作出回应】美国能源部长克里斯·赖特表示，他预计伊朗将“很快”对美国最新的和平提议作出回应。赖特表示：“伊朗领导人目前处境艰难，我认为他们达成协议的动力越来越强。”赖特表示，美国预计最终结果将包括霍尔木兹海峡的自由通行以及伊朗终止其核计划。他说：“最终，我们将实现霍尔木兹海峡的自由通行，伊朗的核计划也将终止。”赖特表示，终止伊朗的核计划很可能通过谈判实现，但“并非一定要通过谈判”。,sina,2026-05-10 23:10:01
,【韩国称霍尔木兹海峡起火船只曾遭袭】韩国外交部10日向新华社记者确认，4日在霍尔木兹海峡爆炸起火的韩国公司运营船只曾遭到袭击，尚不能确认发射不明飞行物体的攻击主体。韩国外交部发言人朴一10日称，韩国政府联合调查组8日对该船只实施现场调查。调查结果显示，当地时间4日15时30分左右，两个不明飞行物体间隔1分钟先后两次击中该船船尾，撞击后现场出现火焰和浓烟，船尾受损区域出现弯曲和变形。调查组计划对现场发现的不明飞行物体残骸等进行进一步分析。（新华社）,sina,2026-05-10 23:08:51
,【伊朗对美国方案的回应聚焦“结束战争与海上安全”】伊朗学生通讯社10日报道，伊朗对美方所提结束战争方案的回应聚焦于结束战争以及波斯湾和霍尔木兹海峡的海上安全问题。伊朗伊斯兰共和国通讯社10日援引一名知情人士消息报道说，伊朗已向巴基斯坦调解方正式提交了对美国旨在结束战争的最新方案的回应。当前阶段的谈判将完全聚焦于停止地区内敌对行动。巴基斯坦外交部消息人士10日向新华社记者证实，当天在收到伊朗回应后，巴方已将其转交美方。（新华社）,sina,2026-05-10 23:08:23
,埃及央行：预计埃及四季度通胀率将突破7%的目标水平。,sina,2026-05-10 23:07:49
