title,content,source,pub_time
长鑫科技：一季度营收同比增长719.13% 净利润330亿元,【长鑫科技：一季度营收同比增长719.13% 净利润330亿元】财联社5月17日电，长鑫科技集团股份有限公司科创板IPO招股说明书（申报稿）显示，2026年1-3月，受全球算力需求持续增长、全球主要厂商产能调配等因素影响，全球DRAM产品供不应求，价格自2025年下半年以来持续呈现大幅上涨趋势，同时，随着公司产销规模的持续增长、产品结构的持续优化，公司营业收入迅速增长。得益于2026年一季度DRAM产品价格的快速上涨，公司营业利润、利润总额、净利润、息税折旧摊销前利润、归属于母公司所有者的净利润及扣除非经常损益后归属于母公司所有者的净利润均同比大幅增长。2026年1-3月，公司营业收入508亿元，同比增长719.13%；净利润330.12亿元；归属于母公司所有者的净利润247.62亿元；扣除非经常损益后归属于母公司所有者的净利润263.41亿元。,cls,17:33:35
十四届全国政协常委、农业和农村委员会副主任王晓东接受审查调查,【十四届全国政协常委、农业和农村委员会副主任王晓东接受审查调查】财联社5月17日电，中央纪委国家监委网站消息，十四届全国政协常委、农业和农村委员会副主任王晓东涉嫌严重违纪违法，目前正接受中央纪委国家监委纪律审查和监察调查。,cls,17:38:14
长鑫科技：预计上半年营收1100-1200亿元 扣非归母净利润520-580亿元,【长鑫科技：预计上半年营收1100-1200亿元 扣非归母净利润520-580亿元】财联社5月17日电，长鑫科技集团股份有限公司科创板IPO招股说明书（申报稿）显示，公司预计2026年1-6月主要财务数据如下：营业收入1100亿至1200亿元，同比增长612.53%至 677.31%；净利润660亿至750亿元，归属于母公司所有者的净利润500亿至570亿元，扣除非经常性损益后归属于母公司所有者的净利润520亿至580亿元。,cls,17:39:43
【风口研报·公司】具备SoC与AI ASIC芯片两大“预期差”，这家公司ASIC定制构筑“连接IP+量产闭环”壁垒，手机AI算力实现性能越级；AI漫剧迎来黄金窗口期，公司提前布局行业Agent卖铲人,①具备SoC与AI ASIC芯片两大“预期差”，这家公司ASIC定制构筑“连接IP+量产闭环”壁垒，手机SoC AI算力实现性能越级；②AI漫剧迎来“黄金窗口期”，公司提前布局行业Agent“卖铲人”，并已深入合作头部IP和分发平台，叠加智算业务一季度新签总金额已超3亿元。,cls,17:42:18
消息人士：美方在回应伊朗提议时列出5个关键条件,【消息人士：美方在回应伊朗提议时列出5个关键条件】财联社5月17日电，当地时间17日，总台记者自伊朗方面获悉，消息人士称，美方在回应伊朗的提议时，列出了5个关键条件。消息称，这5个条件包括：美国不支付任何赔偿或战争损失费用；伊朗将400公斤浓缩铀运出并移交给美国；仅允许伊朗保留一处核设施继续运转；美国拒绝解冻伊朗被冻结的资产；各战线停火需以展开谈判为前提。对于以上说法，伊朗以及美国官方目前暂未回应。 (央视新闻),cls,17:49:41
伊朗军方：若美国再次发起军事行动将面临“进攻性回应”,【伊朗军方：若美国再次发起军事行动将面临“进攻性回应”】财联社5月17日电，据伊朗媒体17日报道，伊朗武装部队高级发言人就美国总统特朗普近期有关伊朗的表态作出回应，警告美方不要对伊朗发起新的军事行动。该发言人表示，任何试图通过再次对伊朗采取行动来“挽回美国颜面”的做法，都将导致美国遭受“更猛烈、更沉重的打击”。发言人同时称，如果美国再次对伊朗实施军事威胁或行动，美方在地区内的军事资产及部队将面临“全新的、进攻性的、出其不意且风暴般的回应”。 (新华社),cls,18:13:49
阿联酋巴拉卡核电站外围一处发电机遭无人机袭击起火,【阿联酋巴拉卡核电站外围一处发电机遭无人机袭击起火】财联社5月17日电，阿联酋阿布扎比媒体办公室当地时间17日表示，宰夫拉地区的巴拉卡核电站外围区域一台电力发电机发生火灾事故。该事故由无人机袭击引发，未造成人员伤亡，也未对辐射安全水平产生任何影响。当地有关部门已采取所有预防措施，后续如有最新情况，将进一步公布。阿联酋联邦核监管局（FANR）确认，此次火灾未影响核电站的安全，也未影响其关键系统的运行准备状态，所有机组目前均正常运行。 (央视新闻),cls,18:29:11
张国清同俄罗斯副总理特鲁特涅夫共同出席第十届中国－俄罗斯博览会开幕式并主持召开中国东北地区和俄罗斯远东地区政府间合作委员会第六次会议,"【张国清同俄罗斯副总理特鲁特涅夫共同出席第十届中国－俄罗斯博览会开幕式并主持召开中国东北地区和俄罗斯远东地区政府间合作委员会第六次会议】5月17日，中共中央政治局委员、国务院副总理张国清在哈尔滨与俄罗斯副总理兼总统驻远东联邦区全权代表特鲁特涅夫共同出席第十届中国－俄罗斯博览会开幕式，分别宣读习近平主席和普京总统贺信并致辞，16日共同主持召开中国东北地区和俄罗斯远东地区政府间合作委员会第六次会议。

张国清表示，习近平主席专门向博览会致贺信，充分体现了对中俄务实合作的高度重视。在两国元首的战略引领下，中俄各领域合作取得丰硕成果。中方愿与俄方一道，以两国元首重要共识为遵循，用好中俄博览会等平台，发挥中俄“东北－远东”合作机制作用，持续拓展共赢发展空间。

特鲁特涅夫表示，俄方愿发挥委员会机制作用，释放地方合作潜力，丰富两国关系发展成果。 (新华社)",cls,18:29:46
伊朗外交部：美以用“维护能源稳定”作借口 为对伊战争辩护,【伊朗外交部：美以用“维护能源稳定”作借口 为对伊战争辩护】财联社5月17日电，伊朗外交部发言人巴加埃当地时间17日在其社交媒体账号发文，批评美国和以色列以“维护全球能源市场和平与稳定”为由，为针对伊朗的军事行动进行辩护。巴加埃表示，美以正在为其“非法战争”制造又一个“巨大谎言”，即声称自身是在“维护全球能源市场的和平与稳定”。他称，恰恰是美国和以色列的战争行为破坏了原本“充满希望”的外交进程，并通过对伊朗发动“无端军事侵略”，故意向关键能源运输通道制造不安全因素，随后又反过来指责伊朗破坏稳定。巴加埃称，这种做法是在重复“制造危机和战争，再以恢复稳定与捍卫和平为名进一步升级局势”的惯用套路。 (央视新闻),cls,18:42:39
【财联社早知道】国产特种光纤第一股来了，机构预计2027年全球光纤需求将攀升至8.8亿芯公里，它的光纤耦合器主要应用在光纤放大器和FTTR；史上最大IPO将至！马斯克SpaceX将于6月12日上市,"①国产特种光纤第一股来了，机构预计2027年全球光纤需求将攀升至8.8亿芯公里，这家公司生产的光纤耦合器主要应用在光纤放大器和FTTR；
②史上最大IPO将至！马斯克SpaceX将于6月12日上市，机构预计2026年中国商业航天市场规模将达3.5万亿元，这家公司的航天用铌合金广泛用于火箭、卫星等航天装备；
③这家公司的晶圆缺陷检测设备在细分领域具备较强的市场竞争力与品牌影响力。",cls,18:46:24
,国际原子能机构：正密切关注局势，与阿联酋当局保持持续沟通，随时准备在需要时提供援助。,sina,2026-05-17 19:36:38
,【湖北恩施一旅游客车侧翻 致一人死亡三人受伤】记者从湖北省相关部门获悉，5月17日14时56分许，一辆旅游客车在湖北省恩施市境内，发生侧翻事故。事发时车内共有司乘人员15人，事故造成1人抢救无效后死亡，另外3名受伤人员均无生命危险。目前，恩施市正积极开展伤者救治、善后处置等工作。事故具体原因正在调查中。（新华社),sina,2026-05-17 19:33:13
,【湖北宜昌升级暴雨预警信号为红色】湖北省宜昌市气象台5月17日18时18分升级暴雨预警信号为红色：过去3小时高新区白洋镇累计雨量已达80毫米，受强降雨云团持续影响，预计未来3小时，高新区白洋镇及周边仍有30-50毫米降雨，并伴有5-7级阵风、雷电、短时强降水，中小河流洪水、城乡积涝风险极高，请加强防范。（央视新闻）,sina,2026-05-17 19:13:27
,乌克兰安全部门称，乌克兰袭击了俄罗斯莫斯科地区的一座炼油厂和两座输油泵站。,sina,2026-05-17 19:08:36
,国际刑事法院表示，有关针对以色列发布新逮捕令的报道“不实”。,sina,2026-05-17 19:00:04
,以色列总理内塔尼亚胡称今日将与特朗普总统通话。,sina,2026-05-17 18:59:38
,马斯克：Grok Build迭代优化速度迅猛。,sina,2026-05-17 18:57:39
,【融资资金加码光模块巨头】本周有68只个股融资净买入额在3亿元以上。其中，中际旭创、澜起科技、胜宏科技、寒武纪净买入额排名前四，依次为58.95亿元、41.92亿元、22.85亿元、20.79亿元；光迅科技、新易盛、中天科技、天孚通信等多只个股净买入额均在10亿元以上。光模块“三剑客”中际旭创、新易盛、天孚通信均进入榜单，融资净买入额依次为58.95亿元、14.43亿元、12.12亿元。此外，澜起科技、寒武纪、江波龙、普冉股份、佰维存储等存储芯片个股也均获得融资资金净买入，金额依次为41.92亿元、20.79亿元、13.11亿元、8.13亿元、7.43亿元。银河证券指出，在外部管制趋严和国内政策支持的共同驱动下，国产数字芯片厂商有望在多个细分领域加速业绩兑现预期。随着AI算力需求逐渐走向推理环节，端侧AI芯片公司也将迎来持续成长窗口。,sina,2026-05-17 18:56:30
,巴西总统卢拉：特朗普表示会审阅这份由巴西、土耳其与伊朗磋商达成的2010年核协议文件。,sina,2026-05-17 18:30:40
,【伊朗批评美以用谎言为战争找借口】伊朗外交部发言人巴加埃今天（5月17日）在其社交媒体账号发文，批评美国和以色列正在为其非法战争制造又一个巨大谎言，即声称自身是在“维护全球能源市场的和平与稳定”。巴加埃表示，恰恰是美国和以色列的战争行为破坏了原本充满希望的外交进程，并通过对伊朗发动无端军事侵略，故意向关键能源运输通道制造不安全因素，随后又反过来指责伊朗破坏稳定。（CCTV国际时讯）,sina,2026-05-17 18:30:06
,巴西总统卢拉：与特朗普的私交或可避免更多关税与制裁，并确保巴西民主得到尊重。,sina,2026-05-17 18:29:12
,巴西总统卢拉表示，他与特朗普的私交有望助力吸引美国资本赴巴西投资。,sina,2026-05-17 18:28:17
,【张国清同俄罗斯副总理特鲁特涅夫共同出席第十届中国－俄罗斯博览会开幕式并主持召开中国东北地区和俄罗斯远东地区政府间合作委员会第六次会议】5月17日，中共中央政治局委员、国务院副总理张国清在哈尔滨与俄罗斯副总理兼总统驻远东联邦区全权代表特鲁特涅夫共同出席第十届中国－俄罗斯博览会开幕式，分别宣读习近平主席和普京总统贺信并致辞，16日共同主持召开中国东北地区和俄罗斯远东地区政府间合作委员会第六次会议。张国清表示，习近平主席专门向博览会致贺信，充分体现了对中俄务实合作的高度重视。在两国元首的战略引领下，中俄各领域合作取得丰硕成果。中方愿与俄方一道，以两国元首重要共识为遵循，用好中俄博览会等平台，发挥中俄“东北－远东”合作机制作用，持续拓展共赢发展空间。特鲁特涅夫表示，俄方愿发挥委员会机制作用，释放地方合作潜力，丰富两国关系发展成果。（新华社）,sina,2026-05-17 18:27:58
,阿联酋阿布扎比媒体办公室18日称，巴拉卡核电站外围一处发电机遭无人机袭击后起火，目前火势已被控制，未造成人员伤亡，也未对核安全造成影响。（新华社）,sina,2026-05-17 18:27:32
,巴西总统卢拉：巴西对美贸易规模并非巴西刻意的选择。,sina,2026-05-17 18:23:18
,【华明装备：当前原材料价格波动整体影响可控】华明装备(002270)5月15日在投资者网上集体接待日活动中表示，当前原材料价格波动整体影响可控，公司通过年初提前锁定金属原材料库存、推进真空泡国产化替代降本，同时依靠规模效应、海外高毛利收入占比提升和产品结构优化，有效对冲涨价冲击。若涨价趋势全年延续会对毛利率会带来一定压力。,sina,2026-05-17 18:23:13
,【地质灾害黄色预警：山西河南湖北湖南等地部分地区发生灾害风险较高】自然资源部与中国气象局5月17日18时联合发布地质灾害气象风险预警：预计，5月17日20时至18日20时，山西东南部、河南北部和西部、湖北西部、湖南西北部、广西北部和南部、重庆东南部、贵州北部和东南部等地部分地区发生地质灾害的气象风险较高（黄色预警）。,sina,2026-05-17 18:22:19
,【新西兰一直升机坠毁2人丧生】新西兰警方17日说，一架直升机当天上午在新西兰南岛南阿尔卑斯山区坠毁，造成2人死亡。警方发表声明说，失事直升机是一架包机，坠毁在阿斯派灵山国家公园。直升机上载有2人，当时正在进行狩猎旅行，全部遇难。该狩猎旅行小组还有3人在地面，已被安全转移。新西兰南岛目前处于秋冬交替之际，天气多变。（新华社）,sina,2026-05-17 18:19:49
,巴西总统卢拉：已向特朗普递交 2010 年伊核协议文本，该协议由巴西、土耳其与伊朗磋商达成，彼时遭美欧否决。,sina,2026-05-17 18:18:42
,【长鑫科技招股说明书（申报稿）显示：兆易创新等持股】5月17日，长鑫科技招股说明书（申报稿）显示，其发行前的前十名股东中，清辉集成持股21.67%，长鑫集成持股11.71%，兆易创新持股1.80%。,sina,2026-05-17 18:17:04
