title,content,source,pub_time
星巴克宣布在美关闭多个地区办公室,【星巴克宣布在美关闭多个地区办公室】财联社5月17日电，当地时间5月15日，星巴克宣布将在美国裁员300人，以削减成本、力求重回增长轨道。星巴克还表示，关闭多个地区办公室，相关举措将产生包括遣散费以及资产减值等在内的4亿美元重组费用。 (央视财经),cls,16:02:39
U17亚洲杯四强诞生 半决赛中国队将战澳大利亚队,【U17亚洲杯四强诞生 半决赛中国队将战澳大利亚队】财联社5月17日电，北京时间5月17日，2026年U17亚洲杯结束了1/4决赛的全部较量，半决赛对阵由此产生。日本在第一场1/4决赛中5-0大胜塔吉克斯坦，乌兹别克斯坦则是点球大战淘汰韩国，这两支球队将会争夺一个决赛名额。澳大利亚在最后一场1/4决赛3-0完胜越南，他们将会和3-1逆转沙特阿拉伯的中国队进行另一场半决赛的较量。 (央视新闻),cls,16:11:17
日本民调显示超半数受访者反对解禁杀伤性武器出口,【日本民调显示超半数受访者反对解禁杀伤性武器出口】财联社5月17日电，日本方面5月17日公布的一项舆论调查显示，针对日本政府解禁杀伤性武器出口一事，57.2%的受访者表示反对，37.1%表示赞成。日本政府4月21日通过内阁决议，完成对“防卫装备转移三原则”及其运用指南的修改，原则上将允许杀伤性武器对外出口。此举在日本国内引起强烈反对。 (央视新闻),cls,16:12:30
欧洲国债收益率高企 通胀攀升或推动央行加息,【欧洲国债收益率高企 通胀攀升或推动央行加息】财联社5月17日电，近期，欧洲国债市场波动明显加剧。随着国际油价持续高位运行，市场对欧洲通胀回升及利率提高预期正在升温，德国、英国等主要经济体长期国债收益率连续走高。部分市场机构目前预计，欧洲央行可能在更长时间内维持高利率，甚至不排除进一步加息的可能。 (新华财经),cls,16:13:11
中国电信推出试商用Token套餐,【中国电信推出试商用Token套餐】财联社5月17日电，中国电信推出系列试商用Token套餐。其中，面向开发者及中小微企业客户，提供“Token+连接+安全”一体化服务，推出三档Token Plan以及宽带上行提速包和安全防护包两种可选包服务。面向个人及家庭客户，提供“Token+连接+安全”一体化服务，推出三档Token Plan以及宽带上行提速包和安全防护包两种可选包服务。面向Token生态合作伙伴，中国电信即将推出天翼Token币和Token权益。,cls,16:27:34
陈茂波：香港经济基调良好前景正面 有助吸引更多国际长期资金投资,【陈茂波：香港经济基调良好前景正面 有助吸引更多国际长期资金投资】财联社5月17日电，香港特区政府财政司司长陈茂波5月17日发表网志表示，近期不同国际机构对香港的客观认可，反映外界更了解香港的最新发展与未来潜力。这些认可不仅反映香港经济基调良好、前景正面，也有助于吸引更多国际长期资金投资香港。陈茂波称，国际货币基金组织近日发表最新报告，肯定香港作为国际金融中心及“超级联系人”的角色，并认同包括发展北部都会区在内的各项政策措施，有助于香港发展创科与高增值服务，支持经济增长与经济结构转型。国际评级机构穆迪与惠誉亦确认香港的信贷评级和“稳定”展望。,cls,16:30:50
中国移动：将加强5G-A、6G、卫星互联网等通信网关键核心技术攻关,【中国移动：将加强5G-A、6G、卫星互联网等通信网关键核心技术攻关】财联社5月17日电，2026年世界电信和信息社会日大会在湖北武汉召开，中国移动副总经理陈怀达在出席大会时介绍，面向“十五五”，中国移动将强化大网优势，焕新移动通信、宽带网络、蜂窝物联、卫星互联等业态，打造精品通信网络，推动“双千兆”网络向“双万兆”演进，加强5G-A、6G、卫星互联网等通信网关键核心技术攻关，强化关键信息基础设施安全防护，提升极限风险防范能力，加快建设通感算智融合、空天地海一体、安全可控的下一代信息基础设施。 (国是直通车),cls,16:35:50
中美阿三国联合打击电诈 276名网恋骗子在迪拜被抓,【中美阿三国联合打击电诈 276名网恋骗子在迪拜被抓】财联社5月17日电，近日，中国、美国、阿联酋三国警方首次开展国际执法合作，联合打击迪拜地区的电信网络诈骗犯罪，成功捣毁诈骗窝点9个，抓获犯罪嫌疑人276名。经查，相关诈骗团伙通过社交平台与受害人建立“恋爱”关系、骗取感情信任，后诱导受害人投资所谓高回报加密货币项目致使受害人被骗。公安部有关负责人表示，此次联合打击行动是中国警方开展国际执法合作的重要成果，中国警方将同更多国家深化务实合作，开展联合打击行动，坚决清剿电诈窝点，全力缉捕涉电诈犯罪嫌疑人，切实维护各国人民合法权益。 (央视新闻),cls,16:53:52
伊朗议长卡利巴夫被任命为对华事务特别代表,【伊朗议长卡利巴夫被任命为对华事务特别代表】财联社5月17日电，据伊朗塔斯尼姆通讯社17日报道，经伊朗总统提议、最高领袖批准，伊朗伊斯兰议会议长卡利巴夫被任命为伊朗伊斯兰共和国对华事务特别代表。报道援引消息人士的话说，卡利巴夫将负责协调伊朗国内不同部门与中国之间的相关事务与合作。 (新华社),cls,17:04:35
【电报解读】国轩高科称固态电池正加速迈入“1元时代”！全球主流电池企业、车企密集推进装车验证， 固态电池技术路线正从“概念竞争”转向“落地比拼”，这家公司电池铝箔产品可以应用到固态电池领域,国轩高科称固态电池正加速迈入“1元时代”！全球主流电池企业、车企密集推进装车验证，固态电池技术路线正从“概念竞争”转向“落地比拼”，这家公司电池铝箔产品可以应用到固态电池领域，另一家硫化物固态电解质中试线有望于三季度投产。,cls,17:13:15
