title,content,source,pub_time
佰维存储：重新递交H股发行上市申请,【佰维存储：重新递交H股发行上市申请】《科创板日报》13日讯，佰维存储(688525.SH)公告称，公司已于2026年5月12日向香港联交所重新递交境外上市股份(H股)发行并上市的申请，并于同日在香港联交所网站刊登申请资料。本次发行尚需取得证监会、香港证监会和香港联交所等机构的备案、批准或核准，存在不确定性。,cls,19:47:20
吴泳铭：阿里AI模型与应用ARR 6月季度将破100亿元 年底超300亿元,【吴泳铭：阿里AI模型与应用ARR 6月季度将破100亿元 年底超300亿元】财联社5月13日电，在2026财年Q4财报分析师电话会上，阿里巴巴表示，AI模型与应用服务收入呈指数级爆发，正在成为一项全新的收入引擎。 吴泳铭预计，6月份季度，包含百炼MaaS平台在内的AI模型与应用服务年化经常性收入（ARR）将突破100亿元，年底突破300亿元。“这部分收入的高利润率优势逐渐凸显，将是我们未来收入健康、高质量的增长支柱。” (界面新闻),cls,19:47:26
美国总统特朗普抵达北京,"【美国总统特朗普抵达北京】5月13日晚，美国总统特朗普乘专机抵达北京。

应国家主席习近平邀请，美利坚合众国总统唐纳德·特朗普于5月13日至15日对中国进行国事访问。

这是中美两国元首继去年10月釜山之后再次面对面会晤，也是美国总统时隔9年再次访华。习近平主席将同特朗普总统就事关中美关系以及世界和平与发展的重大问题深入交换意见。 (央视新闻)",cls,19:50:40
德福科技：股东拓阵基金及其一致行动人拟合计减持不超3%股份,【德福科技：股东拓阵基金及其一致行动人拟合计减持不超3%股份】财联社5月13日电，德福科技(301511.SZ)公告称，持股5%以上股东拓阵基金及其一致行动人瑞潇芃泰计划自公告披露之日起15个交易日后的3个月内，以集中竞价或大宗交易方式合计减持公司股份不超过1890.97万股(占公司总股本的3%)，减持原因为自身资金需求。,cls,19:55:57
我国科研人员探索脑机接口神经探针技术 治疗慢性疼痛,【我国科研人员探索脑机接口神经探针技术 治疗慢性疼痛】财联社5月13日电，记者从中国科学院长春应用化学研究所获悉，该所研究员张强团队在面向慢性疼痛治疗的脑机接口技术领域取得新进展，其开发的一款植入式水凝胶神经探针，为慢性疼痛干预与管理提供了新的技术路径。这一成果已于5月13日在国际学术期刊《先进材料》上发表。张强介绍，慢性疼痛会导致患者感知异常和运动功能受损，显著降低生活质量，而神经调控技术的快速发展为缓解这一难题带来了新的希望。这类技术通过调控脊髓或大脑神经元的放电活动，能够重新调整痛觉神经回路，减轻疼痛感知异常，为慢性疼痛的干预与管理提供了新的方法。 (新华社),cls,19:56:08
欧盟一季度从俄进口液化天然气量创2022年来新高,【欧盟一季度从俄进口液化天然气量创2022年来新高】财联社5月13日电，美国一家研究机构13日发布的报告显示，今年一季度，欧盟从俄罗斯进口的液化天然气总量同比增加16%，创2022年乌克兰危机全面升级以来最高水平。美国能源经济和金融分析研究所发布的这份报告显示，欧盟今年前三个月从俄罗斯进口69亿立方米液化天然气，同比增加16%；4月进口量依旧维持上升趋势，同比增加17%。,cls,20:00:52
,财联社5月13日电，欧佩克月报显示，将2026年全球原油需求增速预期从138万桶/日下调至117万桶/日，将2027年全球原油需求增速预期从134万桶/日上调至154万桶/日。,cls,20:02:04
,财联社5月13日电，欧佩克月报显示，将2026年美国经济增长预测维持在2.2%；将2027年美国经济增长预测维持在2%。,cls,20:02:41
,财联社5月13日电，欧佩克月报显示，欧佩克将2026年全球经济增长预测维持在3.1%；将2027年全球经济增长预测维持在3.2%。,cls,20:03:30
斯迪克：控股股东拟向泗洪县慈善总会无偿捐赠100万股公司股份,【斯迪克：控股股东拟向泗洪县慈善总会无偿捐赠100万股公司股份】财联社5月13日电，斯迪克(300806.SZ)公告称，公司控股股东金闯与泗洪县慈善总会签订《定向捐赠协议》，拟无偿捐赠其持有的公司无限售流通A股股票100万股，占公司总股本的0.22%。捐赠股票所得资金及相关收益将定向用于宿迁市范围内的扶贫、济困、扶老、救孤、恤病、助残、优抚及促进教育、科学、文化、卫生、体育等事业发展。本次捐赠不会导致公司控股股东发生变化，不会对公司治理结构及持续经营产生重大影响。,cls,20:04:06
