title,content,source,pub_time
,财联社5月5日电，Pinterest股价跃升19%，创下自2025年4月以来的最大单日涨幅。,cls,21:32:54
,财联社5月5日电，利弗莫尔中概股龙头指数盘初上涨0.49%。,cls,21:34:06
英特尔大涨8% 总市值突破5200亿美元,【英特尔大涨8% 总市值突破5200亿美元】财联社5月5日电，英特尔股价涨幅扩大至8.2%，报103.630美元/股，总市值报5208亿美元，今年以来的涨幅高达180%。,cls,21:34:45
美光市值突破7000亿美元,【美光市值突破7000亿美元】财联社5月5日电，美光科技股价上涨7.84%，报621.660美元/股，总市值报7011亿美元。,cls,21:38:47
,财联社5月5日电，纳斯达克100指数涨幅扩大至1%。,cls,21:39:16
,财联社5月5日电，杜邦股价上涨6.3%，此前公司上调2026年利润与销售额预期。,cls,21:39:41
英特尔大涨11% 今年以来累涨近190%,【英特尔大涨11% 今年以来累涨近190%】财联社5月5日电，英特尔股价上涨11.16%，报106.470美元/股，总市值报5351亿美元，今年以来的涨幅接近190%。,cls,21:43:26
,财联社5月5日电，美国4月份服务业经营活动指数报51，初步数据为51.3。美国4月份综合产出指数报51.7初步数据为52。,cls,21:45:44
,财联社5月5日电，嘉能可南非炼油厂完成检修后已重启运营。,cls,21:50:03
【风口研报·洞察】5月国内外商业航天产业有望迎来密集催化，国内重要火箭发射+海外SpaceX潜在IPO加速行业形成规模化格局，分析师看好空天投资步入第二阶段；一季报的三条中期景气线索,①一季报的三条中期景气线索；②5月国内外商业航天产业有望迎来密集催化，国内重要火箭发射+海外SpaceX潜在IPO加速行业形成规模化格局，分析师看好空天投资步入第二阶段；③今日全市场机构研报共发布1708篇，龙旗科技等12股评级得到上调，20家公司获得首度覆盖，其中赛分科技等5股获新财富分析师深度覆盖；④在个股机构关注度排行中，今世缘首次上榜，前五名依次为中国平安>中国太保>格力电器>今世缘>安井食品。,cls,21:51:30
港股IPO：厦门科拓通信技术股份有限公司递表港交所,【港股IPO：厦门科拓通信技术股份有限公司递表港交所】财联社5月5日电，利弗莫尔证券显示，厦门科拓通信技术股份有限公司向港交所提交上市申请书，联席保荐人为中金公司、民银资本。,cls,21:54:37
,"财联社5月5日电，美国3月新建住宅销量折合年率682,000套，预估为652,000套。",cls,22:00:28
,财联社5月5日电，美国供应管理学会4月份非制造业指数降至53.6，预期53.7。,cls,22:00:41
【公告全知道】算力租赁+芯片+锂电池+CPO+液冷+机器人！公司签署近200亿元算力服务合同,①算力租赁+芯片+锂电池+CPO+液冷+机器人+数据中心+储能！这家公司签署近200亿元算力服务合同且与中际旭创合作布局智算中心液冷；②算力+芯片+锂电池+光模块+商业航天+PCB+机器人！这家公司可生产1.6T光模块电路板；③芯片+商业航天！公司拟定增70亿元投建空天地一体化移动通信产业化等项目。,cls,22:00:44
美防长称特朗普无需寻求国会批准即可继续对伊军事行动,【美防长称特朗普无需寻求国会批准即可继续对伊军事行动】财联社5月5日电，美国国防部长皮特·赫格塞思表示，鉴于本届政府认定美国与伊朗之间的停火状态仍在维持，美国总统特朗普无需寻求国会批准即可继续进行战争行动。赫格塞思坚称，如果特朗普下令恢复军事打击行动，届时自然会就相关事宜展开讨论。在谈及战斗行动继续进行的可能性时，赫格塞思表示，“这一选项始终是存在的。伊朗对此心知肚明”。赫格塞思称，总统依然保留着重启大规模战斗行动的契机与能力。如果伊朗不愿兑现其应尽的承诺，或者不愿达成协议，那么美国国防部已处于高度戒备、蓄势待发的状态，随时准备投入行动。同时，赫格塞思表示希望事态不必朝着那个方向发展。 (央视新闻),cls,22:02:13
,财联社5月5日电，据伊朗媒体5日报道，伊朗首都德黑兰以西的一家购物中心发生火灾。报道未提供更多细节。 (新华社),cls,22:02:45
,财联社5月5日电，美国ISM服务业支付价格指数持平于70.7，预期为73.5。,cls,22:04:23
,财联社5月5日电，美国3月份职位空缺数686.6万个，预期为685万个。,cls,22:04:36
电视剧、网络剧片头新增“保护正版 人人有责”的提示,【电视剧、网络剧片头新增“保护正版 人人有责”的提示】财联社5月5日电，在今日播出的电视剧《喀什恋歌》片头，紧随“电视剧发行许可证”画面之后，新增了一帧独立画面：保护正版 人人有责。记者从中国电视剧制作产业协会获悉，在片头加注版权保护重要提示语，将成为各大长视频平台和电视台新上剧集的“标准动作”。 (中新网),cls,22:09:15
法国议会两院对等混合委员会通过草案 简化非法所获文物归还程序,【法国议会两院对等混合委员会通过草案 简化非法所获文物归还程序】财联社5月5日电，法国议会两院对等混合委员会日前就一项旨在简化非法所获他国文物归还程序的法律草案达成一致。该草案文本将于6日和7日分别在法国国民议会（议会下院）和参议院（议会上院）审议。这项草案旨在简化法国公共领域的非法所获他国文物归还程序。根据法国现行法律，所谓“纳入公共领域的文物原则上不可转让”，归还相关文物需逐案立法处理，程序较为复杂。而最新草案拟建立一套制度性机制：允许在符合归还条件的情况下，将1815年至1972年间法国以偷盗、掠夺等方式所得的外国文物，从公共领域中“移出”，简化归还程序。届时归还事宜还可通过行政程序批准，无需逐案立法。 (新华社),cls,22:11:54
,KKR首席财务官罗伯特·勒温在电话会议上表示，已有多家机构对其直接贷款业务表达了可观的投资意向。,sina,2026-05-05 22:14:41
,阿联酋表示：防空系统正应对来袭导弹威胁。,sina,2026-05-05 22:14:33
,日产：我们今日已就精简公司架构与欧洲员工开启磋商。,sina,2026-05-05 22:14:15
,日产在声明中表示：公司正针对巴塞罗那仓库部分关闭并将北欧市场业务转为进口商模式的提案进行讨论。,sina,2026-05-05 22:14:02
,【香港可持续航空燃料基地落户东莞】香港可持续航空燃料基地正式落户东莞，相关投资意向协议今天（5日）在香港签署。这将是粤港澳大湾区建立的首条完整可持续航空燃料产业链。 香港特区行政长官李家超表示：“推动可持续航空燃料（SAF）产业链发展，是香港对接国家‘十五五’规划、响应国家绿色发展战略的具体行动。” 香港中华煤气有限公司主席李家杰介绍，在东莞兴建的新工厂，预计年产约45万吨的SAF及氢化植物油（HVO），形成“大湾区生物质废料—东莞精炼生产—香港掺混、加注和交易”的模式。当前，全球主要航空枢纽已进入SAF产业化竞速阶段，香港生产商怡斯莱未来5年至10年会在大湾区投资逾100亿港元，提升香港航空和新能源产业竞争力。（大湾区之声）,sina,2026-05-05 22:13:59
,【Apollo经济学家称AI最终会创造更多岗位】 Apollo Global Management的首席经济学家Torsten Slok表示，人工智能带来生产率提升，最终创造的岗位可能会多于流失的岗位。Slok周二在接受采访时表示：“整体而言，从各个行业来看，生产投入成本基本上都有所下降。”他说，当投入成本变得更低时，“对这些投入的需求就会增加”。他以放射科医生为例称，随着AI降低了影像判读成本，该领域的就业和薪资正在上升。市场对AI冲击劳动力市场的担忧十分普遍。诺贝尔奖得主、经济学家Simon Johnson表示，他认为“高薪工作”可能消失；OpenAI上月也提出政策建议，旨在帮助应对AI驱动的动荡时代。尽管如此，也有人预计AI将带来积极影响。德国央行行长Joachim Nagel今年3月对德国学生表示，广泛使用AI的欧洲企业大多反映正在招聘员工。,sina,2026-05-05 22:13:52
,日产在声明中表示：我们将把桑德兰工厂的两条生产线整合为一条。,sina,2026-05-05 22:12:40
,“美联储传声筒”Nick Timiraos：美国职位空缺数量保持平稳，3 月三个月移动平均值维持在 700 万。3 月，每一位登记失业人员对应0.94 个职位空缺，与近期趋势基本一致。,sina,2026-05-05 22:12:28
,【法国议会两院对等混合委员会通过草案 简化非法所获文物归还程序】法国议会两院对等混合委员会日前就一项旨在简化非法所获他国文物归还程序的法律草案达成一致。该草案文本将于6日和7日分别在法国国民议会（议会下院）和参议院（议会上院）审议。这项草案旨在简化法国公共领域的非法所获他国文物归还程序。根据法国现行法律，所谓“纳入公共领域的文物原则上不可转让”，归还相关文物需逐案立法处理，程序较为复杂。而最新草案拟建立一套制度性机制：允许在符合归还条件的情况下，将1815年至1972年间法国以偷盗、掠夺等方式所得的外国文物，从公共领域中“移出”，简化归还程序。届时归还事宜还可通过行政程序批准，无需逐案立法。（新华社）,sina,2026-05-05 22:11:43
,伊朗外交部发言人敦促海湾国家停止依附他国寻求安全。,sina,2026-05-05 22:11:18
,【C919大飞机首飞九周年 4月航班量同比增长117.9%】5月5日，国产大飞机C919迎来首飞9周年。航班管家数据显示，截至2026年4月末，C919累计执飞商业客运航班已超过4.2万班次，运营规模持续扩大。仅2026年4月，当月执飞航班量 3190班次，同比大幅增长117.9%，展现出强劲的市场运营能力。航线网络方面，自投入运行以来，C919已累计执飞往返航线57条（单程113条），覆盖29座机场，其中包括28座境内机场及港澳台机场1座（中国香港），航线布局稳步拓展。（新华财经）,sina,2026-05-05 22:10:18
