板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
新能源车,1,4,0,0,13,1.4,3.4,N/A
军工,1,0,0,1,0,-0.3,1.7,N/A
人工智能,1,5,0,13,24,-3.7,-1.7000000000000002,N/A
机器人,1,5,0,13,24,-3.7,-1.7000000000000002,N/A
医药医疗,2,9,0,23,52,-8.3,-4.300000000000001,N/A
