股票代码,股票名称,最新价,最新换手率%,近5日换手均值%,最新成交额,成交额放大倍数,5日涨跌幅%,20日涨跌幅%,距20日高点比,题材命中数,题材标签,综合分
sh.603017,中衡设计,17.57,21.96,17.58,1020066082.0,2.07,26.13,42.38,1.0,0,,60.7
sh.600513,联环药业,30.3,22.74,13.81,1906828631.0,3.44,32.89,45.39,1.0,0,,60.0
sh.600741,华域汽车,19.82,1.47,0.86,912430598.0,2.99,9.26,6.85,1.0,1,新能源车,59.09
sh.600105,永鼎股份,30.51,16.1,9.82,6972947484.0,2.31,16.23,13.84,1.0,0,,58.46
sh.600502,安徽建工,5.55,17.59,6.74,1787993963.0,7.6,16.11,18.34,0.986,0,,57.68
sh.600110,诺德股份,9.08,19.41,15.07,3154516005.0,2.22,15.52,15.23,0.985,0,,56.79
sh.600250,南京商旅,13.6,18.41,16.82,779164692.0,1.81,12.77,26.63,0.968,0,,54.9
sh.600222,太龙药业,7.46,9.43,3.72,402222203.0,3.44,8.43,8.59,0.993,0,,54.6
sh.600207,安彩高科,7.15,10.75,9.59,797661385.0,1.6,19.57,30.24,1.0,0,,54.17
sh.600184,光电股份,19.3,19.49,7.38,2260563712.0,6.49,14.2,2.55,1.0,0,,53.4
sh.600066,宇通客车,37.24,4.12,1.71,3393680667.0,4.56,15.22,26.71,1.0,0,,53.08
sh.600594,益佰制药,4.36,11.75,3.75,397303379.0,7.24,17.2,12.95,1.0,0,,52.85
sh.601908,京运通,4.83,14.58,13.17,1708461336.0,1.49,5.69,23.85,0.96,0,,52.41
sh.600495,晋西车轴,4.98,13.98,4.62,884438023.0,8.63,12.93,7.56,1.0,0,,52.3
sh.600521,华海药业,16.59,3.28,2.05,809942493.0,2.58,9.65,9.87,1.0,0,,52.09
sh.600936,北投科技,4.14,4.94,2.04,350229792.0,3.9,6.98,7.53,1.0,0,,50.42
sh.600539,狮头股份,15.0,14.31,15.79,487465940.0,1.42,16.19,38.76,0.96,0,,49.97
sh.600186,莲花控股,7.33,14.14,14.3,1859327374.0,1.04,4.27,31.83,0.992,0,,49.65
sh.601000,唐山港,4.75,1.63,1.12,455212882.0,2.26,9.7,12.83,1.0,0,,49.4
sh.601083,锦江航运,12.93,9.74,5.35,243764099.0,1.99,7.66,2.95,1.0,0,,49.25
sh.603039,泛微网络,46.44,7.99,2.68,924147459.0,5.86,16.8,9.35,1.0,0,,49.08
sh.600602,云赛智联,23.32,9.99,8.77,2521543251.0,1.27,4.62,21.14,0.997,0,,48.73
sh.600351,亚宝药业,6.77,4.76,2.72,222026924.0,2.61,5.62,5.29,1.0,0,,48.45
sh.601007,金陵饭店,8.54,5.69,4.23,187884274.0,1.8,7.69,9.91,1.0,0,,47.7
sh.600894,广日股份,10.01,5.85,1.81,486647958.0,8.51,13.24,9.76,1.0,0,,47.66
sh.600645,中源协和,32.94,6.81,4.7,1025723981.0,1.67,5.21,18.49,1.0,0,,47.58
sh.600488,津药药业,5.76,3.38,4.45,212279370.0,1.6,45.45,42.93,1.0,0,,46.58
sh.600528,中铁工业,8.58,7.85,3.74,1560478989.0,4.68,9.02,3.62,0.936,0,,46.4
sh.601002,晋亿实业,5.67,10.92,7.37,595771172.0,2.57,2.35,8.62,0.94,0,,46.4
sh.600867,通化东宝,9.59,4.81,3.81,899104564.0,2.13,14.3,10.36,1.0,0,,45.86
