股票代码,买入日期,卖出日期,买入价,卖出价,数量,持有天数,单笔收益率(%),单笔收益(元),买入手续费,卖出手续费
600519,2026-04-01,2026-04-10,1500.0,1560.0,100.0,9,3.993,5990.0,5.0,5.0
