代码,名称,上市日期,累计股息,年均股息,分红次数,融资总额,融资次数
603712,七一二,2018-02-26,2.0,0.28,7,3.9702,1
603828,ST柯利达,2015-02-26,2.0,0.2,6,6.7593,2
603859,能科科技,2016-10-21,2.0,0.22,7,12.4965,3
603879,永悦科技,2017-06-14,2.0,0.25,5,2.121,1
603990,麦迪科技,2016-12-08,2.0,0.22,5,10.9856,3
688021,奥福科技,2019-11-06,2.0,0.34,3,4.5712,1
688080,映翰通,2020-02-12,2.0,0.41,6,3.1372,1
688085,三友医疗,2020-04-09,2.0,0.4,5,11.8198,2
688248,南网科技,2021-12-22,2.0,0.51,5,9.8946,1
688279,峰岹科技,2022-04-20,2.0,0.66,4,17.2846,1
688409,富创精密,2022-10-10,2.0,0.68,4,33.9481,1
688613,奥精医疗,2021-05-21,2.0,0.49,3,5.0082,1
688617,惠泰医疗,2021-01-07,2.0,0.4,5,11.5072,1
688655,迅捷兴,2021-05-11,2.0,0.5,3,2.0006,1
688788,科思科技,2020-10-22,2.0,0.41,2,19.1062,1
688800,瑞可达,2021-07-22,2.0,0.51,4,10.2028,2
001367,海森药业,2023-04-10,1.9,0.94,2,6.7572,1
002417,深南股份,2010-06-01,1.9,0.17,2,5.4623,1
002575,群兴玩具,2011-04-22,1.9,0.14,4,6.135,1
002708,光洋股份,2014-01-21,1.9,0.16,5,9.0635,2
002729,好利科技,2014-09-12,1.9,0.17,10,1.7,1
002886,沃特股份,2017-06-27,1.9,0.23,8,11.65,3
300004,南风股份,2009-10-30,1.9,0.12,8,8.9916,2
300111,向日葵,2010-08-27,1.9,0.13,1,12.0182,2
300189,神农种业,2011-03-16,1.9,0.13,5,8.7169,1
300282,三盛退,2011-12-29,1.9,0.14,6,9.7824,3
300337,银邦股份,2012-07-18,1.9,0.15,8,8.9182,1
300368,汇金股份,2014-01-23,1.9,0.16,7,3.2458,2
300464,星徽股份,2015-06-10,1.9,0.19,4,9.3198,3
300666,江丰电子,2017-06-15,1.9,0.24,8,18.4081,2
300681,英搏尔,2017-07-25,1.9,0.24,7,12.5461,2
300700,岱勒新材,2017-09-12,1.9,0.24,3,5.2253,2
300730,科创信息,2017-12-05,1.9,0.23,6,1.6265,1
300747,锐科激光,2018-06-25,1.9,0.27,7,11.1915,1
300829,金丹科技,2020-04-22,1.9,0.38,5,5.4168,1
300843,胜蓝股份,2020-07-02,1.9,0.39,5,3.216,1
300965,恒宇信通,2021-04-02,1.9,0.48,5,8.5773,1
301220,亚香股份,2022-06-22,1.9,0.62,3,6.6209,1
301221,光庭信息,2021-12-22,1.9,0.49,4,14.7856,1
301236,软通动力,2022-03-15,1.9,0.64,3,43.4232,1
301248,杰创智能,2022-04-20,1.9,0.62,3,9.1155,1
301326,捷邦科技,2022-09-21,1.9,0.62,2,8.3695,1
301363,美好医疗,2022-10-12,1.9,0.62,3,12.2479,1
301519,舜禹股份,2023-07-27,1.9,0.96,2,7.3749,1
600311,*ST荣华,2001-06-26,1.9,0.09,2,0.0,0
603137,恒尚节能,2023-04-19,1.9,0.94,2,4.6058,1
603270,金帝股份,2023-09-01,1.9,0.96,4,10.907,1
603276,恒兴新材,2023-09-25,1.9,0.93,2,9.0539,1
603666,亿嘉和,2018-06-12,1.9,0.27,5,11.9812,2
603728,鸣志电器,2017-05-09,1.9,0.24,8,7.9279,1
603881,数据港,2017-02-08,1.9,0.22,10,20.3914,2
605598,上海港湾,2021-09-17,1.9,0.47,4,5.1977,1
688035,德邦科技,2022-09-19,1.9,0.64,3,14.8748,1
688039,当虹科技,2019-12-11,1.9,0.32,3,9.296,1
688087,英科再生,2021-07-09,1.9,0.48,5,6.5686,1
688166,博瑞医药,2019-11-08,1.9,0.31,6,6.598,2
688215,瑞晟智能,2020-08-28,1.9,0.37,5,2.9439,1
688239,航宇科技,2021-07-05,1.9,0.47,4,4.9513,2
688258,卓易信息,2019-12-09,1.9,0.31,6,5.1284,1
688283,坤恒顺维,2022-02-15,1.9,0.63,4,6.3194,1
688296,和达科技,2021-07-27,1.9,0.49,2,2.7538,1
688309,恒誉环保,2020-07-14,1.9,0.38,4,4.3574,1
688685,迈信林,2021-05-13,1.9,0.48,3,2.0014,1
000557,西部创业,1994-06-17,1.8,0.06,2,0.0,0
001324,长青科技,2023-05-22,1.8,0.92,3,5.7407,1
002316,ST亚联,2009-12-09,1.8,0.11,7,5.2861,1
002420,毅昌科技,2010-06-01,1.8,0.12,4,8.1309,1
002885,京泉华,2017-06-27,1.8,0.22,8,6.7723,2
300074,华平股份,2010-04-27,1.8,0.12,4,6.5343,1
300238,冠昊生物,2011-07-06,1.8,0.13,6,6.8323,2
300474,景嘉微,2016-03-31,1.8,0.2,9,53.0051,3
300613,富瀚微,2017-02-20,1.8,0.22,9,5.6701,1
300661,圣邦股份,2017-06-06,1.8,0.23,8,4.0701,1
300840,酷特智能,2020-07-08,1.8,0.37,5,3.1561,1
300849,锦盛新材,2020-07-10,1.8,0.36,2,2.9285,1
300862,蓝盾光电,2020-08-24,1.8,0.35,3,10.7695,1
300865,大宏立,2020-08-24,1.8,0.36,4,4.2791,1
300925,法本信息,2020-12-30,1.8,0.36,5,5.8512,1
300933,中辰股份,2021-01-22,1.8,0.35,4,2.5748,1
300947,德必集团,2021-02-10,1.8,0.36,1,6.2197,1
301095,广立微,2022-08-05,1.8,0.61,3,26.838,1
301116,益客食品,2022-01-18,1.8,0.45,4,4.4422,1
301459,丰茂股份,2023-12-13,1.8,0.89,2,5.6382,1
301508,中机认检,2023-12-01,1.8,0.88,2,8.8169,1
301529,福赛科技,2023-09-11,1.8,0.91,2,6.9123,1
301552,科力装备,2024-07-22,1.8,1.78,1,4.5857,1
600313,农发种业,2001-01-19,1.8,0.07,4,5.7929,2
600515,海南机场,2002-08-06,1.8,0.08,3,166.4743,2
601696,中银证券,2020-02-26,1.8,0.37,7,14.7781,1
603106,恒银科技,2017-09-20,1.8,0.22,4,7.0114,1
603169,兰石重装,2014-10-09,1.8,0.16,4,26.6044,3
603268,*ST松发,2015-03-19,1.8,0.18,5,41.4985,2
603398,*ST沐邦,2015-12-09,1.8,0.18,4,20.2704,3
605199,ST葫芦娃,2020-07-10,1.8,0.36,2,1.5104,1
688007,光峰科技,2019-07-22,1.8,0.29,6,10.6247,1
688083,中望软件,2021-03-11,1.8,0.46,5,21.7895,1
688203,海正生材,2022-08-16,1.8,0.61,3,7.5086,1
688211,中科微至,2021-10-26,1.8,0.46,2,27.4856,1
688216,气派科技,2021-06-23,1.8,0.45,2,3.3823,1
688233,神工股份,2020-02-21,1.8,0.37,5,10.7093,2
688288,鸿泉物联,2019-11-06,1.8,0.31,2,5.5294,1
688372,伟测科技,2022-10-26,1.8,0.6,3,12.3718,1
688376,美埃科技,2022-11-18,1.8,0.59,3,8.9181,1
688392,骄成超声,2022-09-27,1.8,0.59,3,12.9636,1
688793,倍轻松,2021-07-15,1.8,0.45,2,3.5891,1
000511,烯碳退,1993-05-18,1.7,0.07,4,0.0,0
000594,国恒退,1996-03-20,1.7,0.09,4,21.1282,1
001317,三羊马,2021-11-30,1.7,0.43,4,2.7454,1
002201,九鼎新材,2007-12-26,1.7,0.09,12,6.2518,2
002506,协鑫集成,2010-11-18,1.7,0.11,2,53.7142,3
300143,盈康生命,2010-12-09,1.7,0.11,1,29.1737,4
300424,航新科技,2015-04-22,1.7,0.17,9,3.3523,1
300460,惠伦晶体,2015-05-15,1.7,0.17,4,7.385,2
300536,农尚环境,2016-09-20,1.7,0.19,5,1.6989,1
300604,长川科技,2017-04-17,1.7,0.21,7,7.7855,3
300612,宣亚国际,2017-02-15,1.7,0.21,2,5.3301,2
300624,万兴科技,2018-01-18,1.7,0.21,5,2.8962,1
300796,贝斯美,2019-11-15,1.7,0.29,5,7.8533,2
300798,锦鸡股份,2019-11-22,1.7,0.28,6,1.8486,1
300807,天迈科技,2019-12-19,1.7,0.29,1,2.6069,1
300816,艾可蓝,2020-02-10,1.7,0.28,5,3.6518,1
300872,天阳科技,2020-08-24,1.7,0.33,4,11.2918,1
300904,威力传动,2023-08-09,1.7,0.84,2,5.5504,1
300913,兆龙互连,2020-12-07,1.7,0.35,5,3.5586,1
300929,华骐环保,2021-01-20,1.7,0.33,4,2.3735,1
301025,读客文化,2021-07-19,1.7,0.43,3,0.4372,1
301038,深水规院,2021-08-04,1.7,0.43,2,1.7479,1
301078,孩子王,2021-10-14,1.7,0.43,4,5.5612,1
301090,华润材料,2021-10-26,1.7,0.43,3,22.9025,1
301172,君逸数码,2023-07-26,1.7,0.86,4,8.7813,1
301182,凯旺科技,2021-12-23,1.7,0.43,2,5.8033,1
301209,联合化学,2022-08-25,1.7,0.58,4,2.5832,1
301229,纽泰格,2022-02-22,1.7,0.57,4,3.1967,1
301273,瑞晨环保,2022-10-25,1.7,0.58,2,6.0458,1
301408,华人健康,2023-03-01,1.7,0.87,2,8.7945,1
301428,世纪恒通,2023-05-19,1.7,0.83,3,5.6368,1
600193,*ST创兴,1999-05-27,1.7,0.06,4,0.0,0
600209,退市罗顿,1999-03-25,1.7,0.08,7,0.0,0
600306,退市商城,2000-12-26,1.7,0.07,3,3.4437,1
600355,*ST精伦,2002-06-13,1.7,0.07,1,0.0,0
600706,曲江文旅,1996-05-16,1.7,0.06,3,2.2248,1
601519,大智慧,2011-01-28,1.7,0.11,2,24.2376,1
601606,长城军工,2018-08-06,1.7,0.24,6,4.5534,1
603068,博通集成,2019-04-15,1.7,0.28,5,13.4732,2
603125,常青科技,2023-04-10,1.7,0.86,3,11.3223,1
603138,海量数据,2017-03-06,1.7,0.22,6,5.1887,2
603176,汇通集团,2021-12-31,1.7,0.42,4,1.4136,1
603177,德创环保,2017-02-07,1.7,0.18,3,1.448,1
603392,万泰生物,2020-04-29,1.7,0.34,4,37.7801,2
603779,威龙股份,2016-05-16,1.7,0.19,4,7.5536,2
603789,*ST星农,2015-04-27,1.7,0.17,2,4.9746,1
603826,坤彩科技,2017-04-14,1.7,0.21,4,5.5275,1
688033,天宜新材,2019-07-22,1.7,0.28,5,31.644,2
688131,皓元医药,2021-06-08,1.7,0.43,5,11.4871,2
688146,中船特气,2023-04-21,1.7,0.87,3,28.0273,1
688292,浩瀚深度,2022-08-18,1.7,0.55,3,5.7169,1
688352,颀中科技,2023-04-20,1.7,0.84,3,22.3263,1
688439,振华风光,2022-08-26,1.7,0.56,3,32.5992,1
688485,九州一轨,2023-01-18,1.7,0.57,3,5.8122,1
688528,秦川物联,2020-07-01,1.7,0.34,2,4.1664,1
688548,广钢气体,2023-08-15,1.7,0.84,3,30.6781,1
688563,航材股份,2023-07-19,1.7,0.86,4,69.0762,1
688621,阳光诺和,2021-06-21,1.7,0.42,4,4.6718,1
688661,和林微纳,2021-03-29,1.7,0.43,5,10.0148,2
688717,艾罗能源,2024-01-03,1.7,0.87,1,19.8807,1
688719,爱科赛博,2023-09-28,1.7,0.87,3,13.1769,1
000150,*ST宜康,2000-08-07,1.6,0.07,3,2.382,1
001278,一彬科技,2023-03-08,1.6,0.82,3,4.6571,1
001287,中电港,2023-04-10,1.6,0.78,3,21.3331,1
001306,夏厦精密,2023-11-16,1.6,0.78,3,7.4996,1
001313,粤海饲料,2022-02-16,1.6,0.55,3,4.8008,1
001336,楚环科技,2022-07-25,1.6,0.53,4,3.8257,1
002118,紫鑫药业,2007-03-02,1.6,0.11,5,27.0383,3
002211,ST宏达,2008-02-01,1.6,0.09,3,12.8335,2
002289,*ST宇顺,2009-09-03,1.6,0.1,2,11.2871,3
002719,麦趣尔,2014-01-28,1.6,0.14,7,6.9568,2
002721,金一文化,2014-01-27,1.6,0.13,5,15.9438,4
002779,中坚科技,2015-12-09,1.6,0.16,9,2.1763,1
002806,华锋股份,2016-07-26,1.6,0.18,4,0.9937,1
002875,安奈儿,2017-06-01,1.6,0.19,2,6.9052,2
002992,宝明科技,2020-08-03,1.6,0.33,1,7.0693,1
003029,吉大正元,2020-12-24,1.6,0.31,2,6.3482,2
300125,*ST聆达,2010-10-13,1.6,0.11,6,7.778,1
300315,掌趣科技,2012-05-11,1.6,0.13,8,31.6955,4
300352,北信源,2012-09-12,1.6,0.12,9,16.1388,2
300399,天利科技,2014-10-09,1.6,0.14,10,1.6998,1
300550,和仁科技,2016-10-18,1.6,0.18,8,7.0791,2
300554,三超新材,2017-04-21,1.6,0.2,5,2.8179,2
300602,飞荣达,2017-01-26,1.6,0.18,8,19.8654,3
300805,电声股份,2019-11-21,1.6,0.27,4,3.7949,1
300850,新强联,2020-07-13,1.6,0.31,5,22.2947,3
300942,易瑞生物,2021-02-09,1.6,0.32,4,1.7535,1
301126,达嘉维康,2021-12-07,1.6,0.39,4,5.6947,1
301155,海力风电,2021-11-24,1.6,0.39,3,31.053,1
301178,天亿马,2021-11-12,1.6,0.4,3,5.1026,1
301189,奥尼电子,2021-12-28,1.6,0.4,2,18.0052,1
301197,工大科雅,2022-08-08,1.6,0.55,3,6.8613,1
301210,金杨股份,2023-06-30,1.6,0.8,3,10.7632,1
301296,新巨丰,2022-09-02,1.6,0.52,3,10.5571,1
301305,朗坤科技,2023-05-23,1.6,0.81,2,14.25,1
301315,威士顿,2023-06-21,1.6,0.78,2,6.1545,1
301393,昊帆生物,2023-07-12,1.6,0.8,4,16.5539,1
301396,宏景科技,2022-11-11,1.6,0.52,3,8.1718,1
301486,致尚科技,2023-07-07,1.6,0.78,2,16.8925,1
301507,民生健康,2023-09-05,1.6,0.78,2,7.933,1
301550,斯菱股份,2023-09-15,1.6,0.78,3,9.2655,1
301587,中瑞股份,2024-04-08,1.6,1.57,1,7.1727,1
301608,博实结,2024-08-01,1.6,1.65,2,8.8419,1
600520,三佳科技,2002-01-08,1.6,0.07,2,3.3908,1
601136,首创证券,2022-12-22,1.6,0.52,3,18.6891,1
603042,华脉科技,2017-06-02,1.6,0.2,4,5.8527,2
603501,豪威集团,2017-05-04,1.6,0.2,9,6.082,2
603963,*ST大药,2017-09-22,1.6,0.22,3,2.625,1
605186,健麾信息,2020-12-22,1.6,0.32,4,4.3521,1
688010,福光股份,2019-07-22,1.6,0.26,5,9.177,1
688049,炬芯科技,2021-11-29,1.6,0.4,3,11.9487,1
688082,盛美上海,2021-11-18,1.6,0.39,3,34.8126,1
688168,安博通,2019-09-06,1.6,0.27,4,7.9998,2
688182,灿勤科技,2021-11-16,1.6,0.4,4,9.7427,1
688193,仁度生物,2022-03-30,1.6,0.52,4,6.5277,1
688247,宣泰医药,2022-08-25,1.6,0.54,4,3.7722,1
688276,百克生物,2021-06-25,1.6,0.41,4,13.9579,1
688291,金橙子,2022-10-26,1.6,0.52,3,6.0621,1
688568,中科星图,2020-07-08,1.6,0.31,5,23.3344,2
688578,艾力斯,2020-12-02,1.6,0.33,3,19.3255,1
688670,金迪克,2021-08-02,1.6,0.4,2,11.3568,1
000626,远大控股,1996-11-28,1.5,0.05,2,12.8492,1
000835,长动退,1999-06-25,1.5,0.07,6,1.1353,1
001277,速达股份,2024-09-03,1.5,1.46,2,5.2571,1
001379,腾达科技,2024-01-19,1.5,0.75,3,7.6772,1
001389,广合科技,2024-04-02,1.5,1.54,2,6.5346,1
002564,天沃科技,2011-03-10,1.5,0.11,5,29.3074,3
002633,申科股份,2011-11-22,1.5,0.11,1,3.1442,1
002659,凯文教育,2012-03-09,1.5,0.11,3,25.4813,3
002691,冀凯股份,2012-07-31,1.5,0.12,10,3.4176,1
002789,*ST建艺,2016-03-11,1.5,0.17,5,6.0658,2
300081,恒信东方,2010-05-20,1.5,0.1,4,22.7341,3
300094,国联水产,2010-07-08,1.5,0.1,5,26.6674,3
300175,ST朗源,2011-02-15,1.5,0.11,8,4.2326,1
300266,兴源环境,2011-09-27,1.5,0.11,7,10.3255,4
300270,中威电子,2011-10-12,1.5,0.11,7,7.0734,2
300278,华昌达,2011-12-16,1.5,0.11,4,5.1944,2
300300,ST峡创,2012-03-19,1.5,0.12,8,17.3375,2
300302,同有科技,2012-03-21,1.5,0.12,9,4.96,2
300472,*ST新元,2015-06-11,1.5,0.15,5,9.7198,3
300478,杭州高新,2015-06-10,1.5,0.15,4,2.1304,1
300565,科信技术,2016-11-22,1.5,0.16,2,8.3074,2
300597,吉大通信,2017-01-23,1.5,0.17,9,4.7404,2
300678,中科信息,2017-07-28,1.5,0.19,8,3.1843,2
300688,创业黑马,2017-08-10,1.5,0.19,6,3.6582,2
300738,奥飞数据,2018-01-19,1.5,0.19,8,19.3694,3
300892,品渥食品,2020-09-24,1.5,0.3,3,5.9739,1
300948,冠中生态,2021-02-25,1.5,0.38,4,2.5774,1
300992,泰福泵业,2021-05-25,1.5,0.37,4,1.7122,1
300998,宁波方正,2021-06-02,1.5,0.38,4,9.0492,2
301012,扬电科技,2021-06-22,1.5,0.38,4,6.3238,2
301091,深城交,2021-10-29,1.5,0.39,4,13.7871,1
301161,唯万密封,2022-09-14,1.5,0.51,3,4.9104,1
301257,普蕊斯,2022-05-17,1.5,0.51,5,6.3037,1
301259,艾布鲁,2022-04-26,1.5,0.5,2,4.9159,1
301336,趣睡科技,2022-08-12,1.5,0.49,4,3.1548,1
301348,蓝箭电子,2023-08-10,1.5,0.76,2,7.8401,1
301390,经纬股份,2023-05-08,1.5,0.75,2,4.8936,1
301525,儒竞科技,2023-08-30,1.5,0.76,3,21.4817,1
301557,常友科技,2025-03-04,1.5,0.0,1,2.6267,1
301588,美新科技,2024-03-13,1.5,1.54,2,3.6092,1
301600,慧翰股份,2024-09-11,1.5,1.49,1,6.2707,1
600870,退市厦华,1995-02-28,1.5,0.06,1,9.3295,1
603194,中力股份,2024-12-24,1.5,1.47,1,11.2682,1
603982,泉峰汽车,2019-05-22,1.5,0.25,3,16.3058,2
605188,国光连锁,2020-07-28,1.5,0.31,5,1.8852,1
605333,沪光股份,2020-08-18,1.5,0.29,3,8.6157,2
688002,睿创微纳,2019-07-22,1.5,0.24,7,11.3397,1
688097,博众精工,2021-05-12,1.5,0.39,3,13.8965,2
688111,金山办公,2019-11-18,1.5,0.24,6,44.594,1
688222,成都先导,2020-04-16,1.5,0.3,5,7.4601,1
688383,新益昌,2021-04-28,1.5,0.38,4,4.4226,1
688426,康为世纪,2022-10-25,1.5,0.49,1,10.543,1
688565,力源科技,2021-05-13,1.5,0.38,1,1.9841,1
688667,菱电电控,2021-03-12,1.5,0.37,4,8.8111,1
000851,*ST高鸿,1998-06-09,1.4,0.05,4,31.6463,5
002173,创新医疗,2007-09-25,1.4,0.08,2,16.6347,2
002188,中天服务,2007-11-22,1.4,0.08,2,6.7399,3
002248,华东数控,2008-06-12,1.4,0.08,4,9.104,3
002359,北讯退,2010-02-10,1.4,0.13,2,57.5897,3
002387,维信诺,2010-04-13,1.4,0.09,5,157.7479,2
002707,众信旅游,2014-01-23,1.4,0.11,6,3.5166,2
002770,*ST科迪,2015-06-30,1.4,0.24,4,7.8591,2
002781,奇信股份,2015-12-22,1.4,0.24,5,5.3113,1
002840,华统股份,2017-01-10,1.4,0.16,5,27.5844,3
002872,ST天圣,2017-05-19,1.4,0.17,1,10.7879,1
300022,吉峰科技,2009-10-30,1.4,0.09,3,7.8919,2
300080,易成新能,2010-06-25,1.4,0.09,3,18.0321,2
300097,ST智云,2010-07-28,1.4,0.1,9,11.1108,3
300209,有棵树,2011-04-26,1.4,0.1,8,6.311,1
300309,吉艾科技,2012-04-10,1.4,0.14,4,12.9868,2
300313,*ST天山,2012-04-25,1.4,0.1,3,2.9996,2
300374,中铁装配,2015-03-19,1.4,0.14,7,8.2916,2
300456,赛微电子,2015-05-14,1.4,0.14,8,38.0665,3
300486,东杰智能,2015-06-30,1.4,0.14,7,4.7263,2
300523,辰安科技,2016-07-26,1.4,0.15,5,5.6211,2
300581,晨曦航空,2016-12-20,1.4,0.15,4,4.908,2
300670,大烨智能,2017-07-03,1.4,0.18,2,2.7119,1
300757,罗博特科,2019-01-08,1.4,0.2,5,9.0756,3
300782,卓胜微,2019-06-18,1.4,0.24,7,37.9933,2
300806,斯迪克,2019-11-25,1.4,0.24,6,7.7511,2
300827,上能电气,2020-04-10,1.4,0.27,5,3.561,1
300868,杰美特,2020-08-24,1.4,0.28,2,11.897,1
300889,爱克股份,2020-09-16,1.4,0.27,4,9.8237,1
300900,广联航空,2020-10-29,1.4,0.28,3,8.5648,1
301121,紫建电子,2022-08-08,1.4,0.47,4,9.6702,1
301141,中科磁业,2023-04-03,1.4,0.69,3,8.2483,1
301235,华康洁净,2022-01-28,1.4,0.34,4,9.495,1
301325,曼恩斯特,2023-05-12,1.4,0.69,2,21.0689,1
301360,荣旗科技,2023-04-25,1.4,0.72,2,8.586,1
301538,骏鼎达,2024-03-20,1.4,1.41,3,4.8407,1
301539,宏鑫科技,2024-04-15,1.4,1.36,2,3.072,1
301558,三态股份,2023-09-28,1.4,0.71,1,7.6191,1
301581,黄山谷捷,2025-01-03,1.4,1.4,1,4.8128,1
301591,肯特股份,2024-02-28,1.4,1.44,2,3.5933,1
600198,大唐电信,1998-10-21,1.4,0.05,2,14.0053,2
600365,ST通葡,2001-01-15,1.4,0.06,1,5.2235,1
603091,众鑫股份,2024-09-20,1.4,1.38,1,5.7075,1
603375,盛景微,2024-01-24,1.4,0.69,2,8.6408,1
603409,汇通控股,2025-03-04,1.4,0.0,1,6.7856,1
603603,博天环境,2017-02-17,1.4,0.28,3,2.8981,2
605069,正和生态,2021-08-16,1.4,0.34,1,5.2881,1
688022,瀚川智能,2019-07-22,1.4,0.23,3,15.6072,2
688081,兴图新科,2020-01-06,1.4,0.24,2,4.6623,1
688261,东微半导,2022-02-10,1.4,0.35,4,20.0656,1
688411,海博思创,2025-01-27,1.4,1.42,1,7.6647,1
688455,科捷智能,2022-09-15,1.4,0.46,1,8.9137,1
688489,三未信安,2022-12-02,1.4,0.48,3,13.7086,1
688522,纳睿雷达,2023-03-01,1.4,0.69,3,16.5416,1
688646,ST逸飞,2023-07-28,1.4,0.72,2,9.921,1
688716,中研股份,2023-09-20,1.4,0.7,2,7.9971,1
688718,唯赛勃,2021-07-28,1.4,0.35,1,2.028,1
000953,河化股份,1999-12-02,1.3,0.05,3,1.1265,1
001395,亚联机械,2025-01-27,1.3,1.27,1,3.6178,1
002070,众和退,2006-10-12,1.3,0.1,2,6.3838,2
002739,万达电影,2015-01-22,1.3,0.12,4,63.0874,3
003042,中农联合,2021-04-06,1.3,0.33,2,5.3534,1
300024,机器人,2009-10-30,1.3,0.08,7,35.3678,2
300093,*ST金刚,2010-07-08,1.3,0.09,8,4.5613,1
300262,*ST巴安,2011-09-16,1.3,0.1,6,14.433,2
300268,*ST佳沃,2011-09-27,1.3,0.09,1,7.9474,2
300301,ST长方,2012-03-21,1.3,0.1,4,12.4748,2
300350,华鹏飞,2012-08-21,1.3,0.1,5,8.9594,3
300367,ST网力,2014-01-29,1.3,0.17,6,18.4441,3
300419,ST浩丰,2015-01-22,1.3,0.11,4,3.9085,2
300436,广生堂,2015-04-22,1.3,0.13,3,7.5841,2
300479,神思电子,2015-06-12,1.3,0.13,6,5.2798,3
300534,陇神戎发,2016-09-13,1.3,0.14,7,2.4849,1
300686,智动力,2017-08-04,1.3,0.16,5,13.0399,2
300716,ST泉为,2017-11-09,1.3,0.17,3,2.7821,1
300766,每日互动,2019-03-25,1.3,0.21,4,4.5013,1
300975,商络电子,2021-04-21,1.3,0.32,6,2.3109,1
301024,霍普股份,2021-07-28,1.3,0.32,1,4.6238,1
301089,拓新药业,2021-10-27,1.3,0.31,3,5.4327,1
301136,招标股份,2022-01-11,1.3,0.32,3,6.6194,1
301168,通灵股份,2021-12-10,1.3,0.33,5,10.5789,1
301266,宇邦新材,2022-06-08,1.3,0.44,3,6.1199,1
301288,*ST清研,2022-04-22,1.3,0.44,2,4.4349,1
301357,北方长龙,2023-04-18,1.3,0.63,2,7.7587,1
301617,博苑股份,2024-12-11,1.3,1.26,2,6.2817,1
301633,港迪技术,2024-11-07,1.3,1.34,1,4.505,1
301665,泰禾股份,2025-04-11,1.3,0.0,1,3.8977,1
600568,ST中珠,2001-05-18,1.3,0.05,5,25.6452,2
603085,天成自控,2015-06-30,1.3,0.13,4,12.7783,4
603119,浙江荣泰,2023-08-01,1.3,0.64,3,9.7006,1
688050,爱博医疗,2020-07-29,1.3,0.27,5,10.846,2
688051,佳华科技,2020-03-20,1.3,0.26,2,8.6437,1
688053,思科瑞,2022-07-08,1.3,0.44,1,12.5251,1
688133,泰坦科技,2020-10-30,1.3,0.25,5,17.5789,2
688281,华秦科技,2022-03-07,1.3,0.43,5,29.582,1
688345,博力威,2021-06-11,1.3,0.33,2,5.7954,1
688396,华润微,2020-02-27,1.3,0.25,6,92.2358,2
688766,普冉股份,2021-08-23,1.3,0.32,4,12.4555,1
000430,ST张家界,1996-08-29,1.2,0.04,2,8.3938,1
000506,招金黄金,1993-03-12,1.2,0.04,2,0.0,0
001215,千味央厨,2021-09-06,1.2,0.3,3,8.6137,2
002288,*ST超华,2009-09-03,1.2,0.08,6,14.0456,3
002307,北新路桥,2009-11-11,1.2,0.07,4,13.7789,4
300089,ST文化,2010-06-25,1.2,0.11,4,9.4,2
300090,盛运退,2010-06-25,1.2,0.12,3,27.905,3
300366,创意信息,2014-01-27,1.2,0.1,4,18.2547,4
300461,田中精机,2015-05-19,1.2,0.12,4,5.5986,2
300521,爱司凯,2016-07-05,1.2,0.13,5,1.8891,1
300528,幸福蓝海,2016-08-08,1.2,0.13,2,4.4618,1
300626,华瑞股份,2017-03-20,1.2,0.15,4,1.5215,1
300635,中达安,2017-03-31,1.2,0.15,7,2.0247,1
300831,派瑞股份,2020-05-07,1.2,0.23,7,2.6931,1
300857,协创数据,2020-07-27,1.2,0.24,5,11.4314,2
300886,华业香料,2020-09-16,1.2,0.23,4,2.2262,1
300890,翔丰华,2020-09-17,1.2,0.24,2,5.4053,2
300999,金龙鱼,2020-10-15,1.2,0.24,5,136.929,1
301021,英诺激光,2021-07-06,1.2,0.31,3,3.0846,1
301157,华塑科技,2023-03-09,1.2,0.62,3,7.4985,1
301199,迈赫股份,2021-12-07,1.2,0.3,4,8.8429,1
301239,普瑞眼科,2022-07-05,1.2,0.39,2,10.9894,1
301333,诺思格,2022-08-02,1.2,0.41,3,10.876,1
301337,亚华电子,2023-05-26,1.2,0.61,3,7.6576,1
301567,贝隆精密,2024-01-16,1.2,0.59,2,3.2542,1
301613,新铝时代,2024-10-25,1.2,1.19,1,5.8918,1
301662,宏工科技,2025-04-17,1.2,0.0,1,4.7425,1
600448,华纺股份,2001-09-03,1.2,0.05,1,9.7748,2
600476,湘邮科技,2003-12-10,1.2,0.06,2,0.0,0
600539,狮头股份,2001-08-24,1.2,0.05,3,0.0,0
600579,中化装备,2002-08-09,1.2,0.05,2,4.7923,1
600715,文投控股,1996-07-01,1.2,0.04,1,61.171,2
600988,赤峰黄金,2004-04-14,1.2,0.06,3,7.665,2
603172,万丰股份,2023-05-10,1.2,0.61,2,4.2059,1
603211,晋拓股份,2022-07-25,1.2,0.41,3,3.9541,1
603703,盛洋科技,2015-04-23,1.2,0.12,5,8.6984,2
603959,百利科技,2016-05-17,1.2,0.14,3,5.8517,2
603991,至正股份,2017-03-08,1.2,0.15,2,1.7614,1
688060,云涌科技,2020-07-10,1.2,0.24,2,6.021,1
688079,美迪凯,2021-03-02,1.2,0.31,2,9.4207,1
688143,长盈通,2022-12-12,1.2,0.41,2,7.5523,1
688227,品高股份,2021-12-30,1.2,0.29,2,9.1716,1
688229,博睿数据,2020-08-17,1.2,0.25,2,6.5026,1
688270,臻镭科技,2022-01-27,1.2,0.3,3,15.3631,1
688290,景业智能,2022-04-29,1.2,0.41,4,8.2503,2
688297,中无人机,2022-06-29,1.2,0.4,2,41.9706,1
688502,茂莱光学,2023-03-09,1.2,0.59,3,8.1134,1
