代码,名称,上市日期,累计股息,年均股息,分红次数,融资总额,融资次数
601616,广电电气,2011-02-01,20.7,1.38,13,18.5303,1
603018,华设集团,2014-10-13,20.7,1.89,11,7.7681,1
603926,铁流股份,2017-05-10,20.7,2.59,8,7.2216,2
002226,江南化工,2008-05-06,20.6,1.21,15,11.0504,2
002653,海思科,2012-01-17,20.6,1.47,15,15.2791,2
300019,硅宝科技,2009-10-30,20.6,1.29,15,11.4803,3
300498,温氏股份,2015-11-02,20.6,2.06,14,0.0,0
300770,新媒股份,2019-04-19,20.6,3.43,9,10.7553,1
603208,江山欧派,2017-02-10,20.6,2.29,9,4.4653,1
000061,农产品,1997-01-10,20.5,0.71,23,28.0569,2
000507,珠海港,1993-03-26,20.5,0.64,21,14.967,2
002697,红旗连锁,2012-09-05,20.5,1.58,16,8.8907,1
600830,香溢融通,1994-02-24,20.5,0.66,22,6.1456,1
603508,思维列控,2015-12-24,20.5,2.05,11,12.7427,1
605377,华旺科技,2020-12-28,20.5,4.1,6,16.9551,2
002553,南方精工,2011-02-25,20.4,1.45,15,3.3573,1
002605,姚记科技,2011-08-05,20.4,1.46,12,6.6175,2
002833,弘亚数控,2016-12-28,20.4,2.27,12,3.0347,1
600530,交大昂立,2001-07-02,20.4,0.85,16,0.0,0
601880,辽港股份,2010-12-06,20.4,1.36,15,48.5424,2
601985,中国核电,2015-06-10,20.4,2.04,11,345.8717,3
000066,中国长城,1997-06-26,20.3,0.72,20,49.5655,2
000540,中天金融,1994-02-02,20.3,0.7,14,59.4724,3
000683,博源化工,1997-01-31,20.3,0.7,9,42.427,3
002643,万润股份,2011-12-20,20.3,1.45,14,28.1723,3
002871,伟隆股份,2017-05-11,20.3,2.54,9,2.1964,1
300272,开能健康,2011-11-02,20.3,1.45,18,2.781,1
000920,沃顿科技,1999-06-16,20.2,0.78,16,4.024,1
300389,艾比森,2014-08-01,20.2,1.84,9,5.1096,2
600211,西藏药业,1999-07-21,20.2,0.78,18,12.2542,1
600397,安源煤业,2002-07-02,20.2,0.88,5,0.0,0
601808,中海油服,2007-09-28,20.2,1.12,19,65.9876,1
603025,大豪科技,2015-04-22,20.2,2.02,11,6.1826,2
000408,藏格矿业,1996-06-28,20.1,0.69,8,19.9962,1
000422,湖北宜化,1996-08-15,20.1,0.69,19,31.4827,2
300119,瑞普生物,2010-09-17,20.0,1.34,15,26.0684,3
300181,佐力药业,2011-02-22,20.0,1.43,14,17.9238,3
600113,浙江东日,1997-10-21,20.0,0.71,20,4.3832,1
600439,瑞贝卡,2003-07-10,20.0,0.91,18,8.9341,2
600594,益佰制药,2004-03-23,20.0,0.95,16,10.6828,1
002056,横店东磁,2006-08-02,19.9,1.05,17,15.0525,2
002397,梦洁股份,2010-04-29,19.9,1.33,12,13.2083,2
002448,中原内配,2010-07-16,19.9,1.33,15,9.9252,2
300335,迪森股份,2012-07-10,19.9,1.53,12,11.6041,2
600537,亿晶光电,2003-01-23,19.9,0.87,12,12.0124,1
600561,江西长运,2002-07-16,19.9,0.87,17,6.7893,2
000703,恒逸石化,1997-03-28,19.8,0.71,13,76.7842,3
000756,新华制药,1997-08-06,19.8,0.71,28,4.6776,2
002026,山东威达,2004-07-27,19.8,0.94,22,10.6339,3
300564,筑博设计,2019-11-08,19.8,3.29,6,5.1159,1
600998,九州通,2010-11-02,19.8,1.32,10,75.2455,3
601665,齐鲁银行,2021-06-18,19.8,4.96,6,24.1648,1
002029,七匹狼,2004-08-06,19.7,0.94,18,23.5082,2
002054,德美化工,2006-07-25,19.7,1.04,19,6.3561,2
300046,台基股份,2010-01-20,19.7,1.23,12,9.2565,2
300303,聚飞光电,2012-03-19,19.7,1.52,14,10.6144,2
600491,龙元建设,2004-05-24,19.7,0.94,18,47.9189,3
600979,广安爱众,2004-09-06,19.7,0.94,14,24.0465,3
603871,嘉友国际,2018-02-06,19.7,2.46,9,13.5039,2
000525,红太阳,1993-10-28,19.6,0.61,18,10.3386,1
002463,沪电股份,2010-08-18,19.6,1.31,13,12.2804,1
300259,新天科技,2011-08-31,19.6,1.4,16,11.4731,2
600516,方大炭素,2002-08-30,19.6,0.85,9,29.0537,2
600748,上实发展,1996-09-25,19.6,0.67,21,38.552,1
603648,畅联股份,2017-09-13,19.6,2.45,8,6.3811,1
000791,甘肃能源,1997-10-14,19.5,0.69,13,48.4158,3
000978,桂林旅游,2000-05-18,19.5,0.78,16,14.5739,2
002028,思源电气,2004-08-05,19.5,0.93,21,4.023,1
600230,沧州大化,2000-04-06,19.5,0.78,23,3.2592,1
600575,淮河能源,2003-03-28,19.5,0.89,9,37.7735,3
601231,环旭电子,2012-02-20,19.5,1.5,14,27.9111,2
601326,秦港股份,2017-08-16,19.5,2.43,9,12.406,1
603767,中马传动,2017-06-13,19.5,2.44,8,5.5682,1
002222,福晶科技,2008-03-19,19.4,1.14,19,3.4738,1
300160,秀强股份,2011-01-13,19.4,1.29,14,16.3311,2
600251,冠农股份,2003-06-09,19.4,0.88,17,8.2578,2
601866,中远海发,2007-12-12,19.4,1.08,9,166.828,2
603298,杭叉集团,2016-12-27,19.4,2.16,9,10.3459,1
000560,我爱我家,1994-02-02,19.3,0.6,15,39.4465,2
000967,盈峰环境,2000-03-30,19.3,0.77,17,14.3304,3
002099,海翔药业,2006-12-26,19.3,1.01,15,19.0064,3
002346,柘中股份,2010-01-28,19.3,1.2,15,6.4765,1
600667,太极实业,1993-07-28,19.3,0.6,18,29.0157,3
603006,联明股份,2014-06-30,19.3,1.76,9,1.7178,1
603301,振德医疗,2018-04-12,19.3,2.75,8,13.9919,2
300284,苏交科,2012-01-10,19.2,1.37,16,37.69,4
600151,航天机电,1998-06-05,19.2,0.71,16,51.6796,3
600178,东安动力,1998-10-14,19.2,0.71,14,0.0,0
600815,厦工股份,1994-01-28,19.2,0.6,15,16.3532,3
601155,新城控股,2015-12-04,19.2,1.92,6,0.0,0
603326,我乐家居,2017-06-16,19.2,2.4,8,3.6607,1
000659,珠海中富,1996-12-03,19.1,0.66,14,4.6876,1
000671,ST阳光城,1996-12-18,19.1,0.71,17,69.8288,2
300206,理邦仪器,2011-04-21,19.1,1.37,15,8.8381,1
600133,东湖高新,1998-02-12,19.1,0.68,14,13.2591,3
600778,友好集团,1996-12-03,19.1,0.66,13,0.0,0
600787,中储股份,1997-01-21,19.1,0.66,23,31.7407,3
600860,京城股份,1994-05-06,19.1,0.61,18,3.5166,2
600958,东方证券,2015-03-23,19.1,1.91,13,333.1187,3
688009,中国通号,2019-07-22,19.1,3.18,6,103.543,1
000400,许继电气,1997-04-18,19.0,0.68,24,0.0,0
000821,京山轻机,1998-06-26,19.0,0.7,17,7.5393,3
002399,海普瑞,2010-05-06,19.0,1.26,14,57.168,1
300100,双林股份,2010-08-06,19.0,1.27,12,7.2028,2
603203,快克智能,2016-11-08,19.0,2.11,9,3.5006,1
603599,广信股份,2015-05-13,19.0,1.9,10,20.9962,2
600850,电科数字,1994-03-24,18.9,0.61,19,0.0,0
601137,博威合金,2011-01-27,18.9,1.26,15,28.9614,2
603898,好莱客,2015-02-17,18.9,1.89,11,10.0992,2
000635,英力特,1996-11-20,18.8,0.65,14,28.4533,3
002507,涪陵榨菜,2010-11-23,18.8,1.25,15,38.3565,3
600223,福瑞达,2000-01-13,18.8,0.72,10,0.0,0
600673,东阳光,1993-09-17,18.8,0.59,12,14.341,2
600707,彩虹股份,1996-05-20,18.8,0.65,6,225.3857,2
603689,皖天然气,2017-01-10,18.8,2.09,9,6.3382,1
000833,粤桂股份,1998-11-11,18.7,0.69,17,5.641,1
002045,国光电器,2005-05-23,18.7,0.94,16,21.9203,3
002958,青农商行,2019-03-26,18.7,3.11,6,21.5207,1
300179,四方达,2011-02-15,18.7,1.34,12,4.6312,1
300327,中颖电子,2012-06-13,18.7,1.44,14,3.7067,1
603989,艾华集团,2015-05-15,18.7,1.87,11,9.8707,1
002500,山西证券,2010-11-15,18.6,1.24,16,105.8933,3
300421,力星股份,2015-02-17,18.6,1.86,13,7.7994,2
600804,退市鹏博,1994-01-03,18.6,0.58,11,42.0671,3
603299,苏盐井神,2015-12-31,18.6,1.86,10,2.879,1
002746,仙坛股份,2015-02-16,18.5,1.85,11,20.2926,3
300150,世纪瑞尔,2010-12-22,18.5,1.23,11,11.0236,1
300360,炬华科技,2014-01-21,18.5,1.54,13,8.3708,2
600097,开创国际,1997-06-19,18.5,0.66,14,5.8615,1
600339,中油工程,2000-12-25,18.5,0.74,17,64.1742,2
600487,亨通光电,2003-08-22,18.5,0.84,22,94.2223,4
000155,川能动力,2000-09-26,18.4,0.74,10,28.5432,2
000686,东北证券,1997-02-27,18.4,0.66,20,73.5568,2
002627,三峡旅游,2011-11-03,18.4,1.31,13,22.2723,4
600017,日照港,2006-10-17,18.4,0.97,15,37.0193,3
601952,苏垦农发,2017-05-15,18.4,2.3,9,22.8845,1
603393,新天然气,2016-09-12,18.4,2.05,8,18.2233,2
000930,中粮科技,1999-07-12,18.3,0.7,15,0.0,0
002098,浔兴股份,2006-12-22,18.3,0.96,14,5.7579,2
002422,科伦药业,2010-06-03,18.3,1.22,16,47.72,1
002138,顺络电子,2007-06-13,18.2,1.01,16,24.7063,4
002236,大华股份,2008-05-20,18.2,1.07,19,64.6472,3
002360,同德化工,2010-03-03,18.2,1.21,12,3.3037,1
002895,川恒股份,2017-08-25,18.2,2.28,7,17.8256,3
603900,莱绅通灵,2016-11-23,18.2,2.02,7,7.9493,1
000548,湖南投资,1993-12-20,18.1,0.57,16,0.0,0
000750,国海证券,1997-07-09,18.1,0.65,16,151.854,4
002518,科士达,2010-12-07,18.1,1.21,15,8.8363,1
002836,新宏泽,2016-12-29,18.1,2.01,9,1.2071,1
300415,伊之密,2015-01-23,18.1,1.64,11,5.3716,2
300547,川环科技,2016-09-30,18.1,2.01,11,3.0337,1
000049,德赛电池,1995-03-20,18.0,0.6,18,17.9834,1
000099,中信海直,2000-07-31,18.0,0.72,24,10.8125,1
000619,海螺新材,1996-10-23,18.0,0.62,20,4.9825,1
002064,华峰化学,2006-08-23,18.0,0.95,17,57.0715,4
002165,红宝丽,2007-09-13,18.0,1.0,17,13.1272,4
002430,杭氧股份,2010-06-10,18.0,1.2,15,23.3465,3
002449,国星光电,2010-07-16,18.0,1.2,15,18.8429,2
002465,海格通信,2010-08-31,18.0,1.2,15,68.1979,4
600345,长江通信,2000-12-22,18.0,0.72,24,6.4358,1
000554,泰山石油,1993-12-15,17.9,0.56,16,0.0,0
002483,润邦股份,2010-09-29,17.9,1.2,13,20.1452,2
603607,京华激光,2017-10-25,17.9,2.23,10,3.3152,1
603696,安记食品,2015-12-09,17.9,1.79,11,2.6656,1
002408,齐翔腾达,2010-05-18,17.8,1.19,15,19.7143,2
300185,通裕重工,2011-03-08,17.8,1.27,14,44.4428,3
600463,空港股份,2004-03-18,17.8,0.85,16,5.8775,1
600636,*ST国化,1993-03-16,17.8,0.55,22,14.776,1
600965,福成股份,2004-07-13,17.8,0.85,19,0.0,0
600967,内蒙一机,2004-05-18,17.8,0.85,18,29.9497,3
603488,展鹏科技,2017-05-16,17.8,2.23,8,3.6024,1
000785,居然智家,1997-07-11,17.7,0.63,9,35.6857,1
002666,德联集团,2012-03-27,17.7,1.36,12,16.3106,3
600235,民丰特纸,2000-06-15,17.7,0.71,19,4.3445,1
603808,歌力思,2015-04-22,17.7,1.77,11,11.9914,2
688767,博拓生物,2021-09-08,17.7,4.43,5,8.2937,1
000948,南天信息,1999-10-14,17.6,0.68,26,12.2838,3
000960,锡业股份,2000-02-21,17.6,0.7,19,76.8828,3
002269,美邦服饰,2008-08-28,17.6,1.04,7,13.3533,1
002314,南山控股,2009-12-03,17.6,1.1,9,25.2031,2
002320,海峡股份,2009-12-16,17.6,1.1,16,13.2939,2
300286,安科瑞,2012-01-13,17.6,1.26,15,10.1552,2
300382,斯莱克,2014-01-29,17.6,1.47,11,13.8921,3
600267,海正药业,2000-07-25,17.6,0.71,23,46.0851,4
601208,东材科技,2011-05-20,17.6,1.26,14,22.8961,2
000428,华天酒店,1996-08-08,17.5,0.6,11,19.879,2
002887,绿茵生态,2017-08-01,17.5,2.19,7,7.6815,1
002949,华阳国际,2019-02-26,17.5,2.92,7,4.7105,1
300981,中红医疗,2021-04-27,17.5,4.38,5,18.9646,1
002011,盾安环境,2004-07-05,17.4,0.83,10,30.7603,4
002068,黑猫股份,2006-09-15,17.4,0.92,12,19.3126,4
002498,汉缆股份,2010-11-09,17.4,1.16,16,16.7441,1
600079,人福医药,1997-06-06,17.4,0.62,29,64.0066,6
601686,友发集团,2020-12-04,17.4,3.47,6,17.0,1
002216,三全食品,2008-02-20,17.3,1.02,17,9.7162,2
300195,长荣股份,2011-03-29,17.3,1.24,8,27.0069,3
300628,亿联网络,2017-03-17,17.3,2.16,11,15.8955,1
600488,津药药业,2001-06-18,17.3,0.72,23,5.2584,1
002124,天邦食品,2007-04-03,17.2,0.96,12,58.9486,5
002203,海亮股份,2008-01-16,17.2,0.96,18,33.8515,3
002273,水晶光电,2008-09-19,17.2,1.01,17,40.3063,5
600055,万东医疗,1997-05-19,17.2,0.61,26,29.1365,2
600470,六国化工,2004-03-05,17.2,0.82,11,12.737,2
603095,越剑智能,2020-04-15,17.2,3.43,7,7.8221,1
603180,金牌家居,2017-05-12,17.2,2.15,9,7.0489,2
002186,全聚德,2007-11-20,17.1,0.95,13,7.2629,2
002772,众兴菌业,2015-06-26,17.1,1.71,10,15.335,2
600305,恒顺醋业,2001-02-06,17.1,0.68,22,17.7143,2
603071,物产环能,2021-12-16,17.1,4.27,4,14.8823,1
605336,帅丰电器,2020-10-19,17.1,3.42,5,7.9125,1
000498,山东路桥,1997-06-09,17.0,0.61,10,9.8173,1
002815,崇达技术,2016-10-12,17.0,1.89,9,27.298,2
300112,万讯自控,2010-08-27,17.0,1.13,14,5.0676,3
300183,东软载波,2011-02-22,17.0,1.21,14,9.7193,1
300306,远方信息,2012-03-29,17.0,1.31,11,6.3219,1
600420,国药现代,2004-06-16,17.0,0.81,18,12.7711,2
603928,兴业股份,2016-12-12,17.0,1.89,9,4.2872,1
000636,风华高科,1996-11-29,16.9,0.58,23,63.2542,3
002385,大北农,2010-04-09,16.9,1.13,16,49.0458,3
002454,松芝股份,2010-07-20,16.9,1.12,14,10.2827,1
002609,捷顺科技,2011-08-15,16.9,1.21,15,13.7148,2
600335,国机汽车,2001-03-05,16.9,0.7,17,15.5418,3
600557,康缘药业,2002-09-18,16.9,0.73,20,6.3286,2
600716,凤凰股份,1996-07-02,16.9,0.58,13,14.7999,1
603458,勘设股份,2017-08-09,16.9,2.11,7,8.4243,1
603688,石英股份,2014-10-31,16.9,1.54,12,3.3085,1
002107,沃华医药,2007-01-24,16.8,0.88,10,4.4069,2
002223,鱼跃医疗,2008-04-18,16.8,0.99,17,30.0518,3
002745,木林森,2015-02-17,16.8,1.68,13,35.5701,3
300171,东富龙,2011-02-01,16.8,1.12,15,39.9884,2
600227,赤天化,2000-02-21,16.8,0.67,13,31.062,2
000687,华讯退,1997-02-21,16.7,0.67,5,5.716,1
002038,双鹭药业,2004-09-09,16.7,0.8,21,0.0,0
002082,万邦德,2006-11-20,16.7,0.88,14,4.1221,2
002410,广联达,2010-05-25,16.7,1.11,16,40.3107,2
002616,长青集团,2011-09-20,16.7,1.19,10,13.4829,3
002648,卫星化学,2011-12-28,16.7,1.19,12,78.4532,3
600602,云赛智联,1990-12-19,16.7,0.48,38,0.0,0
600703,三安光电,1996-05-28,16.7,0.58,17,253.0563,6
600992,贵绳股份,2004-05-14,16.7,0.8,20,4.4558,1
601138,工业富联,2018-06-08,16.7,2.38,7,267.164,1
000990,诚志股份,2000-07-06,16.6,0.66,22,132.2727,3
002225,濮耐股份,2008-04-25,16.6,0.98,17,10.0407,3
002455,百川股份,2010-08-03,16.6,1.11,14,8.2362,2
002457,青龙管业,2010-08-03,16.6,1.11,16,8.3965,1
002573,清新环境,2011-04-22,16.6,1.18,13,31.641,2
300390,天华新能,2014-07-31,16.6,1.51,10,36.9714,4
300616,尚品宅配,2017-03-07,16.6,2.07,8,17.6744,2
600941,中国移动,2022-01-05,16.6,4.16,7,513.739,1
601728,中国电信,2021-08-20,16.6,4.14,7,475.156,1
603566,普莱柯,2015-05-18,16.6,1.66,11,14.4571,2
603585,苏利股份,2016-12-14,16.6,1.85,8,6.1766,1
000532,华金资本,1994-01-03,16.5,0.52,20,0.0,0
000536,华映科技,1993-11-26,16.5,0.51,8,99.122,1
002144,宏达高科,2007-08-03,16.5,0.92,17,4.2353,2
002282,博深股份,2009-08-21,16.5,1.03,16,11.8971,3
002311,海大集团,2009-11-27,16.5,1.03,18,22.6943,2
300215,电科院,2011-05-11,16.5,1.18,13,13.011,2
600523,贵航股份,2001-12-27,16.5,0.69,19,3.1401,1
600872,中炬高新,1995-01-24,16.5,0.53,16,0.0,0
603367,辰欣药业,2017-09-29,16.5,2.07,9,11.1035,1
000949,新乡化纤,1999-10-21,16.4,0.63,17,36.8049,5
002832,比音勒芬,2016-12-23,16.4,1.83,9,6.2408,1
300509,新美星,2016-04-25,16.4,1.82,10,2.3099,1
300622,博士眼镜,2017-03-15,16.4,2.05,10,1.7054,1
600560,金自天正,2002-09-19,16.4,0.71,22,0.0,0
601002,晋亿实业,2007-01-26,16.4,0.87,10,18.3529,3
601016,节能风电,2014-09-29,16.4,1.49,11,86.5697,4
603358,华达科技,2017-01-25,16.4,1.83,11,14.3546,2
603677,奇精机械,2017-02-06,16.4,1.82,11,3.825,1
603700,宁水集团,2019-01-22,16.4,2.34,7,5.9668,1
000799,酒鬼酒,1997-07-18,16.3,0.58,14,4.2316,1
002522,浙江众成,2010-12-10,16.3,1.09,15,14.4376,3
002567,唐人神,2011-03-25,16.3,1.17,12,46.2378,6
300003,乐普医疗,2009-10-30,16.3,1.02,17,31.0277,3
600280,中央商场,2000-09-26,16.3,0.65,19,0.0,0
601007,金陵饭店,2007-04-06,16.3,0.9,14,4.4448,1
601512,中新集团,2019-12-20,16.3,2.72,6,13.62,1
603309,维力医疗,2015-03-02,16.3,1.63,10,7.3996,2
603686,福龙马,2015-01-26,16.3,1.48,11,11.6652,2
002357,富临运业,2010-02-10,16.2,1.01,14,2.8662,1
002758,浙农股份,2015-05-27,16.2,1.62,10,2.2098,1
002951,金时科技,2019-03-15,16.2,2.69,6,3.9031,1
600458,时代新材,2002-12-19,16.2,0.7,22,47.9686,4
603053,成都燃气,2019-12-17,16.2,2.69,6,9.0597,1
000969,安泰科技,2000-05-29,16.1,0.64,19,6.9601,2
002044,美年健康,2005-05-18,16.1,0.8,15,28.3246,3
300298,三诺生物,2012-03-19,16.1,1.24,14,10.6675,2
600218,全柴动力,1998-12-03,16.1,0.59,18,14.0598,2
601881,中国银河,2017-01-23,16.1,1.79,10,39.5421,1
603511,爱慕股份,2021-05-31,16.1,4.03,5,7.6125,1
000968,蓝焰控股,2000-06-22,16.0,0.64,20,12.9801,1
002843,泰嘉股份,2017-01-20,16.0,1.78,8,7.6175,2
300396,迪瑞医疗,2014-09-10,16.0,1.45,11,4.1939,1
600589,大位科技,2001-06-12,16.0,0.66,18,6.6109,2
600882,妙可蓝多,1995-12-06,16.0,0.53,7,29.8116,1
603016,新宏泰,2016-07-01,16.0,1.78,9,2.8994,1
603058,永吉股份,2016-12-23,16.0,1.78,10,1.71,1
603833,欧派家居,2017-03-28,16.0,2.01,8,19.9132,1
000050,深天马A,1995-03-15,15.9,0.53,21,124.9944,4
001206,依依股份,2021-05-18,15.9,3.97,8,9.7455,1
002040,南京港,2005-03-25,15.9,0.8,21,3.208,1
002132,恒星科技,2007-04-27,15.9,0.88,14,26.8474,5
002208,合肥城建,2008-01-28,15.9,0.88,17,13.78,2
002519,银河电子,2010-12-07,15.9,1.06,9,21.8594,3
301109,军信股份,2022-04-13,15.9,5.29,4,30.0957,2
600821,金开新能,1994-01-28,15.9,0.5,7,44.4393,3
601179,中国西电,2010-01-28,15.9,0.99,15,133.1126,2
601319,中国人保,2018-11-16,15.9,2.28,10,58.4785,1
601777,千里科技,2010-11-25,15.9,1.06,7,44.5721,2
000839,国安股份,1997-10-31,15.8,0.57,19,14.132,1
002713,*ST东易,2014-02-19,15.8,1.43,6,6.8436,2
300224,正海磁材,2011-05-31,15.8,1.13,12,16.5442,3
600101,明星电力,1997-06-27,15.8,0.57,22,0.0,0
600161,天坛生物,1998-06-16,15.8,0.59,23,33.3057,1
603669,灵康药业,2015-05-28,15.8,1.58,8,7.0295,1
000758,中色股份,1997-04-16,15.7,0.56,22,17.6008,1
000819,岳阳兴长,1997-06-25,15.7,0.56,21,9.621,1
002002,ST鸿达,2004-06-25,15.7,0.78,10,29.6618,3
002258,利尔化学,2008-07-08,15.7,0.93,12,11.0069,2
002333,罗普斯金,2010-01-12,15.7,0.98,11,14.2677,3
002649,博彦科技,2012-01-06,15.7,1.12,14,8.908,2
002900,哈三联,2017-09-22,15.7,1.97,8,9.0012,1
300684,中石科技,2017-12-27,15.7,1.96,8,12.5683,3
600496,精工钢构,2002-06-05,15.7,0.68,20,34.256,5
600702,舍得酒业,1996-05-24,15.7,0.54,22,0.0,0
600917,重庆燃气,2014-09-30,15.7,1.42,12,4.6909,1
603123,翠微股份,2012-05-03,15.7,1.21,11,14.5494,3
603610,麒盛科技,2019-10-29,15.7,2.62,5,15.9618,1
603811,诚意药业,2017-03-15,15.7,1.96,9,2.802,1
605599,菜百股份,2021-09-09,15.7,3.91,4,7.231,1
000780,ST平能,1997-06-06,15.6,0.65,10,0.0,0
000970,中科三环,2000-04-20,15.6,0.62,25,12.4904,2
300088,长信科技,2010-05-26,15.6,1.04,15,18.939,2
300109,新开源,2010-08-25,15.6,1.04,15,4.2237,2
300532,今天国际,2016-08-18,15.6,1.74,12,3.0837,1
600640,国脉文化,1993-04-07,15.6,0.49,21,0.0,0
600746,江苏索普,1996-09-18,15.6,0.54,8,12.6276,2
601921,浙版传媒,2021-07-23,15.6,3.89,4,22.065,1
603998,方盛制药,2014-12-05,15.6,1.42,16,3.6969,1
003816,中国广核,2019-08-26,15.5,2.58,6,123.898,1
301042,安联锐视,2021-08-05,15.5,3.87,5,6.4979,1
600359,新农开发,1999-04-29,15.5,0.6,8,5.5856,1
600513,联环药业,2003-03-19,15.5,0.71,21,3.0343,1
002109,兴化股份,2007-01-26,15.4,0.81,10,12.8972,2
002139,拓邦股份,2007-06-29,15.4,0.85,17,21.077,4
002520,日发精机,2010-12-10,15.4,1.03,9,21.6531,3
002588,史丹利,2011-06-10,15.4,1.1,14,10.8728,1
300035,中科电气,2009-12-25,15.4,0.96,15,32.1684,3
301003,江苏博云,2021-06-01,15.4,3.86,7,7.2084,1
600073,光明肉业,1997-07-04,15.4,0.55,14,24.7051,2
601949,中国出版,2017-08-21,15.4,1.93,8,14.7095,2
603288,海天味业,2014-02-11,15.4,1.28,12,18.3792,1
000533,顺钠股份,1994-01-03,15.3,0.48,9,0.0,0
000797,中国武夷,1997-07-15,15.3,0.55,17,10.7456,1
002283,天润工业,2009-08-21,15.3,0.96,16,18.4922,2
002641,公元股份,2011-12-08,15.3,1.09,14,8.5868,1
002673,西部证券,2012-05-03,15.3,1.18,16,187.7032,4
002683,广东宏大,2012-06-12,15.3,1.18,14,30.5041,3
002978,安宁股份,2020-04-17,15.3,3.05,10,27.361,2
300033,同花顺,2009-12-25,15.3,0.96,16,8.4255,1
600061,国投资本,1997-05-19,15.3,0.55,14,139.4336,2
600185,珠免集团,1999-06-11,15.3,0.59,7,29.3941,1
600333,长春燃气,2000-12-11,15.3,0.61,13,9.7853,2
600562,国睿科技,2003-01-28,15.3,0.67,18,10.5027,2
603369,今世缘,2014-07-03,15.3,1.39,11,8.1774,1
603929,亚翔集成,2016-12-30,15.3,1.71,9,2.0697,1
603988,中电电机,2014-11-04,15.3,1.39,13,2.6722,1
000998,隆平高科,2000-12-11,15.2,0.61,22,42.4095,2
002171,楚江新材,2007-09-21,15.2,0.84,15,26.9374,5
002382,蓝帆医疗,2010-04-02,15.2,1.01,12,24.3921,2
002467,二六三,2010-09-08,15.2,1.01,11,15.1474,2
002637,赞宇科技,2011-11-25,15.2,1.09,14,18.3505,3
002980,华盛昌,2020-04-15,15.2,3.04,6,4.5427,1
003016,欣贺股份,2020-10-26,15.2,3.05,4,8.6887,1
600416,湘电股份,2002-07-18,15.2,0.66,14,94.1979,6
600545,卓郎智能,2003-12-03,15.2,0.69,14,7.0317,2
603966,法兰泰克,2017-01-25,15.2,1.69,9,2.5376,1
002092,中泰化学,2006-12-08,15.1,0.79,17,133.2805,6
002366,融发核电,2010-03-12,15.1,1.01,9,7.313,2
002398,垒知集团,2010-05-06,15.1,1.01,15,8.9449,2
002568,百润股份,2011-03-25,15.1,1.08,12,22.174,3
300481,濮阳惠成,2015-06-30,15.1,1.51,11,11.2854,3
600459,贵研铂业,2003-05-16,15.1,0.69,20,37.8888,4
600522,中天科技,2002-10-24,15.1,0.66,17,91.0649,5
600131,国网信通,1998-04-02,15.0,0.56,18,14.435,1
600586,金晶科技,2002-08-15,15.0,0.65,13,28.328,2
600789,鲁抗医药,1997-02-26,15.0,0.54,18,8.7465,1
603118,共进股份,2015-02-25,15.0,1.5,10,24.1049,2
603809,豪能股份,2017-11-28,15.0,1.87,8,5.5446,1
000562,宏源证券,1994-02-02,14.9,0.71,11,67.7493,1
000923,河钢资源,1999-07-14,14.9,0.57,11,25.3462,1
002831,裕同科技,2016-12-16,14.9,1.66,11,13.892,1
300233,金城医药,2011-06-22,14.9,1.06,16,8.1737,2
300660,江苏雷利,2017-06-02,14.9,1.86,9,11.9941,1
300718,长盛轴承,2017-11-06,14.9,1.86,10,4.211,1
600100,同方股份,1997-06-27,14.9,0.53,20,114.4759,5
600353,旭光电子,2002-11-20,14.9,0.65,15,8.3387,2
600393,ST粤泰,2001-03-19,14.9,0.68,11,14.2191,1
601677,明泰铝业,2011-09-19,14.9,1.06,15,41.9177,4
603899,晨光股份,2015-01-27,14.9,1.36,11,7.3786,1
000045,深纺织A,1994-08-15,14.8,0.48,19,17.9052,2
000616,*ST海投,1996-11-08,14.8,0.55,17,11.6114,1
000782,恒申新材,1997-06-19,14.8,0.53,21,10.259,2
002493,荣盛石化,2010-11-02,14.8,0.99,15,207.8452,4
002923,润都股份,2018-01-05,14.8,1.85,8,3.4561,1
300105,龙源技术,2010-08-20,14.8,0.99,10,11.0862,1
300129,泰胜风能,2010-10-19,14.8,0.99,14,21.3265,3
600677,*ST航通,1993-09-28,14.8,0.55,14,11.2803,2
601918,新集能源,2007-12-19,14.8,0.82,12,20.2113,1
000166,申万宏源,2015-01-26,14.7,1.33,11,119.729,1
002140,东华科技,2007-07-12,14.7,0.82,17,12.1184,2
002585,双星新材,2011-06-02,14.7,1.05,14,60.4212,3
600933,爱柯迪,2017-11-17,14.7,1.84,8,25.7959,2
002593,日上集团,2011-06-28,14.6,1.04,13,14.768,3
300124,汇川技术,2010-09-28,14.6,0.97,15,42.6947,3
300218,安利股份,2011-05-18,14.6,1.04,13,4.4059,1
600207,安彩高科,1999-07-14,14.6,0.56,6,32.3863,3
600277,ST亿利,2000-07-25,14.6,0.61,14,73.7846,2
600410,华胜天成,2004-04-27,14.6,0.7,18,32.5143,3
600975,新五丰,2004-06-09,14.6,0.69,11,30.7193,3
605028,世茂能源,2021-07-12,14.6,3.64,7,5.0245,1
000652,泰达股份,1996-11-28,14.5,0.5,22,0.0,0
000981,山子高科,2000-06-22,14.5,0.58,8,3.5669,1
002302,西部建设,2009-11-03,14.5,0.91,15,28.3932,3
300130,新国都,2010-10-19,14.5,0.97,15,10.9096,2
603040,新坐标,2017-02-09,14.5,1.61,12,2.105,1
603306,华懋科技,2014-09-26,14.5,1.32,11,11.0268,2
