成交时间,股票代码,股票简称,成交价格,成交量,成交额,大单性质,涨跌幅,涨跌额
2025-08-12 15:00:00,300789,唐源电气,33.49,45900,153.72,买盘,1.18%,0.39
2025-08-12 15:00:00,300629,新劲刚,23.07,21800,50.29,买盘,-3.31%,-0.76
2025-08-12 15:00:00,300629,新劲刚,23.07,67400,155.49,买盘,-3.31%,-0.76
2025-08-12 15:00:00,300618,寒锐钴业,37.21,14600,54.33,买盘,-1.59%,-0.59
2025-08-12 15:00:00,300618,寒锐钴业,37.21,15600,58.05,买盘,-1.59%,-0.59
2025-08-12 15:00:00,300033,同花顺,318.05,3400,108.14,卖盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,2700,85.87,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,1600,50.89,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,3800,120.86,卖盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,1900,60.43,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,1600,50.89,卖盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,1700,54.07,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,21100,671.09,卖盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,1600,50.89,卖盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,2800,89.05,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,1900,60.43,卖盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,8600,273.52,卖盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,12800,407.1,卖盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,2300,73.15,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,11000,349.86,卖盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,3700,117.68,卖盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,3200,101.78,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,3100,98.6,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,20800,661.54,卖盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,1600,50.89,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,1600,50.89,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,1600,50.89,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,1600,50.89,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,1600,50.89,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,1600,50.89,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,1600,50.89,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,4600,146.3,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,4500,143.12,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,8300,263.98,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,8300,263.98,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,8300,263.98,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,8300,263.98,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,6200,197.19,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,4700,149.48,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,3100,98.6,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,8300,263.98,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,3000,95.42,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,1900,60.43,买盘,3.39%,10.79
2025-08-12 15:00:00,300033,同花顺,318.05,1600,50.89,买盘,3.39%,10.79
2025-08-12 15:00:00,300031,宝通科技,26.56,51100,135.72,买盘,-3.17%,-0.84
2025-08-12 15:00:00,300031,宝通科技,26.56,28600,75.96,买盘,-3.17%,-0.84
2025-08-12 15:00:00,300031,宝通科技,26.56,24800,65.87,买盘,-3.17%,-0.84
2025-08-12 15:00:00,300031,宝通科技,26.56,28900,76.76,买盘,-3.17%,-0.84
2025-08-12 15:00:00,300031,宝通科技,26.56,19800,52.59,买盘,-3.17%,-0.84
2025-08-12 15:00:00,300031,宝通科技,26.56,31300,83.13,买盘,-3.17%,-0.84
2025-08-12 15:00:00,300027,华谊兄弟,2.68,194400,52.1,买盘,-1.47%,-0.04
2025-08-12 15:00:00,300613,富瀚微,53.63,9400,50.41,买盘,4.38%,2.35
2025-08-12 15:00:00,300750,宁德时代,263.25,72700,1913.83,卖盘,-0.16%,-0.41
2025-08-12 15:00:00,300750,宁德时代,263.25,2300,60.55,买盘,-0.16%,-0.41
2025-08-12 15:00:00,300596,利安隆,33.06,25700,84.96,买盘,1.72%,0.57
2025-08-12 15:00:00,300750,宁德时代,263.25,5800,152.68,买盘,-0.16%,-0.41
2025-08-12 15:00:00,300750,宁德时代,263.25,2000,52.65,买盘,-0.16%,-0.41
2025-08-12 15:00:00,300750,宁德时代,263.25,7700,202.7,卖盘,-0.16%,-0.41
2025-08-12 15:00:00,300750,宁德时代,263.25,10200,268.52,卖盘,-0.16%,-0.41
2025-08-12 15:00:00,300750,宁德时代,263.25,2300,60.55,卖盘,-0.16%,-0.41
2025-08-12 15:00:00,300750,宁德时代,263.25,2973,78.26,卖盘,-0.16%,-0.41
2025-08-12 15:00:00,300750,宁德时代,263.25,9300,244.82,买盘,-0.16%,-0.41
2025-08-12 15:00:00,300750,宁德时代,263.25,2500,65.81,买盘,-0.16%,-0.41
2025-08-12 15:00:00,300750,宁德时代,263.25,14000,368.55,买盘,-0.16%,-0.41
2025-08-12 15:00:00,300587,天铁科技,7.8,104900,81.82,买盘,1.56%,0.12
2025-08-12 15:00:00,300587,天铁科技,7.8,75000,58.5,卖盘,1.56%,0.12
2025-08-12 15:00:00,300586,美联新材,13.11,48500,63.58,买盘,-2.75%,-0.36
2025-08-12 15:00:00,300750,宁德时代,263.25,5400,142.16,卖盘,-0.16%,-0.41
2025-08-12 15:00:00,300750,宁德时代,263.25,3200,84.24,卖盘,-0.16%,-0.41
2025-08-12 15:00:00,300750,宁德时代,263.25,2700,71.08,卖盘,-0.16%,-0.41
2025-08-12 15:00:00,300750,宁德时代,263.25,2200,57.92,买盘,-0.16%,-0.41
2025-08-12 15:00:00,300750,宁德时代,263.25,2700,71.08,卖盘,-0.16%,-0.41
2025-08-12 15:00:00,300748,金力永磁,27.3,32800,89.54,卖盘,-3.05%,-0.83
2025-08-12 15:00:00,300748,金力永磁,27.3,22000,60.06,卖盘,-3.05%,-0.83
2025-08-12 15:00:00,300581,晨曦航空,22.76,26800,61.0,卖盘,-2.73%,-0.62
2025-08-12 15:00:00,300581,晨曦航空,22.76,34000,77.38,卖盘,-2.73%,-0.62
2025-08-12 15:00:00,300558,贝达药业,65.7,7800,51.25,卖盘,-2.80%,-1.84
2025-08-12 15:00:00,300558,贝达药业,65.7,11800,77.53,卖盘,-2.80%,-1.84
2025-08-12 15:00:00,300722,新余国科,38.58,13200,50.93,买盘,-3.02%,-1.16
2025-08-12 15:00:00,300556,丝路视觉,21.75,47000,102.22,买盘,-0.50%,-0.11
2025-08-12 15:00:00,300537,广信材料,27.65,105200,290.88,买盘,4.54%,1.25
2025-08-12 15:00:00,300537,广信材料,27.65,24800,68.57,卖盘,4.54%,1.25
2025-08-12 15:00:00,300537,广信材料,27.65,29700,82.12,卖盘,4.54%,1.25
2025-08-12 15:00:00,300713,英可瑞,19.41,54800,106.37,买盘,-0.72%,-0.14
2025-08-12 15:00:00,300713,英可瑞,19.41,32700,63.47,买盘,-0.72%,-0.14
2025-08-12 15:00:00,3001,中岩大地,29.0,46000,133.4,买盘,-1.50%,-0.43
2025-08-12 15:00:00,300712,永福股份,26.21,22500,58.97,买盘,-1.69%,-0.44
2025-08-12 15:00:00,300703,创源股份,33.25,32900,109.39,卖盘,3.65%,1.21
2025-08-12 15:00:00,300703,创源股份,33.25,25600,85.12,卖盘,3.65%,1.21
2025-08-12 15:00:00,300531,优博讯,19.39,41971,81.38,卖盘,1.09%,0.21
2025-08-12 15:00:00,300531,优博讯,19.39,33100,64.18,卖盘,1.09%,0.21
2025-08-12 15:00:00,300531,优博讯,19.39,28529,55.32,卖盘,1.09%,0.21
2025-08-12 15:00:00,300531,优博讯,19.39,138400,268.36,买盘,1.09%,0.21
2025-08-12 15:00:00,300703,创源股份,33.25,64800,215.46,买盘,3.65%,1.21
2025-08-12 15:00:00,300703,创源股份,33.25,17100,56.86,卖盘,3.65%,1.21
2025-08-12 15:00:00,300703,创源股份,33.25,16700,55.53,买盘,3.65%,1.21
2025-08-12 15:00:00,300699,光威复材,31.23,16500,51.53,卖盘,-1.64%,-0.51
2025-08-12 15:00:00,2935,天奥电子,16.47,62600,103.1,买盘,-1.32%,-0.22
2025-08-12 15:00:00,2922,伊戈尔,17.88,56800,101.56,卖盘,0.56%,0.1
2025-08-12 15:00:00,2915,中欣氟材,28.36,36600,103.8,买盘,-1.63%,-0.46
2025-08-12 15:00:00,300516,久之洋,41.96,25900,108.68,卖盘,-1.41%,-0.59
2025-08-12 15:00:00,300516,久之洋,41.96,14500,60.84,卖盘,-1.41%,-0.59
2025-08-12 15:00:00,300498,温氏股份,17.51,71100,124.5,卖盘,-0.68%,-0.12
2025-08-12 15:00:00,300687,赛意信息,31.13,36200,112.69,卖盘,-1.71%,-0.53
2025-08-12 15:00:00,300687,赛意信息,31.13,25800,80.32,买盘,-1.71%,-0.53
2025-08-12 15:00:00,300687,赛意信息,31.13,68600,213.55,买盘,-1.71%,-0.53
2025-08-12 15:00:00,2915,中欣氟材,28.36,40000,113.44,卖盘,-1.63%,-0.46
2025-08-12 15:00:00,2915,中欣氟材,28.36,35800,101.53,卖盘,-1.63%,-0.46
2025-08-12 15:00:00,2915,中欣氟材,28.36,46500,131.87,卖盘,-1.63%,-0.46
2025-08-12 15:00:00,2915,中欣氟材,28.36,50000,141.8,买盘,-1.63%,-0.46
2025-08-12 15:00:00,300680,隆盛科技,41.45,13000,53.88,买盘,-3.36%,-1.39
2025-08-12 15:00:00,300680,隆盛科技,41.45,15500,64.25,买盘,-3.36%,-1.39
2025-08-12 15:00:00,300680,隆盛科技,41.45,12300,50.98,买盘,-3.36%,-1.39
2025-08-12 15:00:00,300478,杭州高新,16.65,35400,58.94,买盘,-5.13%,-0.85
2025-08-12 15:00:00,300680,隆盛科技,41.45,21500,89.12,买盘,-3.36%,-1.39
2025-08-12 15:00:00,300678,中科信息,37.96,28200,107.05,买盘,-0.37%,-0.14
2025-08-12 15:00:00,300678,中科信息,37.96,21100,80.1,买盘,-0.37%,-0.14
2025-08-12 15:00:00,300478,杭州高新,16.65,31000,51.62,买盘,-5.13%,-0.85
2025-08-12 15:00:00,300478,杭州高新,16.65,42500,70.76,买盘,-5.13%,-0.85
2025-08-12 15:00:00,300476,胜宏科技,216.88,3800,82.41,买盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,4320,93.69,买盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,23400,507.5,卖盘,7.13%,15.46
2025-08-12 15:00:00,2908,德生科技,11.97,131740,157.69,卖盘,-9.93%,-1.19
2025-08-12 15:00:00,2908,德生科技,11.97,130940,156.74,卖盘,-9.93%,-1.19
2025-08-12 15:00:00,2908,德生科技,11.97,89600,107.25,买盘,-9.93%,-1.19
2025-08-12 15:00:00,300476,胜宏科技,216.88,3120,67.67,买盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,10820,234.66,买盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,20280,439.83,买盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,2500,54.22,买盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,10000,216.88,买盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,2500,54.22,买盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,5000,108.44,买盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,6000,130.13,买盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,3900,84.58,买盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,3200,69.4,买盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,2800,60.73,买盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,2700,58.56,买盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,3400,73.74,买盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,3400,73.74,买盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,15000,325.32,买盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,4700,101.93,买盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,6600,143.14,卖盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,4400,95.43,卖盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,30500,661.48,买盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,12500,271.1,卖盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,12500,271.1,卖盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,5700,123.62,卖盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,8500,184.35,卖盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,6100,132.3,卖盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,2400,52.05,卖盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,6800,147.48,卖盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,12500,271.1,卖盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,12500,271.1,卖盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,12500,271.1,卖盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,12500,271.1,卖盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,12500,271.1,卖盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,8000,173.5,卖盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,6100,132.3,卖盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,5500,119.28,卖盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,13700,297.13,卖盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,15000,325.32,买盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,14300,310.14,卖盘,7.13%,15.46
2025-08-12 15:00:00,300476,胜宏科技,216.88,14300,310.14,卖盘,7.13%,15.46
2025-08-12 15:00:00,300678,中科信息,37.96,24000,91.1,买盘,-0.37%,-0.14
2025-08-12 15:00:00,2908,德生科技,11.97,92040,110.17,卖盘,-9.93%,-1.19
2025-08-12 15:00:00,2878,元隆雅图,18.42,97300,179.23,买盘,-2.23%,-0.41
2025-08-12 15:00:00,300671,富满微,42.78,12800,54.76,卖盘,9.11%,3.9
2025-08-12 15:00:00,300671,富满微,42.78,11740,50.22,买盘,9.11%,3.9
2025-08-12 15:00:00,300671,富满微,42.78,29200,124.92,卖盘,9.11%,3.9
2025-08-12 15:00:00,300671,富满微,42.78,25900,110.8,买盘,9.11%,3.9
2025-08-12 15:00:00,300671,富满微,42.78,24960,106.78,买盘,9.11%,3.9
2025-08-12 15:00:00,300475,香农芯创,37.0,81000,299.7,买盘,3.96%,1.47
2025-08-12 15:00:00,2851,麦格米特,66.78,26200,174.96,卖盘,-1.26%,-0.84
2025-08-12 15:00:00,2851,麦格米特,66.78,40600,271.13,卖盘,-1.26%,-0.84
2025-08-12 15:00:00,2851,麦格米特,66.78,28700,191.66,卖盘,-1.26%,-0.84
2025-08-12 15:00:00,2851,麦格米特,66.78,22700,151.59,买盘,-1.26%,-0.84
2025-08-12 15:00:00,2851,麦格米特,66.78,30000,200.34,买盘,-1.26%,-0.84
2025-08-12 15:00:00,2851,麦格米特,66.78,18400,122.88,买盘,-1.26%,-0.84
2025-08-12 15:00:00,300475,香农芯创,37.0,81000,299.7,买盘,3.96%,1.47
2025-08-12 15:00:00,300475,香农芯创,37.0,30000,111.0,买盘,3.96%,1.47
2025-08-12 15:00:00,300475,香农芯创,37.0,43500,160.95,买盘,3.96%,1.47
2025-08-12 15:00:00,300475,香农芯创,37.0,31700,117.29,买盘,3.96%,1.47
2025-08-12 15:00:00,300475,香农芯创,37.0,20500,75.85,买盘,3.96%,1.47
2025-08-12 15:00:00,2826,易明医药,23.0,44700,102.81,卖盘,0.83%,0.19
2025-08-12 15:00:00,300667,必创科技,16.89,132800,224.3,买盘,1.14%,0.19
2025-08-12 15:00:00,300475,香农芯创,37.0,15800,58.46,卖盘,3.96%,1.47
2025-08-12 15:00:00,300475,香农芯创,37.0,68100,251.97,卖盘,3.96%,1.47
2025-08-12 15:00:00,2821,凯莱英,101.21,10300,104.25,买盘,1.39%,1.41
2025-08-12 15:00:00,300644,南京聚隆,37.97,28700,108.97,买盘,-3.65%,-1.39
2025-08-12 15:00:00,2792,通宇通讯,17.73,59900,106.2,卖盘,-2.80%,-0.5
2025-08-12 15:00:00,300644,南京聚隆,37.97,32200,122.26,买盘,-3.65%,-1.39
2025-08-12 15:00:00,300644,南京聚隆,37.97,13300,50.5,买盘,-3.65%,-1.39
2025-08-12 15:00:00,300643,万通智控,25.72,121100,311.47,买盘,0.43%,0.11
2025-08-12 15:00:00,300632,光莆股份,14.18,36500,51.76,买盘,-1.66%,-0.24
2025-08-12 15:00:00,300455,航天智装,18.9,28800,54.43,买盘,-6.94%,-1.31
2025-08-12 15:00:00,300455,航天智装,18.9,161500,305.24,卖盘,-6.94%,-1.31
2025-08-12 15:00:00,300455,航天智装,18.9,37900,71.63,卖盘,-6.94%,-1.31
2025-08-12 15:00:00,300455,航天智装,18.9,82400,155.74,卖盘,-6.94%,-1.31
2025-08-12 15:00:00,300631,久吾高科,31.96,22600,72.23,卖盘,-4.71%,-1.51
2025-08-12 15:00:00,300631,久吾高科,31.96,24800,79.26,卖盘,-4.71%,-1.51
2025-08-12 15:00:00,300455,航天智装,18.9,43180,81.61,卖盘,-6.94%,-1.31
2025-08-12 15:00:00,300455,航天智装,18.9,80620,152.37,卖盘,-6.94%,-1.31
2025-08-12 15:00:00,300455,航天智装,18.9,83400,157.63,卖盘,-6.94%,-1.31
2025-08-12 15:00:00,300455,航天智装,18.9,44580,84.26,卖盘,-6.94%,-1.31
2025-08-12 15:00:00,300455,航天智装,18.9,72300,136.65,卖盘,-6.94%,-1.31
2025-08-12 15:00:00,300455,航天智装,18.9,61000,115.29,卖盘,-6.94%,-1.31
2025-08-12 15:00:00,300455,航天智装,18.9,62800,118.69,卖盘,-6.94%,-1.31
2025-08-12 15:00:00,300455,航天智装,18.9,58700,110.94,卖盘,-6.94%,-1.31
2025-08-12 15:00:00,300455,航天智装,18.9,52800,99.79,买盘,-6.94%,-1.31
2025-08-12 15:00:00,300455,航天智装,18.9,33880,64.03,卖盘,-6.94%,-1.31
2025-08-12 15:00:00,300455,航天智装,18.9,78100,147.61,卖盘,-6.94%,-1.31
2025-08-12 15:00:00,300455,航天智装,18.9,133300,251.94,卖盘,-6.94%,-1.31
2025-08-12 15:00:00,300455,航天智装,18.9,29900,56.51,卖盘,-6.94%,-1.31
2025-08-12 15:00:00,300455,航天智装,18.9,108500,205.06,买盘,-6.94%,-1.31
2025-08-12 15:00:00,300455,航天智装,18.9,40300,76.17,卖盘,-6.94%,-1.31
2025-08-12 15:00:00,300455,航天智装,18.9,49500,93.56,买盘,-6.94%,-1.31
2025-08-12 15:00:00,2709,天赐材料,19.82,86100,170.65,买盘,-1.64%,-0.32
2025-08-12 15:00:00,2698,博实股份,16.9,90500,152.94,卖盘,0.42%,0.07
2025-08-12 15:00:00,300455,航天智装,18.9,32200,60.86,买盘,-6.94%,-1.31
2025-08-12 15:00:00,300452,山河药辅,14.26,96800,138.04,卖盘,-1.59%,-0.23
2025-08-12 15:00:00,300452,山河药辅,14.26,56100,80.0,卖盘,-1.59%,-0.23
2025-08-12 15:00:00,300449,汉邦高科,8.05,86900,69.95,买盘,0.00%,0.0
2025-08-12 15:00:00,300573,兴齐眼药,62.29,10000,62.29,买盘,-0.26%,-0.16
2025-08-12 15:00:00,300442,润泽科技,50.88,18000,91.58,买盘,1.78%,0.91
2025-08-12 15:00:00,300442,润泽科技,50.88,15100,76.83,买盘,1.78%,0.91
2025-08-12 15:00:00,300442,润泽科技,50.88,13800,70.21,卖盘,1.78%,0.91
2025-08-12 15:00:00,300442,润泽科技,50.88,12100,61.56,买盘,1.78%,0.91
2025-08-12 15:00:00,300568,星源材质,12.07,42500,51.3,买盘,-0.17%,-0.02
2025-08-12 15:00:00,300568,星源材质,12.07,81800,98.73,买盘,-0.17%,-0.02
2025-08-12 15:00:00,2547,春兴精工,4.5,271200,122.04,卖盘,-1.96%,-0.09
2025-08-12 15:00:00,2545,东方铁塔,10.1,101300,102.31,买盘,1.61%,0.16
2025-08-12 15:00:00,300568,星源材质,12.07,89500,108.03,买盘,-0.17%,-0.02
2025-08-12 15:00:00,300568,星源材质,12.07,300000,362.1,买盘,-0.17%,-0.02
2025-08-12 15:00:00,300568,星源材质,12.07,50700,61.19,买盘,-0.17%,-0.02
2025-08-12 15:00:00,2530,金财互联,10.13,102300,103.63,卖盘,-0.39%,-0.04
2025-08-12 15:00:00,2520,日发精机,6.95,166300,115.58,卖盘,1.02%,0.07
2025-08-12 15:00:00,300567,精测电子,60.15,11400,68.57,买盘,0.08%,0.05
2025-08-12 15:00:00,300567,精测电子,60.15,10800,64.96,买盘,0.08%,0.05
2025-08-12 15:00:00,300547,川环科技,39.94,29540,117.98,买盘,0.23%,0.09
2025-08-12 15:00:00,300547,川环科技,39.94,30000,119.82,卖盘,0.23%,0.09
2025-08-12 15:00:00,2495,佳隆股份,2.76,348100,96.08,买盘,0.00%,0.0
2025-08-12 15:00:00,300547,川环科技,39.94,15840,63.26,买盘,0.23%,0.09
2025-08-12 15:00:00,300547,川环科技,39.94,32760,130.84,买盘,0.23%,0.09
2025-08-12 15:00:00,300547,川环科技,39.94,19140,76.45,买盘,0.23%,0.09
2025-08-12 15:00:00,300400,劲拓股份,23.71,37300,88.44,买盘,-4.93%,-1.17
2025-08-12 15:00:00,300400,劲拓股份,23.71,30600,72.55,买盘,-4.93%,-1.17
2025-08-12 15:00:00,300400,劲拓股份,23.71,29500,69.94,买盘,-4.93%,-1.17
2025-08-12 15:00:00,300400,劲拓股份,23.71,21100,50.03,买盘,-4.93%,-1.17
2025-08-12 15:00:00,2453,华软科技,6.24,364100,227.2,买盘,0.97%,0.06
2025-08-12 15:00:00,300541,先进数通,16.05,77000,123.58,卖盘,0.31%,0.05
2025-08-12 15:00:00,300541,先进数通,16.05,300000,481.5,卖盘,0.31%,0.05
2025-08-12 15:00:00,2444,巨星科技,33.68,35300,118.89,卖盘,4.01%,1.35
2025-08-12 15:00:00,2431,棕榈股份,2.36,411100,97.02,买盘,-0.42%,-0.01
2025-08-12 15:00:00,2431,棕榈股份,2.36,500000,118.0,买盘,-0.42%,-0.01
2025-08-12 15:00:00,300541,先进数通,16.05,71600,114.92,卖盘,0.31%,0.05
2025-08-12 15:00:00,2426,胜利精密,3.17,500000,158.5,买盘,-0.63%,-0.02
2025-08-12 15:00:00,300541,先进数通,16.05,33200,53.29,买盘,0.31%,0.05
2025-08-12 15:00:00,2426,胜利精密,3.17,500000,158.5,买盘,-0.63%,-0.02
2025-08-12 15:00:00,300397,天和防务,14.62,50000,73.1,买盘,-0.81%,-0.12
2025-08-12 15:00:00,2426,胜利精密,3.17,500000,158.5,买盘,-0.63%,-0.02
2025-08-12 15:00:00,2426,胜利精密,3.17,500000,158.5,买盘,-0.63%,-0.02
2025-08-12 15:00:00,2426,胜利精密,3.17,276700,87.71,买盘,-0.63%,-0.02
2025-08-12 15:00:00,300397,天和防务,14.62,34500,50.44,卖盘,-0.81%,-0.12
2025-08-12 15:00:00,2388,ST新亚,4.6,220200,101.29,买盘,1.10%,0.05
2025-08-12 15:00:00,300539,横河精密,27.2,21300,57.94,买盘,-2.02%,-0.55
2025-08-12 15:00:00,2384,东山精密,56.63,62700,355.07,卖盘,1.78%,1.01
2025-08-12 15:00:00,2384,东山精密,56.63,33500,189.71,卖盘,1.78%,1.01
2025-08-12 15:00:00,2384,东山精密,56.63,43818,248.14,卖盘,1.78%,1.01
2025-08-12 15:00:00,300539,横河精密,27.2,27400,74.53,买盘,-2.02%,-0.55
2025-08-12 15:00:00,300539,横河精密,27.2,20900,56.85,买盘,-2.02%,-0.55
2025-08-12 15:00:00,300397,天和防务,14.62,34400,50.29,买盘,-0.81%,-0.12
2025-08-12 15:00:00,300530,领湃科技,34.32,22700,77.91,买盘,-1.52%,-0.52
2025-08-12 15:00:00,300529,健帆生物,23.93,30000,71.79,卖盘,0.89%,0.21
2025-08-12 15:00:00,300393,中来股份,6.12,105500,64.57,买盘,-1.77%,-0.11
2025-08-12 15:00:00,300377,赢时胜,24.89,25900,64.47,卖盘,1.22%,0.3
2025-08-12 15:00:00,300377,赢时胜,24.89,59000,146.85,卖盘,1.22%,0.3
2025-08-12 15:00:00,300377,赢时胜,24.89,21600,53.76,卖盘,1.22%,0.3
2025-08-12 15:00:00,300518,新迅达,13.49,44700,60.3,买盘,-4.66%,-0.63
2025-08-12 15:00:00,300377,赢时胜,24.89,73000,181.7,买盘,1.22%,0.3
2025-08-12 15:00:00,300510,金冠股份,5.79,105500,61.08,买盘,-2.85%,-0.17
2025-08-12 15:00:00,300373,扬杰科技,57.52,10000,57.52,卖盘,-0.28%,-0.16
2025-08-12 15:00:00,300373,扬杰科技,57.52,10000,57.52,卖盘,-0.28%,-0.16
2025-08-12 15:00:00,300505,川金诺,21.73,23700,51.5,买盘,-1.36%,-0.3
2025-08-12 15:00:00,300505,川金诺,21.73,72100,156.67,买盘,-1.36%,-0.3
2025-08-12 15:00:00,300505,川金诺,21.73,40900,88.88,买盘,-1.36%,-0.3
2025-08-12 15:00:00,300368,汇金股份,17.63,78800,138.92,卖盘,7.24%,1.28
2025-08-12 15:00:00,300368,汇金股份,17.63,66600,117.42,卖盘,7.24%,1.28
2025-08-12 15:00:00,300368,汇金股份,17.63,31000,54.65,卖盘,7.24%,1.28
2025-08-12 15:00:00,300368,汇金股份,17.63,263700,464.9,卖盘,7.24%,1.28
2025-08-12 15:00:00,300368,汇金股份,17.63,191100,336.91,卖盘,7.24%,1.28
2025-08-12 15:00:00,2263,大东南,3.51,251800,88.38,买盘,-1.13%,-0.04
2025-08-12 15:00:00,2263,大东南,3.51,500000,175.5,买盘,-1.13%,-0.04
2025-08-12 15:00:00,2263,大东南,3.51,500000,175.5,买盘,-1.13%,-0.04
2025-08-12 15:00:00,300368,汇金股份,17.63,45400,80.04,卖盘,7.24%,1.28
2025-08-12 15:00:00,2229,鸿博股份,19.3,53100,102.48,卖盘,1.90%,0.37
