股票代码,股票名称,上涨满足率,抗跌满足率,对齐交易日,指数上涨日数(对齐后),指数下跌日数(对齐后),个股上涨日数(对齐后),个股下跌日数(对齐后)
603515,欧普照明,0.9722222222222222,0.7142857142857143,64,36,28,30,33
600642,申能股份,0.9722222222222222,0.7142857142857143,64,36,28,36,24
601033,永兴股份,0.9722222222222222,0.7142857142857143,64,36,28,31,31
000828,东莞控股,0.9722222222222222,0.7142857142857143,64,36,28,31,32
601928,凤凰传媒,1.0,0.6785714285714286,64,36,28,28,31
601006,大秦铁路,1.0,0.6785714285714286,64,36,28,32,27
600750,华润江中,0.9722222222222222,0.6785714285714286,64,36,28,32,32
001286,陕西能源,0.9722222222222222,0.6785714285714286,64,36,28,38,26
603075,热威股份,0.9722222222222222,0.6785714285714286,64,36,28,39,25
001289,龙源电力,0.9444444444444444,0.6785714285714286,64,36,28,38,26
605319,无锡振华,0.9444444444444444,0.6785714285714286,64,36,28,41,22
000848,承德露露,1.0,0.6428571428571429,64,36,28,29,32
600104,上汽集团,1.0,0.6428571428571429,64,36,28,30,32
600007,中国国贸,1.0,0.6428571428571429,64,36,28,34,28
600188,兖矿能源,0.8333333333333334,0.6428571428571429,64,36,28,31,31
002508,老板电器,1.0,0.6071428571428571,64,36,28,26,36
002007,华兰生物,0.9722222222222222,0.6071428571428571,64,36,28,28,36
601633,长城汽车,0.9722222222222222,0.6071428571428571,64,36,28,29,35
600741,华域汽车,0.9722222222222222,0.6071428571428571,64,36,28,30,34
002003,伟星股份,0.9722222222222222,0.6071428571428571,64,36,28,33,29
601107,四川成渝,0.9444444444444444,0.6071428571428571,64,36,28,32,30
603317,天味食品,0.9444444444444444,0.6071428571428571,64,36,28,34,29
605377,华旺科技,0.9444444444444444,0.6071428571428571,64,36,28,30,32
