股票代码,股票名称,上涨满足率,抗跌满足率,对齐交易日,指数上涨日数(对齐后),指数下跌日数(对齐后),个股上涨日数(对齐后),个股下跌日数(对齐后)
000598,兴蓉环境,1.0,0.7413793103448276,130,72,58,38,25
002461,珠江啤酒,0.9722222222222222,0.7241379310344828,65,36,29,34,30
