股票代码,股票名称,上涨满足率,抗跌满足率,对齐交易日,指数上涨日数(对齐后),指数下跌日数(对齐后),个股上涨日数(对齐后),个股下跌日数(对齐后)
002043,兔 宝 宝,1.0,0.7586206896551724,65,36,29,31,34
002765,蓝黛科技,0.9722222222222222,0.7241379310344828,65,36,29,34,30
600578,京能电力,0.9722222222222222,0.7241379310344828,65,36,29,33,31
