date,open,high,low,close,volume,amount
2026-03-02,49.8362843,50.3316748,48.70679396,49.86600773,2764663,138376847.36
2026-03-03,50.02453269,50.51001538,44.01049202,44.39689661,3720311,175365304.84
2026-03-04,44.3869888,46.87384911,43.73307334,45.68491191,2709387,124397468.67
2026-03-05,47.54758019,47.71601296,45.575926,46.35864299,1902596,89562063.46
2026-03-06,46.35864299,47.8547223,46.21993365,47.21071465,1608394,76624847.83
2026-03-09,45.39758542,47.27016151,44.25818727,46.94320378,1858489,85659132.1
2026-03-10,48.95448921,49.88582335,47.557488,48.36002061,1517700,74682311.86
2026-03-11,47.60702705,48.79596425,46.95311159,46.9630194,1569350,75441584.25
2026-03-12,47.0620975,48.42937528,46.28928832,46.59643043,1578634,74944028.46
2026-03-13,46.95311159,48.37983623,46.31901175,46.6657851,1747902,83655574.05
2026-03-16,46.566707,47.2602537,44.32754194,46.24965708,2277983,104593266.46
2026-03-17,46.3685508,47.14135998,44.6842231,44.81302463,1969332,91484883.99
2026-03-18,44.8823793,47.25034589,44.585145,47.25034589,2033602,94138209.15
2026-03-19,45.80380563,47.1611756,45.4768479,45.84343687,1450834,67563262.58
2026-03-20,46.53698357,47.3593318,44.3869888,44.3869888,1435823,66613426.14
2026-03-23,43.58445619,44.21855603,38.71972148,39.32409789,3133136,129239570.04
2026-03-24,40.10681488,42.46487366,39.71050248,42.46487366,2454223,100905466.64
2026-03-25,42.2072706,43.1980516,41.50381609,42.2072706,1794499,76841638.66
2026-03-26,41.98929878,42.47478147,41.15704274,41.24621303,1427915,60060072.18
2026-03-27,40.622021,42.78192358,40.14644612,42.21717841,1234698,52136885.18
2026-03-30,42.02893002,42.84137044,41.30565989,42.38561118,1371373,58237393.58
2026-03-31,41.5137239,43.12869693,40.4238648,40.48331166,1305898,54485596.47
2026-04-01,41.44436923,42.69275329,41.44436923,41.98929878,1778110,75623169.7
2026-04-02,41.85058944,42.23699403,40.33469451,40.83008501,1213353,50348951.68
2026-04-03,40.84990063,44.20864822,40.84990063,42.603583,2683837,116087963.88
2026-04-07,43.45565466,47.72592077,42.38561118,45.70472753,4246159,196281668.89
2026-04-08,46.37845861,49.72729839,45.575926,49.52914219,5816650,279468073.17
2026-04-09,48.0528785,52.49157738,47.93398478,49.00402826,6324427,320499089.09
2026-04-10,49.07338293,50.3316748,48.2510347,49.52914219,3270719,162839880.62
2026-04-13,48.0528785,49.79665306,47.3593318,47.9538004,2864451,139269040.07
2026-04-14,48.0528785,49.42015628,46.8639413,47.38905523,3537941,171319263.74
2026-04-15,47.38905523,49.42015628,46.92338816,48.0528785,2795702,136451997.18
2026-04-16,48.03306288,48.548269,47.04228188,48.45909871,2289878,110612609.75
2026-04-17,48.0528785,50.00471707,47.557488,48.8455033,1862722,91974495.13
2026-04-20,48.55817681,48.75633301,46.88375692,47.76555201,1922692,92743076.06
2026-04-21,47.50794895,48.548269,46.75495539,47.62684267,1553011,74862822.23
2026-04-22,47.90426135,49.38052504,47.68628953,48.12223317,2481680,121227667.55
2026-04-23,48.18168003,48.93467359,45.45703228,46.49735233,2611058,123377174.14
2026-04-24,46.39827423,47.31970056,45.45703228,46.40818204,2067087,96712155.37
2026-04-27,43.64390305,44.97154959,42.26671746,44.0897545,4173731,184968918.84
2026-04-28,43.84205925,44.2879107,41.73169572,42.12800812,3347204,144285352.02
2026-04-29,41.07778026,41.89022068,40.622021,40.79045377,2473809,102853449.61
2026-04-30,40.60220538,42.23699403,40.50312728,41.7118801,1981607,82690488.03
2026-05-06,42.88100168,43.73307334,42.01902221,42.1081925,2275082,98274893.8
2026-05-07,42.603583,43.78261239,41.612802,43.70334991,2149606,93203844.25
2026-05-08,43.73307334,43.73307334,42.15773155,42.93054073,1855275,80366394.56
2026-05-11,44.00058421,49.3408938,43.1980516,46.87384911,5598223,262249779.34
2026-05-12,46.566707,47.50794895,45.86325249,45.93260716,4563089,213857155.95
2026-05-13,45.26878389,47.47822552,44.59505281,46.7648632,3784120,177014011.26
2026-05-14,47.42868647,47.43859428,44.13929355,44.13929355,3895486,176751723.92
2026-05-15,44.12938574,47.54758019,42.83146263,45.02108864,4757641,217450332.55
2026-05-18,44.55542157,46.93329597,44.55542157,45.52638695,3589696,166366443.4
2026-05-19,45.09044331,54.63166434,44.50588252,54.63166434,8067518,407306280.44
2026-05-20,57.40585114,58.0597666,52.511393,56.99963093,10835085,606178105.37
2026-05-21,57.01944655,60.98257055,53.86876297,53.8984864,9286160,538192109.22
2026-05-22,53.502174,60.76459873,53.502174,59.88280364,8020113,466433904.82
2026-05-25,62.419203,69.35467,58.0597666,63.22173561,8431272,524992560.36
2026-05-26,62.419203,64.73763054,55.483736,59.9422505,8278675,491236720.34
2026-05-27,58.33718528,58.456079,54.17590508,55.483736,5948243,335761001.37
2026-05-28,53.72014582,58.11921346,52.65010234,58.11921346,4835895,271393813.63
2026-05-29,57.54456048,57.67336201,50.529831,52.07544936,4432717,239965781.95
2026-06-01,52.511393,52.511393,47.69619734,47.87453792,3622944,181865746.21
2026-06-02,48.548269,49.42015628,46.22984146,47.54758019,2913912,140993599.85
2026-06-03,47.62684267,50.2325967,47.0620975,48.46900652,3797514,186646061.34
2026-06-04,47.53767238,48.69688615,46.566707,47.97361602,3174619,152885257.19
2026-06-05,46.6657851,47.82499887,45.25887608,46.3685508,2870567,135013966.88
2026-06-08,44.3869888,45.575926,42.33607213,42.98998759,3138269,138772990.03
2026-06-09,43.75,45.66,43.01,45.41,2529564,112869369.29
2026-06-10,45.84,46.13,43.95,45.9,2641204,119464833.18
2026-06-11,46.03,55.08,45.51,55.08,5696994,289427043.15
2026-06-12,60.0,64.0,55.76,57.8,11594727,696221446.9
2026-06-15,60.08,63.48,59.0,62.0,7970614,489628236.17
2026-06-16,61.7,66.58,61.08,65.81,8032159,514358328.35
2026-06-17,64.05,69.37,63.58,67.6,6342707,421489698.3
2026-06-18,68.11,70.69,65.8,69.25,5704721,388675500.64
2026-06-22,67.93,73.5,65.6,71.49,6800262,471787835.48
2026-06-23,71.0,78.0,68.13,72.5,6037393,443036408.41
2026-06-24,70.33,75.18,69.01,74.69,6036120,439403304.67
2026-06-25,74.71,79.0,72.38,72.46,5771052,433225326.03
