date,open,high,low,close,volume,amount
2026-03-02,1.96,2.0,1.92,1.96,127201412,248950465.08
2026-03-03,1.95,1.99,1.86,1.87,119968500,229384838.0
2026-03-04,1.85,1.92,1.83,1.85,89858100,167736710.0
2026-03-05,1.87,1.9,1.85,1.86,65573202,122541786.72
2026-03-06,1.84,1.9,1.83,1.89,73093600,137297222.0
2026-03-09,1.87,1.9,1.84,1.88,88563700,165075374.0
2026-03-10,1.88,1.89,1.82,1.85,141310370,260271013.4
2026-03-11,1.84,1.89,1.81,1.89,132116113,245462210.11
2026-03-12,1.88,2.08,1.87,2.02,412899335,831706285.51
2026-03-13,2.03,2.22,2.0,2.22,427027114,935629126.12
2026-03-16,2.16,2.17,2.0,2.0,522277821,1078489638.24
2026-03-17,2.04,2.2,2.04,2.2,201040158,434805827.9
2026-03-18,2.27,2.42,2.21,2.42,595102945,1403473098.97
2026-03-19,2.4,2.51,2.28,2.28,791837303,1875204565.03
2026-03-20,2.23,2.32,2.11,2.13,471008752,1024561061.18
2026-03-23,2.04,2.21,2.01,2.07,397750493,839427915.24
2026-03-24,2.1,2.17,2.04,2.16,351763267,742177268.18
2026-03-25,2.11,2.22,2.08,2.18,356250398,772287007.53
2026-03-26,2.17,2.28,2.07,2.09,304729081,653401023.82
2026-03-27,2.02,2.13,1.98,2.13,260309174,541745976.34
2026-03-30,2.08,2.13,2.01,2.12,222897525,462383072.52
2026-03-31,2.11,2.13,2.0,2.01,218566442,446855634.52
2026-04-01,2.04,2.05,1.95,1.98,169856989,337939311.02
2026-04-02,1.97,1.98,1.89,1.89,162927385,312892780.65
2026-04-03,1.89,1.9,1.82,1.84,132942588,245297338.73
2026-04-07,1.84,1.87,1.81,1.87,107632092,198956613.28
2026-04-08,1.89,1.94,1.88,1.93,114650203,219061795.68
2026-04-09,1.91,1.92,1.87,1.89,81088378,153137473.66
2026-04-10,1.89,1.9,1.85,1.86,87291227,163651538.03
2026-04-13,1.84,1.87,1.83,1.86,83084908,153990784.86
2026-04-14,1.86,1.87,1.81,1.83,99655102,182319490.68
2026-04-15,1.83,1.85,1.79,1.79,97408103,176845512.48
2026-04-16,1.79,1.83,1.78,1.83,85058100,154310475.0
2026-04-17,1.82,1.83,1.79,1.81,66020209,119198995.18
2026-04-20,1.81,1.82,1.79,1.82,66802500,120816975.0
2026-04-21,1.82,1.82,1.79,1.81,48537402,87417535.6
2026-04-22,1.8,1.82,1.79,1.8,64826000,116959091.0
2026-04-23,1.79,1.81,1.74,1.77,96974200,171579117.0
2026-04-24,1.76,1.77,1.73,1.74,68644992,119823120.08
2026-04-27,1.73,1.76,1.7,1.75,72800534,125783735.48
2026-04-28,1.75,1.76,1.73,1.75,45824100,79887557.0
2026-04-29,1.74,1.81,1.73,1.79,72159594,128869569.23
2026-04-30,1.79,1.79,1.76,1.77,56413100,100049506.0
2026-05-06,1.78,1.81,1.76,1.8,72919000,130205447.0
2026-05-07,1.8,1.82,1.77,1.78,69618610,124474828.1
2026-05-08,1.77,1.82,1.76,1.81,84333493,151214021.52
2026-05-11,1.81,1.83,1.78,1.79,87834206,158429098.62
2026-05-12,1.8,1.82,1.75,1.76,94822402,168693317.52
2026-05-13,1.75,1.77,1.74,1.76,62632457,109976374.62
2026-05-14,1.76,1.76,1.7,1.7,89476900,153798301.0
2026-05-15,1.7,1.71,1.67,1.67,69980801,117780661.69
2026-05-18,1.67,1.67,1.64,1.67,70940268,117132167.88
2026-05-19,1.67,1.69,1.65,1.69,49593300,82797900.0
2026-05-20,1.69,1.69,1.63,1.64,60505300,99583318.0
2026-05-21,1.64,1.66,1.6,1.61,60032387,98232645.32
2026-05-22,1.61,1.64,1.59,1.63,48788975,78666446.25
2026-05-25,1.64,1.66,1.63,1.64,49276600,80946823.0
2026-05-26,1.65,1.65,1.61,1.63,55347447,90095192.08
2026-05-27,1.63,1.64,1.57,1.58,62487300,99684694.0
2026-05-28,1.57,1.62,1.56,1.61,59848715,95935675.52
2026-05-29,1.62,1.64,1.59,1.6,68353737,110976004.26
2026-06-01,1.6,1.72,1.59,1.67,117435904,196631476.65
2026-06-02,1.66,1.68,1.62,1.64,59412300,97466909.0
2026-06-03,1.64,1.64,1.61,1.61,46607174,75512620.14
2026-06-04,1.61,1.63,1.58,1.59,47693700,76090639.0
2026-06-05,1.59,1.62,1.58,1.6,42435898,67899445.8
2026-06-08,1.58,1.6,1.55,1.56,54225500,85202100.0
2026-06-09,1.56,1.57,1.51,1.54,57746956,88246789.24
2026-06-10,1.53,1.54,1.51,1.52,47978900,72936960.0
2026-06-11,1.52,1.54,1.48,1.54,58961722,89190421.66
2026-06-12,1.55,1.6,1.54,1.57,66087397,103797942.59
2026-06-15,1.58,1.62,1.55,1.57,70867690,112206156.9
2026-06-16,1.57,1.57,1.54,1.55,43145700,67008987.0
2026-06-17,1.54,1.55,1.5,1.51,40321169,61068421.5
2026-06-18,1.51,1.53,1.47,1.51,41628160,62631013.4
2026-06-22,1.51,1.53,1.44,1.53,75830306,112423155.54
2026-06-23,1.52,1.56,1.49,1.49,65514034,99997794.7
2026-06-24,1.49,1.49,1.44,1.45,57076566,83357508.7
2026-06-25,1.44,1.46,1.42,1.44,47837600,68699127.0
2026-06-26,1.45,1.45,1.41,1.41,43916500,62438130.0
2026-06-29,1.42,1.43,1.37,1.41,47166436,66203644.61
