date,open,high,low,close,volume,amount
2026-03-02,155.38,164.99,155.38,157.58,10978647,1740872855.72
2026-03-03,165.77,178.88,159.0,166.99,20022922,3354175460.2
2026-03-04,161.01,180.88,161.01,176.0,18146508,3123832858.99
2026-03-05,179.99,180.75,165.35,169.68,14934048,2541005670.31
2026-03-06,163.81,164.0,151.0,157.5,15057920,2364039161.49
2026-03-09,146.21,160.99,139.9,157.0,11739843,1751316081.94
2026-03-10,163.86,188.4,161.0,188.4,19039161,3317289532.33
2026-03-11,191.0,194.85,185.0,187.2,14887769,2821709784.85
2026-03-12,182.0,186.88,175.06,178.81,13428350,2409968076.75
2026-03-13,175.33,185.0,173.0,173.05,10614002,1889093107.2
2026-03-16,173.12,178.6,168.17,177.25,9496216,1657911416.04
2026-03-17,173.01,174.06,155.98,160.03,14262027,2305796376.29
2026-03-18,162.0,165.99,156.99,164.01,9623764,1556021666.5
2026-03-19,160.1,189.6,159.29,182.59,18501749,3303411812.07
2026-03-20,199.99,218.8,199.99,203.14,26488386,5559058599.88
2026-03-23,191.43,207.47,186.55,191.0,17230656,3344723652.21
2026-03-24,192.57,196.66,182.01,195.99,17264627,3297872109.52
2026-03-25,210.0,233.25,210.0,224.18,18575817,4156813651.24
2026-03-26,219.19,234.0,219.19,227.88,16815646,3824846254.46
2026-03-27,213.0,236.0,211.89,229.85,15738499,3545402936.32
2026-03-30,228.0,232.0,220.1,223.16,11725868,2627048829.13
2026-03-31,213.5,215.8,204.6,206.0,15273224,3201964909.34
2026-04-01,217.0,229.3,210.61,227.2,16156641,3533623981.35
2026-04-02,225.0,232.94,215.42,216.55,11541567,2567616759.44
2026-04-03,226.0,249.79,225.99,236.93,15493447,3715992890.77
2026-04-07,233.45,240.0,225.5,228.5,13304139,3078537254.99
2026-04-08,245.0,245.5,229.19,238.68,14822445,3496290337.62
2026-04-09,230.23,235.89,227.0,230.05,13371295,3094509644.21
2026-04-10,229.0,249.88,218.8,239.39,21805920,5055755397.65
2026-04-13,233.0,262.66,233.0,255.9,17786033,4402536612.47
2026-04-14,260.76,304.93,260.76,289.0,20337752,5852385078.35
2026-04-15,290.0,307.9,287.0,292.5,14557673,4299926601.13
2026-04-16,298.16,309.21,288.0,298.0,14033619,4167294090.43
2026-04-17,307.0,344.04,306.94,328.01,17760382,5791753922.96
2026-04-20,306.99,327.98,306.0,309.18,17642315,5488795799.75
2026-04-21,301.3,312.0,296.0,310.76,14259005,4332896102.88
2026-04-22,322.0,372.91,322.0,372.91,22051602,7984021058.68
2026-04-23,383.9,385.34,358.16,367.0,18595311,6898302562.83
2026-04-24,380.45,410.0,375.0,385.73,18500300,7249250770.12
2026-04-27,392.94,396.66,370.0,385.0,15700579,5999893478.19
2026-04-28,393.93,398.98,358.0,364.59,16131092,5954494226.08
2026-04-29,352.06,368.5,347.39,351.2,15877486,5634387378.39
2026-04-30,372.0,379.89,344.06,352.03,15467830,5526279212.21
2026-05-06,355.0,390.0,344.2,372.01,16927553,6242726110.57
2026-05-07,364.65,399.41,344.3,392.87,18736355,6963363297.01
2026-05-08,376.88,449.99,376.87,438.88,18019734,7515565741.6
2026-05-11,438.89,449.18,420.0,433.3,15082120,6536432344.88
2026-05-12,444.44,460.0,430.1,431.49,11911875,5243065638.89
2026-05-13,419.0,438.8,419.0,436.9,10235532,4407998414.43
2026-05-14,443.0,463.37,430.89,448.1,12591027,5643545111.43
2026-05-15,458.88,460.0,412.0,418.31,11808647,5084281999.9
2026-05-18,410.0,424.99,403.5,408.02,9628348,3977087417.32
2026-05-19,396.88,403.45,383.83,401.71,10431556,4115575914.44
2026-05-20,399.59,401.96,380.0,393.98,11764641,4571208915.45
2026-05-21,395.0,396.9,355.0,356.97,16681009,6211603915.14
2026-05-22,366.6,387.83,355.2,376.1,14148602,5251138573.86
2026-05-25,377.91,382.7,365.1,375.68,12763081,4761215688.64
2026-05-26,370.0,373.33,347.0,357.8,13775117,4913594615.08
2026-05-27,357.8,375.88,350.02,360.34,12484667,4552454896.6
2026-05-28,363.19,400.0,344.25,395.58,19323627,7184907688.47
2026-05-29,392.0,409.7,374.51,394.74,19453557,7640558938.46
2026-06-01,375.0,375.6,335.04,340.0,16193814,5756474295.92
2026-06-02,346.99,362.6,330.91,353.7,13343899,4670997024.76
2026-06-03,366.58,407.56,366.58,381.01,19485685,7552896677.47
2026-06-04,365.0,395.56,365.0,389.9,14096729,5414410191.9
2026-06-05,380.0,412.0,368.53,368.61,15266532,5911275201.0
2026-06-08,340.0,353.31,330.01,334.0,12406579,4235534281.17
2026-06-09,343.0,370.93,335.27,360.88,12771641,4461109037.76
2026-06-10,350.17,351.86,333.01,342.0,10328591,3523205820.15
2026-06-11,342.0,375.95,342.0,361.27,13058727,4709305580.47
2026-06-12,378.97,379.26,328.86,334.35,14597732,5081019596.94
2026-06-15,338.0,360.6,323.2,360.5,12463500,4349395929.65
2026-06-16,360.95,387.98,355.0,375.33,14791463,5483620721.49
2026-06-17,360.9,376.0,360.0,371.5,14140254,5177898093.81
2026-06-18,381.0,401.2,377.0,391.07,16623516,6500003287.2
2026-06-22,391.0,415.0,378.0,412.37,18109898,7235239153.77
2026-06-23,403.0,410.0,382.5,392.05,11889638,4692690504.38
2026-06-24,384.5,420.0,384.5,420.0,13632908,5538359692.39
2026-06-25,428.0,450.99,414.0,441.8,14924066,6504598677.69
2026-06-26,425.05,439.0,395.01,396.0,13265857,5490238566.41
2026-06-29,401.27,435.13,390.0,418.33,12724452,5253687503.86
