date,open,high,low,close,volume,amount
2026-03-02,39.33,39.94,38.63,38.64,5266707,205478668.97
2026-03-03,38.75,39.06,36.0,36.06,8571041,317321381.61
2026-03-04,35.6,35.75,34.7,34.92,9149331,321675411.01
2026-03-05,35.49,36.29,35.24,35.99,5517230,198107102.26
2026-03-06,35.72,36.45,35.62,36.42,3771895,136557593.69
2026-03-09,35.8,36.24,34.9,35.94,4562454,161683870.38
2026-03-10,36.39,36.98,36.3,36.79,3716365,136312033.82
2026-03-11,36.85,37.0,36.18,36.35,3371245,123191140.65
2026-03-12,36.26,36.44,35.21,35.51,3901877,139508079.88
2026-03-13,35.4,35.6,34.83,34.94,3931880,138153106.29
2026-03-16,34.95,35.8,34.71,35.75,4258316,150505244.98
2026-03-17,35.71,35.87,34.81,34.87,3837221,135338300.18
2026-03-18,35.14,35.95,35.14,35.8,5484776,195670506.49
2026-03-19,35.3,35.56,34.88,35.04,3397194,119490746.09
2026-03-20,35.04,35.78,34.63,34.63,4592362,161691158.84
2026-03-23,34.0,34.44,32.63,32.97,5217972,174456290.28
2026-03-24,33.51,33.7,32.45,33.38,3338747,110022967.05
2026-03-25,33.43,34.09,33.4,33.5,3270230,110293337.8
2026-03-26,33.36,33.69,32.66,32.7,2908546,96189924.77
2026-03-27,32.13,33.24,32.07,33.06,2448328,80344790.44
2026-03-30,32.58,33.48,32.37,33.36,2879971,95022251.12
2026-03-31,33.27,33.68,32.89,32.95,2585700,86013780.0
2026-04-01,33.59,34.22,33.45,34.01,3707294,125192866.1
2026-04-02,33.83,34.01,32.8,32.95,3911950,129987412.22
2026-04-03,33.07,33.62,33.02,33.11,2374427,78963097.7
2026-04-07,33.4,33.93,33.4,33.41,2592170,87252917.2
2026-04-08,34.15,34.78,33.84,34.68,4586387,157683681.83
2026-04-09,34.23,35.11,34.16,34.46,4030857,139937607.12
2026-04-10,34.81,35.25,34.8,34.9,3720843,130519399.44
2026-04-13,34.9,35.26,34.74,34.85,2972347,103954377.77
2026-04-14,34.95,35.54,34.92,35.48,3843308,135817357.57
2026-04-15,35.5,35.8,34.75,34.82,2951102,103725863.9
2026-04-16,34.93,34.95,34.48,34.7,3345223,115980929.49
2026-04-17,34.54,39.18,34.15,37.34,20463266,766906532.27
2026-04-20,37.0,39.3,36.81,38.91,17156196,651796679.2
2026-04-21,38.39,40.4,37.8,40.1,17321037,674859870.26
2026-04-22,40.05,43.43,39.45,42.4,30107143,1257520741.46
2026-04-23,44.0,44.28,39.99,41.43,21561658,897029533.56
2026-04-24,41.11,41.65,39.0,39.47,14516156,579121277.67
2026-04-27,39.7,40.64,39.3,40.07,13245489,529638017.35
2026-04-28,40.28,44.28,40.28,42.85,27127940,1156666311.09
2026-04-29,42.0,45.13,41.6,44.26,25145544,1104151281.58
2026-04-30,44.21,44.57,42.98,43.2,14832576,643206274.38
2026-05-06,44.44,44.99,43.3,43.6,20778425,914824845.62
2026-05-07,43.6,48.5,43.56,47.69,30216554,1392143109.91
2026-05-08,46.26,46.5,44.05,44.96,23681902,1068968815.65
2026-05-11,46.71,50.88,46.32,49.07,37550816,1826916387.59
2026-05-12,48.5,49.99,48.01,48.82,22702088,1113665167.33
2026-05-13,48.8,50.3,47.89,49.49,24401865,1195460353.02
2026-05-14,50.5,51.4,48.96,49.09,23297576,1168744361.77
2026-05-15,49.35,57.54,49.3,54.18,43994559,2389425522.07
2026-05-18,51.52,53.22,50.3,51.28,33994785,1757121112.53
2026-05-19,50.11,52.74,48.6,52.24,26616106,1352901403.57
2026-05-20,51.62,52.8,50.6,52.37,26244467,1356847629.87
2026-05-21,52.13,55.3,49.78,49.9,32525920,1716537930.02
2026-05-22,49.95,51.3,48.4,50.4,28371155,1415449476.03
2026-05-25,48.81,50.06,47.2,49.19,26546442,1286302920.21
2026-05-26,49.01,49.25,45.9,46.79,20522322,963782163.99
2026-05-27,46.67,47.56,44.79,44.98,18500113,849676332.83
2026-05-28,44.4,45.09,43.45,44.68,15713118,698336949.63
2026-05-29,44.71,44.99,40.9,41.25,16214924,684635018.5
2026-06-01,41.2,41.35,39.8,40.07,12249385,496077755.23
2026-06-02,40.01,44.09,39.4,43.21,23628308,989543924.83
2026-06-03,43.99,46.5,42.97,43.45,23628166,1058868625.05
2026-06-04,43.17,43.85,42.76,43.01,13137804,567186762.94
2026-06-05,42.64,44.03,41.65,42.25,11118597,474796166.69
2026-06-08,40.6,41.39,39.28,39.78,12221625,493379963.71
2026-06-09,40.57,44.57,39.4,43.57,20359971,861249515.79
2026-06-10,42.67,44.74,42.35,43.65,16840242,733914871.25
2026-06-11,43.11,44.2,42.52,42.97,15339228,665581174.77
2026-06-12,44.18,46.56,43.16,43.92,20025759,896166305.66
2026-06-15,44.3,45.78,43.84,45.22,18892604,848766595.17
2026-06-16,45.03,46.36,44.23,46.08,26628507,1206050017.64
2026-06-17,45.51,49.66,45.2,49.2,37935535,1806373485.47
2026-06-18,49.96,52.34,48.08,51.28,35187124,1764937623.95
2026-06-22,55.0,55.28,50.5,50.9,38905479,2051601756.96
2026-06-23,50.18,54.5,50.01,52.52,27751986,1457329585.95
2026-06-24,52.5,56.4,52.12,54.74,31409832,1720875362.72
2026-06-25,55.0,56.0,51.77,54.7,28156895,1514863254.43
2026-06-26,53.55,56.75,52.58,53.76,27358675,1501487162.29
2026-06-29,54.0,57.14,48.92,54.62,42081770,2194900747.12
