date,open,high,low,close,volume,amount
2026-03-02,27.18,27.18,26.34,26.55,3243740,86421252.6
2026-03-03,26.66,26.8,25.58,25.65,2815070,73441116.7
2026-03-04,25.4,25.69,25.16,25.38,2118073,53817456.09
2026-03-05,25.73,26.35,25.62,26.26,2340710,61037198.5
2026-03-06,26.23,26.25,25.84,25.98,1654402,43019998.12
2026-03-09,25.78,26.07,25.16,25.86,1971900,50421653.88
2026-03-10,25.99,27.19,25.99,26.82,3063016,81940276.89
2026-03-11,26.88,26.99,26.49,26.57,1616460,43103363.0
2026-03-12,26.61,26.61,26.06,26.13,1359660,35684076.8
2026-03-13,26.0,26.39,25.86,25.96,1235373,32279476.17
2026-03-16,25.98,26.5,25.79,26.38,1764000,46304929.0
2026-03-17,26.5,26.55,25.97,25.97,1395900,36689645.0
2026-03-18,26.5,27.5,25.18,25.67,3625825,93558419.45
2026-03-19,25.25,25.65,25.25,25.32,1843293,46904826.67
2026-03-20,25.5,25.74,24.59,24.67,2579750,64798621.1
2026-03-23,24.45,24.75,23.65,24.01,3432990,83183211.1
2026-03-24,24.5,25.55,24.39,25.33,4803560,120525825.2
2026-03-25,25.36,25.85,25.16,25.61,2511700,64109835.2
2026-03-26,25.5,25.83,24.93,25.02,2214874,56209606.52
2026-03-27,24.68,26.03,24.65,25.85,2777201,71201758.35
2026-03-30,25.57,26.84,25.54,26.64,4106450,108553512.0
2026-03-31,26.7,26.75,26.22,26.3,2105420,55786452.5
2026-04-01,26.61,26.71,26.31,26.5,1526900,40438757.0
2026-04-02,26.4,26.62,26.18,26.29,1291250,34057415.0
2026-04-03,26.29,26.5,25.61,25.66,1299100,33613073.0
2026-04-07,26.38,26.39,25.58,25.85,1494900,38674281.0
2026-04-08,26.09,27.24,25.71,26.51,4337720,114864662.96
2026-04-09,26.32,26.46,25.6,25.66,2408802,62454121.54
2026-04-10,25.82,26.25,25.7,25.94,1924402,50049352.8
2026-04-13,25.61,25.84,25.29,25.66,1913470,48845083.04
2026-04-14,25.98,26.4,25.7,25.85,2118470,54977314.5
2026-04-15,25.71,25.96,25.05,25.11,2838040,71877654.8
2026-04-16,25.1,25.52,24.99,25.38,1636170,41424778.8
2026-04-17,25.51,25.51,25.05,25.33,1791220,45244053.2
2026-04-20,25.26,25.59,25.02,25.28,2546009,64434034.82
2026-04-21,25.11,25.39,25.02,25.22,1781251,44773433.54
2026-04-22,25.23,26.95,25.21,26.55,5886904,154730867.62
2026-04-23,26.69,26.69,25.63,25.72,3011285,77998736.65
2026-04-24,25.75,26.2,25.66,25.96,1916260,49641797.8
2026-04-27,25.31,25.85,24.73,25.76,3326580,84604110.1
2026-04-28,25.4,25.8,25.18,25.31,2052510,52126183.7
2026-04-29,25.31,25.82,25.12,25.56,1937940,49490160.9
2026-04-30,25.66,26.18,25.55,25.83,1555050,40227969.0
2026-05-06,26.0,26.26,25.68,25.78,2887210,74980043.5
2026-05-07,25.88,25.89,25.34,25.53,2486485,63419253.2
2026-05-08,25.54,25.67,24.67,25.19,3816520,95237417.8
2026-05-11,25.2,25.66,25.07,25.49,3371701,85491228.47
2026-05-12,25.3,25.8,25.05,25.19,3082039,78044901.41
2026-05-13,25.25,25.25,24.67,24.78,3307195,82143495.5
2026-05-14,24.77,25.01,24.44,24.63,2809285,69639426.1
2026-05-15,24.63,25.15,24.28,24.44,2327076,57267526.56
2026-05-18,24.38,25.19,23.84,24.78,4159463,101653126.92
2026-05-19,24.78,25.43,24.65,25.32,3288900,82761441.0
2026-05-20,25.33,25.4,24.9,25.18,1681349,42134307.55
2026-05-21,25.19,25.48,24.44,24.54,2497420,62345807.9
2026-05-22,24.67,24.8,24.02,24.22,2231010,54171937.3
2026-05-25,24.23,24.52,23.88,24.49,2107065,50784789.17
2026-05-26,24.45,24.76,24.04,24.62,2335874,57081107.6
2026-05-27,24.64,24.98,23.6,23.88,3106620,74754577.9
2026-05-28,23.88,24.25,23.54,24.02,1768850,42418672.5
2026-05-29,24.05,24.05,22.91,23.05,2611289,61163196.95
2026-06-01,23.2,25.36,22.79,25.36,7252529,180631644.18
2026-06-02,25.56,26.13,25.12,25.15,8683942,221996753.61
2026-06-03,25.15,25.68,24.92,25.35,4351170,110033715.0
2026-06-04,25.59,25.78,24.85,25.34,3545260,89471225.3
2026-06-05,25.2,27.87,25.2,27.25,13151762,355775559.52
2026-06-08,27.1,28.35,27.0,27.53,13788424,383080921.05
2026-06-09,28.22,28.75,27.48,28.6,8363220,236480382.5
2026-06-10,28.46,30.03,28.2,29.85,12200052,361255868.65
2026-06-11,29.45,31.0,29.0,30.73,11814494,355846185.35
2026-06-12,30.43,33.28,30.3,32.33,16014089,514754297.21
2026-06-15,31.3,33.2,31.3,32.67,14562373,472858721.36
2026-06-16,32.3,33.26,32.04,32.79,9477156,311004077.25
2026-06-17,32.6,34.44,32.17,33.84,10717243,355993233.23
2026-06-18,33.32,35.09,33.32,34.77,8197960,280407751.95
2026-06-22,34.77,35.01,33.63,34.58,8295730,284992018.6
2026-06-23,34.12,35.05,33.89,34.15,5920200,202961265.28
2026-06-24,33.9,34.08,33.19,33.9,6331130,212715648.0
2026-06-25,33.95,34.2,31.37,31.58,9967020,322053335.4
2026-06-26,31.51,31.83,30.65,31.23,7312520,227904407.4
2026-06-29,31.0,33.1,30.11,32.5,9894002,314759918.84
