股票代码,股票名称,最新价,最新换手率%,近5日换手均值%,最新成交额,成交额放大倍数,5日涨跌幅%,20日涨跌幅%,距20日高点比,题材命中数,题材标签,综合分
sh.600537,亿晶光电,4.07,17.85,10.55,840271727.0,1.81,7.39,19.35,1.0,0,,60.08
sh.600713,南京医药,6.05,8.27,5.34,630067757.0,3.21,10.2,12.24,1.0,0,,57.99
sh.600743,华远控股,2.65,6.97,4.77,430329353.0,3.89,42.47,36.6,1.0,0,,57.09
sh.600105,永鼎股份,38.1,15.95,11.83,8424382757.0,1.7,25.78,39.31,1.0,0,,57.0
sh.600337,美克家居,2.93,15.26,6.22,659917498.0,5.57,18.15,10.98,1.0,0,,55.61
sh.600345,长江通信,54.36,12.22,10.54,1398440492.0,1.62,26.8,23.69,1.0,0,,54.75
sh.600382,广东明珠,9.44,6.18,3.38,405494598.0,2.56,10.93,8.63,1.0,0,,53.89
sh.600749,西藏旅游,16.99,12.98,4.26,504096858.0,7.76,5.72,2.41,1.0,0,,51.7
sh.600654,中安科,4.08,22.81,15.9,2216904323.0,3.16,23.26,13.97,0.911,0,,51.69
sh.600184,光电股份,20.09,11.36,10.27,1348029433.0,1.29,8.83,12.3,1.0,0,,51.61
sh.600641,先导基电,22.08,8.09,6.97,1634710911.0,1.86,23.98,20.66,1.0,0,,51.53
sh.600110,诺德股份,9.88,17.81,17.37,3167200425.0,1.16,5.78,20.19,0.972,0,,49.1
sh.600232,金鹰股份,8.59,6.0,2.63,186127757.0,3.21,6.58,7.64,0.978,0,,48.71
sh.600166,福田汽车,3.34,6.79,2.67,1799585811.0,4.67,13.22,8.09,1.0,0,,48.17
sh.600707,彩虹股份,7.02,2.58,1.08,647087188.0,5.58,26.49,9.35,1.0,0,,45.68
sh.600103,青山纸业,3.91,4.16,3.4,360035482.0,1.83,11.4,5.96,1.0,0,,45.47
sh.600302,标准股份,12.32,4.18,4.89,178819044.0,1.15,10.49,19.26,0.994,0,,44.89
sh.600594,益佰制药,4.81,20.09,20.03,756584990.0,1.56,0.21,21.46,0.951,0,,44.55
sh.600602,云赛智联,24.08,11.07,12.21,2945529762.0,1.09,8.62,8.32,0.961,0,,44.02
sh.600666,奥瑞德,6.3,23.95,21.9,3751497250.0,0.97,2.11,42.86,0.96,0,,43.34
