股票代码,股票名称,最新价,最新换手率%,近5日换手均值%,最新成交额,成交额放大倍数,5日涨跌幅%,20日涨跌幅%,距20日高点比,题材命中数,题材标签,综合分
sh.600151,航天机电,14.07,5.29,5.88,1051665526.0,1.27,11.93,2.63,1.0,2,"军工,低空经济",61.4
sh.600749,西藏旅游,18.24,14.09,9.68,580665661.0,3.21,15.08,8.25,1.0,0,,57.68
sh.600658,电子城,5.07,2.22,1.29,123087458.0,2.68,11.43,1.0,1.0,1,军工,57.43
sh.600773,西藏城投,20.65,7.26,4.11,1377621371.0,2.53,18.34,19.23,1.0,0,,54.22
sh.600110,诺德股份,10.37,12.98,16.61,2314896173.0,0.81,7.68,23.89,1.0,0,,51.58
sh.600480,凌云股份,11.52,6.27,4.65,880634488.0,2.88,23.74,9.09,1.0,0,,50.38
sh.600126,杭钢股份,9.49,10.28,8.05,3351615447.0,2.15,12.17,5.56,1.0,0,,50.2
sh.600330,天通股份,20.61,16.49,13.98,4204253488.0,1.66,23.49,8.99,1.0,0,,50.2
sh.600666,奥瑞德,6.48,23.42,21.99,3720667444.0,1.12,9.64,53.19,0.988,0,,50.0
sh.600539,狮头股份,15.95,11.69,10.62,411949705.0,1.09,13.85,29.15,1.0,0,,49.8
sh.600234,科新发展,17.62,3.08,2.33,141221771.0,2.14,21.18,23.91,1.0,0,,49.32
sh.600152,维科技术,11.89,18.06,14.56,1103389818.0,1.48,24.11,10.6,1.0,0,,49.04
sh.600713,南京医药,5.97,8.38,7.71,636480763.0,1.8,5.48,11.38,0.987,0,,48.61
sh.600589,大位科技,11.4,15.08,11.85,2562825172.0,1.71,15.38,6.44,0.986,0,,48.28
sh.600639,浦东金桥,11.39,2.21,1.04,211434370.0,2.82,9.94,2.98,1.0,0,,47.97
sh.600078,澄星股份,13.58,7.53,5.67,663682209.0,2.34,19.02,3.35,1.0,0,,47.92
sh.600241,时代万恒,10.15,6.36,4.32,189038174.0,1.5,9.73,9.02,1.0,0,,45.05
sh.600469,风神股份,7.25,4.26,2.01,219485331.0,3.77,12.06,2.69,1.0,0,,44.51
sh.600184,光电股份,20.96,8.32,10.24,1014788149.0,0.79,13.24,22.22,0.996,0,,44.16
sh.600338,西藏珠峰,19.11,8.11,6.12,1387066520.0,1.68,14.16,8.15,1.0,0,,43.88
