股票代码,股票名称,最新价,最新换手率%,近5日换手均值%,最新成交额,成交额放大倍数,5日涨跌幅%,20日涨跌幅%,距20日高点比,题材命中数,题材标签,综合分
sz.300687,赛意信息,23.24,8.57,4.8,647792130.0,3.07,12.93,23.09,1.0,1,人工智能,66.89
sz.300600,国瑞科技,13.88,8.89,6.3,366678074.0,2.89,9.21,10.07,0.981,1,人工智能,66.39
sh.600699,均胜电子,29.51,7.96,6.15,3162373613.0,2.17,13.59,19.57,1.0,1,军工,63.33
sh.601777,千里科技,10.84,1.82,0.75,877643023.0,4.54,7.75,13.75,1.0,1,人工智能,61.54
sz.300736,百邦科技,28.07,13.01,16.57,454014191.0,1.15,18.04,42.05,1.0,1,人工智能,60.84
sz.300061,旗天科技,9.8,5.55,2.22,333729553.0,4.39,19.8,14.62,1.0,1,人工智能,59.92
sz.300853,申昊科技,25.85,6.36,8.56,161653484.0,0.95,9.77,34.5,0.982,1,人工智能,58.38
sz.300188,国投智能,13.07,12.83,17.21,1784460779.0,1.07,9.56,14.95,0.969,1,人工智能,57.86
sz.300448,浩云科技,7.67,7.17,7.09,351983215.0,1.89,12.46,3.09,1.0,1,人工智能,54.62
sh.600601,方正科技,11.67,4.3,4.83,2095375270.0,1.25,11.57,16.12,0.987,1,人工智能,53.91
sz.300552,万集科技,27.48,8.32,4.34,308453386.0,2.15,2.38,3.31,1.0,1,人工智能,52.91
sz.300692,中赋科技,9.33,5.4,5.7,261336023.0,1.37,8.24,12.55,0.96,1,人工智能,52.22
sh.603936,博敏电子,12.72,2.39,1.69,594753697.0,1.82,6.44,8.44,1.0,1,军工,52.11
sz.300466,赛摩智能,8.96,4.31,1.85,174127562.0,4.04,1.82,3.46,1.0,1,人工智能,51.95
sh.600499,科达制造,16.04,9.53,8.74,979479975.0,1.53,11.93,17.08,0.972,0,,51.25
sh.600845,宝信软件,24.34,1.54,0.93,484676281.0,1.88,5.46,9.3,1.0,1,人工智能,50.79
sh.600566,济川药业,10.99,8.01,4.58,839825326.0,2.7,4.37,6.39,1.0,0,,50.27
sh.600415,小商品城,13.63,6.0,2.29,4442282849.0,3.96,10.54,1.94,0.999,0,,49.97
sz.300088,长信科技,11.46,5.9,4.6,233193813.0,1.33,4.75,8.63,1.0,1,人工智能,49.26
sz.300113,顺网科技,22.77,4.62,5.28,601002986.0,1.26,6.9,10.32,0.965,1,人工智能,48.67
sz.300277,汽轮科技,20.05,8.96,5.02,1414820907.0,1.94,0.2,2.4,1.0,1,人工智能,48.62
sz.300490,华自科技,18.8,15.92,12.25,1172176179.0,1.61,-4.42,16.41,0.906,1,人工智能,48.26
sz.300203,聚光科技,13.18,12.27,13.69,1210659205.0,0.78,-2.95,25.4,0.956,1,人工智能,47.49
sh.603939,益丰药房,15.02,7.3,10.02,1046606449.0,0.94,10.04,24.03,0.957,0,,47.15
sz.300263,隆华科技,10.46,7.5,5.17,777767835.0,1.96,2.65,7.5,0.932,1,人工智能,46.78
sz.300387,富邦科技,8.86,4.84,2.92,123459418.0,1.96,2.9,1.26,0.974,1,人工智能,45.66
sh.600546,山煤国际,14.33,3.74,1.34,406131162.0,4.37,3.92,7.58,1.0,0,,45.52
sz.300410,正业科技,9.57,9.3,11.23,328720296.0,1.01,-0.62,17.28,0.947,1,人工智能,44.81
sz.300250,初灵信息,21.87,7.21,5.34,250866278.0,1.93,-0.41,2.63,0.966,1,人工智能,44.7
sz.300828,锐新科技,22.05,10.41,10.69,197501273.0,0.94,1.66,9.43,0.959,1,人工智能,44.62
