股票代码,股票名称,最新价,最新换手率%,近5日换手均值%,最新成交额,成交额放大倍数,5日涨跌幅%,20日涨跌幅%,距20日高点比,题材命中数,题材标签,综合分
sh.603042,华脉科技,23.34,33.43,24.58,1223213142.0,2.03,18.0,15.49,1.0,1,人工智能,66.5
sh.600721,百花医药,10.2,24.18,11.65,984988421.0,4.11,6.36,17.65,0.911,1,医药医疗,66.11
sh.600654,中安科,4.48,29.11,11.63,3131369814.0,8.53,32.94,24.1,1.0,0,,64.64
sh.603158,腾龙股份,13.16,17.82,10.14,1134744025.0,2.92,7.17,7.43,1.0,0,,61.93
sh.603002,宏昌电子,11.1,6.74,4.72,841746226.0,2.03,9.47,3.16,1.0,1,军工,58.53
sh.600345,长江通信,49.42,11.36,10.17,1141503376.0,1.41,16.12,10.16,1.0,1,算力,56.95
sh.600594,益佰制药,5.06,9.62,20.06,377500878.0,0.84,16.06,26.5,1.0,1,医药医疗,56.61
sh.603203,快克智能,44.2,4.8,2.77,519103908.0,3.52,20.37,5.26,1.0,1,人工智能,56.47
sh.600110,诺德股份,10.16,17.55,16.99,2985254085.0,1.19,11.89,23.9,1.0,0,,56.46
sh.603175,超颖电子,88.49,18.34,11.25,709386810.0,1.68,11.17,11.5,0.9,1,军工,56.4
sh.603196,璞源材料,31.33,6.04,3.21,454111167.0,2.98,11.18,14.59,1.0,0,,56.06
sh.600641,先导基电,21.06,9.54,6.09,1881709598.0,2.52,12.86,16.1,0.999,0,,55.61
sh.600743,华远控股,2.41,8.04,3.48,425000375.0,6.38,26.84,23.59,1.0,0,,55.6
sh.603182,嘉华股份,17.35,14.89,4.65,425802385.0,9.8,17.79,13.7,1.0,0,,55.09
sh.600126,杭钢股份,9.49,13.21,4.54,4423797561.0,5.39,8.09,4.63,0.98,0,,53.8
sh.600522,中天科技,31.4,6.51,5.29,6900041051.0,1.44,7.68,4.63,1.0,1,人工智能,53.31
sh.603118,共进股份,14.41,12.21,9.49,1360078553.0,1.54,7.78,11.1,1.0,0,,53.12
sh.603061,金海通,315.18,7.18,3.59,1295008588.0,2.11,13.02,29.03,1.0,0,,52.08
sh.600105,永鼎股份,34.64,12.75,11.65,6371852515.0,1.41,13.54,21.67,1.0,0,,52.02
sh.600337,美克家居,2.86,9.84,3.49,401302602.0,4.84,12.16,13.04,1.0,0,,51.99
sh.601677,明泰铝业,17.66,13.32,4.49,2839290439.0,6.36,15.8,6.13,1.0,0,,51.38
sh.601208,东材科技,33.54,4.61,5.31,1562854038.0,1.17,9.86,4.71,1.0,1,人工智能,50.43
sh.600666,奥瑞德,6.56,34.63,23.28,5632436120.0,1.45,4.63,53.99,1.0,0,,50.29
sh.601133,柏诚股份,24.68,25.96,26.99,922303890.0,1.46,30.93,57.4,1.0,0,,49.6
sh.603186,华正新材,74.01,10.78,8.87,1244764390.0,1.96,19.06,5.37,1.0,0,,49.21
sh.600810,神马股份,9.05,6.96,4.41,674091170.0,2.89,12.7,5.48,1.0,0,,48.92
sh.600664,哈药股份,3.75,9.71,6.38,949834275.0,3.14,4.46,4.17,0.969,0,,48.76
sh.603162,海通发展,14.64,7.04,5.35,289861168.0,1.78,9.25,8.04,1.0,0,,48.71
sh.600619,海立股份,18.38,6.22,2.9,875522597.0,3.57,11.87,1.43,0.98,0,,48.55
sh.600699,均胜电子,26.62,4.12,3.07,1479005431.0,1.66,5.63,0.99,1.0,1,军工,48.48
