日期,获利比例,平均成本,90成本-低,90成本-高,90集中度,70成本-低,70成本-高,70集中度
2025-05-30,0.9324044555135271,27.57,26.39,29.61,0.05734783348634075,26.62,28.72,0.03802387438415879
2025-06-03,0.9240927295200593,27.61,26.39,29.61,0.05734783348634075,26.62,28.72,0.03802387438415879
2025-06-04,0.9060789162951368,27.61,26.39,29.61,0.05734783348634075,26.62,28.72,0.03802387438415879
2025-06-05,0.9006534693759359,27.61,26.39,29.61,0.05734783348634075,26.62,28.76,0.03866516692685862
2025-06-06,0.913633625899054,27.61,26.39,29.61,0.05734783348634075,26.62,28.76,0.03866516692685862
2025-06-09,0.9120815945084271,27.65,26.39,29.61,0.05734783348634075,26.62,28.79,0.039305605015613206
2025-06-10,0.9116628474994697,27.65,26.39,29.61,0.05734783348634075,26.62,28.79,0.039305605015613206
2025-06-11,0.9273948727298073,27.65,26.39,29.61,0.05734783348634075,26.62,28.79,0.039305605015613206
2025-06-12,0.93115128479596,27.65,26.39,29.61,0.05734783348634075,26.62,28.83,0.03994519035698895
2025-06-13,0.9752422655223649,27.69,26.39,29.64,0.05796879266814542,26.65,28.87,0.03989207380758965
2025-06-16,0.9635980447110905,27.69,26.39,29.64,0.05796879266814542,26.65,28.9,0.04052999461210803
2025-06-17,0.9792596655846582,27.72,26.39,29.68,0.058588934291821965,26.65,28.94,0.04116706827697104
2025-06-18,0.9794489503449804,27.72,26.39,29.68,0.058588934291821965,26.65,28.98,0.04180329648852308
2025-06-19,0.9772742347849137,27.72,26.39,29.72,0.059208259970910226,26.65,29.05,0.04307322327472158
2025-06-20,0.9351914235178771,27.72,26.39,29.75,0.05982677131470673,26.65,29.09,0.04370692519975146
2025-06-23,0.9678125947698161,27.76,26.39,29.75,0.05982677131470673,26.65,29.13,0.04433978837226651
2025-06-24,0.9540860574305745,27.76,26.39,29.83,0.061061357412478735,26.65,29.2,0.045603005111862514
2025-06-25,0.9917022389668644,27.8,26.39,29.86,0.061677435363956486,26.65,29.24,0.046233361994014864
2025-06-26,0.9959721821822619,27.8,26.39,29.9,0.062292705375174943,26.65,29.27,0.04686288675382404
2025-06-27,0.8698327740690895,27.83,26.39,29.94,0.06290716903442262,26.65,29.35,0.048119446488538796
2025-06-30,0.853042674118716,27.83,26.39,29.94,0.06290716903442262,26.65,29.38,0.04874648474366774
2025-07-01,0.8958309811393386,27.83,26.39,29.9,0.062292705375174943,26.65,29.42,0.049372697436928625
2025-07-02,0.8662945370239992,27.83,26.39,29.9,0.062292705375174943,26.65,29.42,0.049372697436928625
2025-07-03,0.8372073164632936,27.87,26.39,29.9,0.062292705375174943,26.65,29.42,0.049372697436928625
2025-07-04,0.8501838110966902,27.87,26.39,29.9,0.062292705375174943,26.65,29.42,0.049372697436928625
2025-07-07,0.8677294147070722,27.87,26.39,29.9,0.062292705375174943,26.69,29.46,0.049307778556076994
2025-07-08,0.7970699808770503,27.91,26.39,29.9,0.062292705375174943,26.69,29.46,0.049307778556076994
2025-07-09,0.8056486781051831,27.91,26.39,29.9,0.062292705375174943,26.69,29.46,0.049307778556076994
2025-07-10,0.7898843092736207,27.91,26.39,29.9,0.062292705375174943,26.69,29.46,0.049307778556076994
2025-07-11,0.906760940103244,27.94,26.39,29.9,0.062292705375174943,26.69,29.46,0.049307778556076994
2025-07-14,0.9443990007565651,27.94,26.39,29.9,0.062292705375174943,26.69,29.46,0.049307778556076994
2025-07-15,0.9150134392968265,27.94,26.39,29.9,0.062292705375174943,26.69,29.49,0.04993238820162169
2025-07-16,0.8852812776479868,27.94,26.39,29.9,0.062292705375174943,26.69,29.49,0.04993238820162169
2025-07-17,0.8291673770189495,27.98,26.43,29.9,0.061596603012872175,26.69,29.49,0.04993238820162169
2025-07-18,0.8524702771691932,27.98,26.43,29.9,0.061596603012872175,26.69,29.49,0.04993238820162169
2025-07-21,0.8480246096584684,27.98,26.43,29.9,0.061596603012872175,26.69,29.53,0.050556177642589885
2025-07-22,0.7953418960063066,28.02,26.43,29.9,0.061596603012872175,26.69,29.53,0.050556177642589885
2025-07-23,0.7463654055438722,28.02,26.43,29.9,0.061596603012872175,26.69,29.49,0.04993238820162169
2025-07-24,0.7171064176388054,28.05,26.43,29.9,0.061596603012872175,26.73,29.49,0.04924303017135382
2025-07-25,0.6762422513555746,28.09,26.43,29.9,0.061596603012872175,26.73,29.49,0.04924303017135382
2025-07-28,0.6425328933548314,28.09,26.43,29.9,0.061596603012872175,26.73,29.49,0.04924303017135382
2025-07-29,0.6393862971513541,28.13,26.43,29.9,0.061596603012872175,26.73,29.49,0.04924303017135382
2025-07-30,0.6623757283542464,28.13,26.43,29.9,0.061596603012872175,26.73,29.49,0.04924303017135382
2025-07-31,0.4317372693086103,28.13,26.43,29.9,0.061596603012872175,26.73,29.49,0.04924303017135382
2025-08-01,0.4750602141055281,28.09,26.43,29.9,0.061596603012872175,26.73,29.49,0.04924303017135382
2025-08-04,0.5108088337389598,28.09,26.43,29.9,0.061596603012872175,26.73,29.49,0.04924303017135382
2025-08-05,0.5047884621737995,28.09,26.43,29.86,0.0609812799988555,26.73,29.49,0.04924303017135382
2025-08-06,0.45943337476797674,28.09,26.43,29.86,0.0609812799988555,26.73,29.46,0.04861837798578963
2025-08-07,0.5006150374499259,28.05,26.43,29.86,0.0609812799988555,26.73,29.46,0.04861837798578963
2025-08-08,0.41724835788523934,28.05,26.43,29.86,0.0609812799988555,26.76,29.46,0.04792988270011774
2025-08-11,0.3856599156640542,28.05,26.43,29.86,0.0609812799988555,26.76,29.46,0.04792988270011774
2025-08-12,0.40430517365040103,28.05,26.43,29.86,0.0609812799988555,26.76,29.46,0.04792988270011774
