日期,获利比例,平均成本,90成本-低,90成本-高,90集中度,70成本-低,70成本-高,70集中度
2025-04-02,0.458003661865898,27.21,26.36,28.72,0.04289376967995399,26.54,28.31,0.03230021582416934
2025-04-03,0.6719621869531405,27.21,26.36,28.68,0.042251872373738224,26.54,28.31,0.03230021582416934
2025-04-07,0.6483489124178559,27.24,26.36,28.68,0.042251872373738224,26.54,28.28,0.03164859166827864
2025-04-08,0.8659495241694461,27.24,26.36,28.68,0.042251872373738224,26.54,28.28,0.03164859166827864
2025-04-09,0.9687126809272659,27.28,26.36,28.68,0.042251872373738224,26.54,28.31,0.03230021582416934
2025-04-10,0.8795128853377984,27.28,26.36,28.68,0.042251872373738224,26.54,28.35,0.032950963586434213
2025-04-11,0.8909567927729543,27.32,26.36,28.68,0.042251872373738224,26.54,28.39,0.03360083672192681
2025-04-14,0.8628579321889644,27.32,26.36,28.68,0.042251872373738224,26.54,28.39,0.03360083672192681
2025-04-15,0.917220716255437,27.32,26.36,28.68,0.042251872373738224,26.54,28.39,0.03360083672192681
2025-04-16,0.9468037450783425,27.32,26.36,28.68,0.042251872373738224,26.58,28.39,0.03290670613029351
2025-04-17,0.8830135107149947,27.35,26.36,28.68,0.042251872373738224,26.58,28.42,0.033555736688744314
2025-04-18,0.9705754404222673,27.35,26.36,28.68,0.042251872373738224,26.58,28.42,0.033555736688744314
2025-04-21,0.9193373337716632,27.35,26.36,28.72,0.04289376967995399,26.58,28.42,0.033555736688744314
2025-04-22,0.9133892846164103,27.35,26.36,28.72,0.04289376967995399,26.58,28.46,0.034203896683502405
2025-04-23,0.8634033115325396,27.35,26.36,28.72,0.04289376967995399,26.58,28.46,0.034203896683502405
2025-04-24,0.9527510064215191,27.39,26.36,28.72,0.04289376967995399,26.58,28.46,0.034203896683502405
2025-04-25,0.956826199625529,27.39,26.36,28.76,0.04353480714384877,26.58,28.46,0.034203896683502405
2025-04-28,0.9759013968027602,27.39,26.36,28.76,0.04353480714384877,26.58,28.5,0.034851187864962656
2025-04-29,0.9384177691897968,27.39,26.36,28.79,0.044174986491946254,26.58,28.5,0.034851187864962656
2025-04-30,0.9458685303952657,27.43,26.36,28.79,0.044174986491946254,26.58,28.5,0.034851187864962656
2025-05-06,0.8144645741192129,27.43,26.36,28.79,0.044174986491946254,26.58,28.5,0.034851187864962656
2025-05-07,0.8997715922657726,27.43,26.39,28.79,0.04347656886566892,26.58,28.53,0.035497611978830515
2025-05-08,0.8830088616019416,27.43,26.39,28.79,0.04347656886566892,26.58,28.53,0.035497611978830515
2025-05-09,0.9520568617297004,27.46,26.39,28.79,0.04347656886566892,26.58,28.53,0.035497611978830515
2025-05-12,0.9507484538665819,27.46,26.39,28.79,0.04347656886566892,26.58,28.53,0.035497611978830515
2025-05-13,0.9767993226065033,27.46,26.39,28.83,0.04411593132012364,26.58,28.53,0.035497611978830515
2025-05-14,0.9852413964391697,27.46,26.39,28.83,0.04411593132012364,26.58,28.57,0.03614317076613788
2025-05-15,0.9887176527330055,27.5,26.39,28.87,0.04475443961611985,26.58,28.57,0.03614317076613788
2025-05-16,0.9750516252613526,27.5,26.39,28.9,0.0453920954641888,26.62,28.57,0.035450125382776226
2025-05-19,0.9896764898351115,27.5,26.39,28.94,0.04602890057029744,26.62,28.61,0.036094852898283014
2025-05-20,0.9902966022871723,27.5,26.39,29.01,0.04729996535777185,26.62,28.61,0.036094852898283014
2025-05-21,0.9903096300679657,27.5,26.39,29.09,0.04856764753556987,26.62,28.61,0.036094852898283014
2025-05-22,0.9958140793610271,27.54,26.39,29.2,0.05046285788789998,26.62,28.61,0.036094852898283014
2025-05-23,0.9695470992221366,27.54,26.39,29.38,0.05360481877841175,26.62,28.65,0.03673871908785962
2025-05-26,0.9626043886313854,27.54,26.39,29.46,0.05485578875774773,26.62,28.65,0.03673871908785962
2025-05-27,0.949759090952898,27.57,26.39,29.53,0.056103455972887926,26.62,28.68,0.03738172567639076
2025-05-28,0.9709245693864276,27.57,26.39,29.57,0.05672605512861105,26.62,28.68,0.03738172567639076
2025-05-29,0.9452152783011164,27.57,26.39,29.61,0.05734783348634075,26.62,28.68,0.03738172567639076
