日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2025-06-10,29.3,0.17,113639952.0,5.69,82878560.0,4.15,30761392.0,1.54,-223200576.0,-11.17,109560624.0,5.48
2025-06-11,29.45,0.51,157977520.0,9.08,56855408.0,3.27,101122112.0,5.81,-99009584.0,-5.69,-58967936.0,-3.39
2025-06-12,29.46,0.03,114726928.0,6.02,22657520.0,1.19,92069408.0,4.83,-133999376.0,-7.03,19272448.0,1.01
2025-06-13,29.89,1.46,339651584.0,10.67,165571488.0,5.2,174080096.0,5.47,-241384912.0,-7.58,-98266656.0,-3.09
2025-06-16,29.73,-0.54,-17921184.0,-1.14,48418000.0,3.08,-66339184.0,-4.22,106205360.0,6.75,-88284144.0,-5.61
2025-06-17,29.94,0.71,154880848.0,6.46,129231856.0,5.39,25648992.0,1.07,-118482592.0,-4.94,-36398256.0,-1.52
2025-06-18,29.98,0.13,95490080.0,4.99,-69368256.0,-3.63,164858336.0,8.62,-124316832.0,-6.5,28826752.0,1.51
2025-06-19,29.99,0.03,141167120.0,8.22,206301664.0,12.02,-65134544.0,-3.79,-173675040.0,-10.12,32507936.0,1.89
2025-06-20,29.67,-1.07,-82375872.0,-4.8,-40576016.0,-2.36,-41799856.0,-2.44,-65206048.0,-3.8,147581928.0,8.6
2025-06-23,29.92,0.84,202037392.0,11.26,51837920.0,2.89,150199472.0,8.37,-75586816.0,-4.21,-126450606.0,-7.05
2025-06-24,29.85,-0.23,165332144.0,6.85,141696176.0,5.87,23635968.0,0.98,-108545808.0,-4.49,-56786336.0,-2.35
2025-06-25,30.15,1.01,153863264.0,6.39,-37588944.0,-1.56,191452208.0,7.95,-97523264.0,-4.05,-56340016.0,-2.34
2025-06-26,30.38,0.76,95736080.0,4.37,77521760.0,3.54,18214320.0,0.83,-54100112.0,-2.47,-41635984.0,-1.9
2025-06-27,29.49,-2.93,-487039984.0,-10.82,-35208096.0,-0.78,-451831888.0,-10.04,120445040.0,2.68,366594960.0,8.15
2025-06-30,29.41,-0.27,231376.0,0.01,96041824.0,4.21,-95810448.0,-4.2,-93734880.0,-4.11,93503520.0,4.1
2025-07-01,29.64,0.78,138414528.0,7.66,9954400.0,0.55,128460128.0,7.11,-202095440.0,-11.18,63680912.0,3.52
2025-07-02,29.52,-0.4,-79790204.0,-4.6,12883428.0,0.74,-92673632.0,-5.34,-74042288.0,-4.27,153832498.0,8.87
2025-07-03,29.36,-0.54,-252012816.0,-8.96,116693952.0,4.15,-368706768.0,-13.12,21224864.0,0.76,230787968.0,8.21
2025-07-04,29.43,0.24,-17788238.0,-0.87,-86070014.0,-4.2,68281776.0,3.33,-1585952.0,-0.08,19374192.0,0.95
2025-07-07,29.53,0.34,110257535.0,7.18,-52366353.0,-3.41,162623888.0,10.6,-84005776.0,-5.47,-26251760.0,-1.71
2025-07-08,29.19,-1.15,-367171024.0,-11.4,-155377952.0,-4.83,-211793072.0,-6.58,61745008.0,1.92,305426032.0,9.49
2025-07-09,29.25,0.21,88413312.0,4.4,18567808.0,0.92,69845504.0,3.47,-133000768.0,-6.61,44587456.0,2.22
2025-07-10,29.17,-0.27,-50294944.0,-1.77,-88053328.0,-3.11,37758384.0,1.33,-367588544.0,-12.96,417883488.0,14.74
2025-07-11,29.67,1.71,737617088.0,14.8,334927520.0,6.72,402689568.0,8.08,-586420928.0,-11.77,-151196160.0,-3.03
2025-07-14,29.88,0.71,213144928.0,9.02,2028080.0,0.09,211116848.0,8.93,-233403376.0,-9.88,20258448.0,0.86
2025-07-15,29.75,-0.44,42287313.0,2.47,145297777.0,8.48,-103010464.0,-6.01,-89109296.0,-5.2,46822000.0,2.73
2025-07-16,29.61,-0.47,-55349711.0,-4.71,-47638655.0,-4.06,-7711056.0,-0.66,-5979952.0,-0.51,61329662.0,5.22
2025-07-17,29.43,-0.61,-113087472.0,-6.1,58321744.0,3.14,-171409216.0,-9.24,-45300800.0,-2.44,158388272.0,8.54
2025-07-18,29.5,0.24,-118621715.0,-6.68,34968509.0,1.97,-153590224.0,-8.65,2357520.0,0.13,116264192.0,6.55
2025-07-21,29.51,0.03,-68732144.0,-2.99,37988288.0,1.65,-106720432.0,-4.64,-26883424.0,-1.17,95615584.0,4.16
2025-07-22,29.36,-0.51,-14145664.0,-0.51,19682544.0,0.71,-33828208.0,-1.22,-250985744.0,-9.05,265131440.0,9.56
2025-07-23,29.18,-0.61,-173891888.0,-5.53,-35932448.0,-1.14,-137959440.0,-4.39,-121724080.0,-3.87,295615968.0,9.41
2025-07-24,28.94,-0.82,-418075120.0,-8.67,34590176.0,0.72,-452665296.0,-9.38,-31866496.0,-0.66,449941616.0,9.33
2025-07-25,28.75,-0.66,-401789648.0,-13.81,-255286992.0,-8.77,-146502656.0,-5.03,-40091152.0,-1.38,441880816.0,15.18
2025-07-28,28.64,-0.38,17333344.0,0.72,-16287792.0,-0.67,33621136.0,1.39,-236953152.0,-9.78,219619792.0,9.07
2025-07-29,28.63,-0.03,-16098096.0,-0.78,31888624.0,1.55,-47986720.0,-2.33,-256207424.0,-12.45,272305536.0,13.24
2025-07-30,28.7,0.24,-138174720.0,-4.91,-75309136.0,-2.68,-62865584.0,-2.23,-24181680.0,-0.86,162356400.0,5.77
2025-07-31,27.84,-3.0,-1508985312.0,-20.93,-806592608.0,-11.19,-702392704.0,-9.74,245427056.0,3.4,1263558240.0,17.53
2025-08-01,27.99,0.54,-7575664.0,-0.28,91975856.0,3.36,-99551520.0,-3.64,-32440048.0,-1.18,40015696.0,1.46
2025-08-04,28.14,0.54,-168671408.0,-7.3,-108815168.0,-4.71,-59856240.0,-2.59,62071360.0,2.69,106600048.0,4.61
2025-08-05,28.1,-0.14,-85469520.0,-3.87,-87231808.0,-3.95,1762288.0,0.08,-41485792.0,-1.88,126955312.0,5.74
2025-08-06,27.97,-0.46,-15640672.0,-0.49,123571792.0,3.86,-139212464.0,-4.35,221053872.0,6.91,-205413200.0,-6.42
2025-08-07,28.06,0.32,109516752.0,3.71,33141632.0,1.12,76375120.0,2.59,-75586112.0,-2.56,-33930640.0,-1.15
2025-08-08,27.86,-0.71,-190788464.0,-8.28,40914464.0,1.78,-231702928.0,-10.05,-53474832.0,-2.32,244263296.0,10.6
2025-08-11,27.69,-0.61,-340340784.0,-9.9,142136192.0,4.14,-482476976.0,-14.04,37533632.0,1.09,302807136.0,8.81
2025-08-12,27.76,0.25,41736944.0,2.02,39026416.0,1.89,2710528.0,0.13,-141708688.0,-6.86,99971744.0,4.84
