序号,代码,名称,最新价,今日排行榜-主力净占比,今日排行榜-今日排名,今日排行榜-今日涨跌,5日排行榜-主力净占比,5日排行榜-5日排名,5日排行榜-5日涨跌,10日排行榜-主力净占比,10日排行榜-10日排名,10日排行榜-10日涨跌,所属板块
255,600021,上海电力,10.96,14.26,121.0,4.28,5.37,218,11.5,4.43,154,16.97,电力行业
256,300274,阳光电源,88.1,0.88,1602.0,4.24,1.84,932,16.83,0.78,945,16.77,光伏设备
257,000818,航锦科技,22.87,11.38,222.0,4.24,1.97,901,3.06,-0.56,1639,3.02,化学原料
258,000036,华联控股,3.94,2.44,1288.0,4.23,1.76,960,7.95,1.19,775,4.23,房地产开发
259,600255,鑫科材料,4.19,11.07,242.0,4.23,6.2,158,7.71,7.49,27,18.7,有色金属
260,688403,汇成股份,13.59,3.05,1173.0,4.22,3.79,465,19.63,1.94,551,25.6,半导体
261,301258,富士莱,39.02,3.63,1084.0,4.22,4.48,332,8.51,1.38,724,7.32,化学制药
262,000068,华控赛格,3.71,9.7,326.0,4.21,3.92,434,8.48,1.68,628,7.23,环保行业
263,688310,迈得医疗,19.36,-1.23,2112.0,4.2,-2.85,3104,9.69,-3.43,3512,7.38,专用设备
264,301196,唯科科技,89.82,8.23,476.0,4.2,3.51,528,12.9,1.03,841,18.34,塑料制品
265,301165,锐捷网络,67.62,3.07,1171.0,4.19,0.41,1489,8.73,-0.56,1642,5.39,通信设备
266,601567,三星医疗,24.4,4.49,938.0,4.18,3.61,507,7.39,3.78,197,12.44,电网设备
267,002005,ST德豪,2.76,13.62,143.0,4.15,-2.01,2661,6.98,0.02,1296,14.05,家电行业
268,600498,烽火通信,25.2,10.2,295.0,4.13,4.42,344,13.36,3.55,226,13.67,通信设备
269,600302,标准股份,7.6,2.94,1191.0,4.11,0.65,1393,9.99,0.79,942,18.94,专用设备
270,688159,有方科技,60.59,-7.16,3589.0,4.05,-5.35,4242,4.5,-8.27,5236,-3.21,通信设备
271,600228,*ST返利,4.38,11.67,207.0,4.04,0.94,1288,4.04,-3.35,3454,1.39,互联网服务
272,002338,奥普光电,51.19,11.34,225.0,4.04,-1.49,2383,2.61,-2.81,3078,2.42,仪器仪表
273,688581,安杰思,84.89,-7.2,3604.0,4.03,-8.25,5002,3.57,-6.75,4954,5.18,医疗器械
274,002017,东信和平,30.33,2.64,1246.0,4.01,-4.05,3707,11.67,-1.74,2349,11.92,通信设备
275,002444,巨星科技,33.68,8.63,424.0,4.01,0.79,1343,4.66,-1.9,2456,3.54,通用设备
276,601199,江南水务,5.97,9.42,352.0,4.01,1.5,1047,4.55,4.21,167,6.99,公用事业
277,301345,涛涛车业,171.6,-1.82,2265.0,4.0,-3.01,3191,12.36,-2.37,2783,6.35,交运设备
278,300655,晶瑞电材,11.2,6.36,668.0,3.99,1.1,1220,6.16,-1.38,2118,7.18,电子化学品
279,603186,华正新材,36.47,3.32,1124.0,3.99,4.87,280,10.85,1.91,562,5.5,电子元件
280,300475,香农芯创,37.0,9.97,308.0,3.96,5.47,208,7.59,3.08,292,8.03,电子元件
281,688205,德科立,72.83,13.38,151.0,3.94,-2.39,2856,8.39,-3.55,3596,12.95,光学光电子
282,000856,冀东装备,12.42,5.97,718.0,3.93,1.11,1215,4.99,0.58,1046,6.15,专用设备
283,002537,海联金汇,9.81,10.53,272.0,3.92,1.56,1029,3.92,-5.1,4394,-4.76,汽车零部件
284,688227,品高股份,32.97,8.57,437.0,3.91,2.01,887,2.17,-0.18,1422,14.2,软件开发
285,301188,力诺药包,25.06,-0.38,1828.0,3.9,-2.09,2533,11.92,0.04,1287,16.72,玻璃玻纤
286,603010,万盛股份,10.67,7.51,552.0,3.89,1.96,906,4.3,-1.62,2278,4.71,化学制品
287,688049,炬芯科技,51.57,1.3,1521.0,3.89,-6.05,4472,4.9,-5.61,4597,5.14,半导体
288,000547,航天发展,9.1,2.38,1301.0,3.88,2.12,855,8.85,0.49,1085,9.24,通信设备
289,603109,神驰机电,39.06,10.58,270.0,3.86,4.31,362,7.75,-0.68,1702,4.83,通用设备
290,603359,东珠生态,7.83,17.3,65.0,3.85,10.57,36,14.81,7.04,34,19.0,环保行业
291,600629,华建集团,15.97,-2.7,2465.0,3.84,-1.52,2396,19.18,-1.89,2449,34.88,工程咨询服务
292,300561,*ST汇科,13.06,1.11,1562.0,3.82,-1.66,2474,8.29,-2.91,3153,5.83,软件开发
293,002088,鲁阳节能,12.0,15.37,99.0,3.81,13.75,18,7.53,12.31,7,10.09,装修建材
294,002354,天娱数科,7.94,3.22,1140.0,3.79,2.12,853,19.58,1.06,829,18.33,互联网服务
295,300570,太辰光,126.6,4.12,1002.0,3.79,4.02,408,5.4,1.42,708,13.84,通信设备
296,301280,珠城科技,48.65,10.72,260.0,3.78,1.86,928,5.44,1.6,660,12.07,电子元件
297,002402,和而泰,27.97,-0.45,1845.0,3.78,-4.07,3513,4.91,-2.69,2809,11.52,消费电子
298,688130,晶华微,26.17,5.67,761.0,3.77,5.78,190,12.51,4.01,179,13.54,半导体
299,002364,中恒电气,18.99,-1.41,2163.0,3.77,4.09,398,12.9,2.81,354,13.04,电源设备
300,000669,ST金鸿,3.59,-0.36,1824.0,3.76,0.94,1195,8.46,-3.05,3245,13.25,燃气
301,603416,信捷电气,58.69,8.07,495.0,3.75,3.85,449,7.27,1.91,566,5.24,专用设备
302,300418,昆仑万维,36.3,3.25,1134.0,3.74,-4.61,3978,3.15,-2.31,2738,3.86,互联网服务
303,000520,凤凰航运,4.99,7.61,539.0,3.74,6.25,155,5.27,2.59,401,3.53,航运港口
304,601022,宁波远洋,9.98,6.41,665.0,3.74,1.35,1114,3.85,-4.57,4142,0.1,航运港口
305,688665,四方光电,62.0,19.73,41.0,3.73,8.82,67,8.01,2.85,346,9.64,仪器仪表
306,688029,南微医学,95.84,-9.12,4048.0,3.73,-5.36,4243,10.68,-4.15,3942,13.99,医疗器械
307,600525,ST长园,3.35,9.29,364.0,3.72,1.01,1261,4.36,-2.12,2631,5.02,电网设备
308,000668,*ST荣控,9.23,4.14,1000.0,3.71,-3.83,3607,7.58,-1.39,2136,18.03,房地产开发
309,300180,华峰超纤,8.73,13.15,157.0,3.68,0.54,1443,3.68,-8.01,5200,-5.21,塑料制品
310,603683,晶华新材,22.23,-0.96,2045.0,3.68,-8.61,5056,-11.08,-5.85,4687,13.77,化学制品
311,688167,炬光科技,104.0,7.63,537.0,3.65,3.1,622,20.85,2.12,502,19.55,半导体
312,300703,创源股份,33.25,-0.12,1773.0,3.65,3.27,581,43.38,2.93,331,47.78,家用轻工
313,300322,硕贝德,28.16,-2.98,2528.0,3.64,0.52,1449,36.43,0.19,1227,50.43,消费电子
314,603726,朗迪集团,19.72,2.34,1313.0,3.63,5.17,245,9.74,1.91,565,11.22,家电行业
315,301189,奥尼电子,31.53,7.47,556.0,3.61,5.49,205,10.44,2.71,376,12.69,通信设备
316,000977,浪潮信息,56.25,12.81,169.0,3.61,-0.42,1860,1.92,-0.31,1490,1.99,计算机设备
317,003007,直真科技,38.42,5.71,757.0,3.59,-3.45,3423,1.13,-2.66,2969,-1.61,软件开发
318,603301,振德医疗,23.66,2.85,1206.0,3.59,-1.57,2431,5.77,-1.36,2108,7.55,医疗器械
319,600577,精达股份,8.12,5.89,733.0,3.57,0.25,1568,4.64,-1.31,2077,2.53,电网设备
320,600654,中安科,3.49,7.72,528.0,3.56,6.06,172,14.43,5.25,97,15.18,软件开发
321,603078,江化微,19.47,8.6,431.0,3.56,-2.41,2864,4.73,-3.8,3747,3.62,电子化学品
322,000488,ST晨鸣,2.33,5.23,817.0,3.56,-6.15,4505,8.37,-2.31,2739,14.78,造纸印刷
323,301052,果麦文化,67.7,8.37,460.0,3.55,-3.47,3437,1.73,-0.75,1737,29.64,文化传媒
324,603298,杭叉集团,21.98,2.61,1259.0,3.53,-1.77,2518,3.05,-0.26,1464,2.23,工程机械
325,002020,京新药业,19.95,-5.28,3091.0,3.53,1.46,1067,5.0,1.75,610,22.09,化学制药
326,301022,海泰科,49.5,0.07,1772.0,3.51,6.0,178,30.3,4.24,166,52.12,汽车零部件
327,002006,精工科技,17.76,16.22,86.0,3.5,4.89,274,6.41,0.92,890,5.46,专用设备
328,300200,高盟新材,10.97,4.17,995.0,3.49,-4.53,3951,2.14,-3.41,3497,2.72,化学制品
329,301413,安培龙,93.0,12.44,184.0,3.48,5.55,201,9.7,1.67,633,7.43,电子元件
330,300077,国民技术,25.9,8.75,412.0,3.48,-0.32,1815,4.65,-2.49,2853,1.57,半导体
331,002955,鸿合科技,26.58,3.46,1103.0,3.46,0.3,1545,5.98,-2.28,2718,4.28,光学光电子
332,000025,特  力Ａ,18.24,7.32,567.0,3.46,4.15,386,6.85,1.94,552,6.05,珠宝首饰
333,301053,远信工业,32.32,6.3,676.0,3.46,-2.9,3130,5.97,-3.9,3804,9.78,专用设备
334,000638,*ST万方,4.23,4.45,948.0,3.42,-4.77,4035,1.68,-7.85,5170,-0.7,农牧饲渔
335,003040,楚天龙,27.56,-5.8,3237.0,3.41,2.71,710,17.38,0.44,1121,10.37,通信设备
336,301498,乖宝宠物,97.2,4.84,878.0,3.4,1.01,1265,5.49,-0.24,1455,6.38,农牧饲渔
337,300033,同花顺,318.05,1.39,1505.0,3.39,3.02,638,8.45,1.44,705,8.11,软件开发
338,301288,*ST清研,14.64,11.2,233.0,3.39,8.03,83,6.94,3.58,223,8.85,环保行业
339,605183,确成股份,21.33,3.34,1122.0,3.39,1.07,1236,3.34,-0.22,1444,6.07,橡胶制品
340,300920,润阳科技,59.0,2.43,1291.0,3.36,1.86,929,11.51,1.52,685,14.9,塑料制品
341,600196,复星医药,27.7,-0.89,2025.0,3.36,-1.8,2531,3.09,-0.32,1494,2.94,化学制药
342,301191,菲菱科思,94.38,5.11,836.0,3.35,0.26,1567,3.61,-0.84,1792,1.55,通信设备
343,600778,友好集团,7.14,0.97,1589.0,3.33,1.71,979,6.25,0.32,1170,7.21,商业百货
344,601699,潞安环能,14.6,-0.26,1801.0,3.33,-4.53,3727,2.46,-4.82,4030,-0.68,煤炭行业
345,002869,金溢科技,28.06,4.77,890.0,3.31,3.03,633,7.88,3.94,182,8.8,电子元件
346,301297,富乐德,42.59,4.75,893.0,3.3,-0.96,2120,4.41,-2.99,3212,3.0,半导体
347,301251,威尔高,57.52,-1.41,2165.0,3.29,0.31,1534,25.34,-0.6,1661,32.35,电子元件
348,600864,哈投股份,7.22,3.65,1080.0,3.29,-0.5,1882,5.87,-3.59,3619,3.29,证券
349,301528,多浦乐,66.28,3.02,1178.0,3.27,-1.1,2198,4.59,-1.84,2419,9.35,仪器仪表
350,000017,深中华A,6.65,10.28,286.0,3.26,4.2,380,5.39,0.47,1100,5.39,珠宝首饰
351,300211,*ST亿通,8.56,-5.88,3259.0,3.26,0.58,1423,17.91,-1.34,2095,20.06,通信服务
352,002700,万憬能源,7.94,2.73,1231.0,3.25,0.33,1523,5.31,-8.9,5297,5.31,燃气
353,300623,捷捷微电,32.64,7.3,571.0,3.23,3.54,523,8.58,1.02,842,7.3,半导体
354,603179,新泉股份,47.9,-1.21,2105.0,3.23,2.61,730,3.68,6.3,61,16.4,汽车零部件
355,002961,瑞达期货,22.42,7.7,530.0,3.22,0.96,1279,5.46,-3.52,3565,-0.8,多元金融
356,301611,珂玛科技,55.82,1.3,1522.0,3.22,-2.2,2771,2.25,-3.04,3241,1.9,非金属材料
357,300697,电工合金,15.13,1.2,1548.0,3.21,-0.8,2036,6.25,-2.63,2947,4.56,有色金属
358,688606,奥泰生物,77.67,-0.07,1758.0,3.2,2.48,720,5.79,2.97,320,6.85,医疗器械
359,688332,中科蓝讯,102.67,-0.4,1833.0,3.19,-4.43,3688,4.15,-3.8,3751,-0.71,半导体
360,300684,中石科技,33.78,7.96,507.0,3.18,4.85,282,12.04,1.79,598,11.37,消费电子
361,600289,ST信通,7.17,13.01,164.0,3.17,5.44,212,4.52,2.83,351,10.82,通信服务
362,300873,海晨股份,26.98,9.79,322.0,3.17,6.13,164,11.67,5.05,108,26.37,物流行业
363,301303,真兰仪表,17.95,2.67,1239.0,3.16,4.15,387,7.81,3.16,277,16.56,仪器仪表
364,300260,新莱应材,35.89,4.82,882.0,3.16,-0.92,2096,8.63,-2.14,2638,7.33,通用设备
365,301488,豪恩汽电,77.27,9.19,374.0,3.16,0.96,1280,6.36,-2.28,2722,2.89,汽车零部件
366,300394,天孚通信,106.85,8.61,428.0,3.13,-0.64,1959,3.54,-0.96,1870,5.71,通信设备
367,301205,联特科技,97.83,6.89,616.0,3.09,-2.41,2868,-0.97,-1.14,1984,4.26,通信设备
368,600729,重庆百货,31.48,-1.21,2106.0,3.08,-0.51,1890,8.85,-2.84,3101,7.48,商业百货
369,002640,跨境通,5.36,6.12,700.0,3.08,-2.81,3084,1.9,-6.23,4801,-4.63,贸易行业
370,301316,慧博云通,51.8,5.66,763.0,3.08,-2.04,2679,7.56,-1.42,2154,21.91,软件开发
371,600292,远达环保,12.42,16.52,78.0,3.07,9.07,61,3.07,3.36,250,0.4,环保行业
372,300905,宝丽迪,32.81,6.88,617.0,3.05,-1.38,2322,4.79,0.53,1072,5.33,塑料制品
373,688190,云路股份,101.32,11.14,238.0,3.05,2.81,694,2.76,2.52,418,1.01,小金属
374,300603,立昂技术,12.87,-1.29,2125.0,3.04,0.37,1504,8.42,-0.07,1356,9.25,通信服务
375,001212,中旗新材,45.8,7.46,557.0,3.04,5.04,258,13.11,2.13,499,8.2,装修装饰
376,300884,狄耐克,14.94,4.97,854.0,3.03,0.84,1319,6.49,1.68,631,10.42,计算机设备
377,301234,五洲医疗,43.85,3.58,1088.0,3.03,1.13,1208,4.16,-0.34,1511,13.1,医疗器械
378,600884,杉杉股份,11.69,2.47,1282.0,3.0,8.67,69,12.62,6.98,35,17.84,电子元件
379,002650,ST加加,6.19,8.64,422.0,3.0,-7.53,4870,3.0,-7.81,5161,0.49,食品饮料
380,603630,拉芳家化,25.12,8.07,494.0,2.99,4.96,267,10.86,1.34,736,9.46,美容护理
381,002749,国光股份,15.88,-1.06,2072.0,2.98,-5.58,4321,2.25,-2.38,2792,4.61,农药兽药
382,002652,扬子新材,4.16,9.67,327.0,2.97,-3.33,3357,3.48,0.32,1169,6.67,装修建材
383,688037,芯源微,115.96,3.37,1116.0,2.96,0.38,1502,0.92,-0.24,1453,-3.95,半导体
384,603848,好太太,21.01,1.63,1452.0,2.94,4.46,336,16.92,3.41,245,16.4,家用轻工
385,002713,*ST东易,4.9,5.01,848.0,2.94,2.13,850,7.69,-1.58,2253,10.11,装修装饰
386,688720,艾森股份,44.75,1.24,1536.0,2.94,-6.57,4627,2.17,-6.83,4977,-0.11,半导体
387,002093,国脉科技,12.65,4.6,920.0,2.93,-0.24,1779,2.68,-3.15,3312,2.76,通信服务
388,301392,汇成真空,161.4,-7.36,3639.0,2.93,-3.31,3351,0.5,-3.07,3261,0.88,专用设备
389,605228,神通科技,15.91,2.24,1325.0,2.91,3.83,455,15.71,-0.53,1623,20.35,汽车零部件
390,603375,盛景微,42.04,5.6,775.0,2.91,2.97,652,5.92,-1.24,2046,4.21,电子元件
391,603867,新化股份,28.09,4.8,886.0,2.89,0.26,1566,8.71,-2.48,2852,7.5,化学制品
392,600160,巨化股份,28.95,7.87,513.0,2.88,-0.49,1878,5.81,1.6,658,9.58,化学制品
393,603297,永新光学,92.03,4.53,930.0,2.87,-2.42,2877,4.44,-1.51,2218,3.57,光学光电子
394,300237,美晨科技,2.16,8.11,491.0,2.86,1.34,1116,3.35,2.01,530,5.37,汽车零部件
395,603393,新天然气,30.35,7.82,517.0,2.85,1.12,1211,4.01,-0.92,1850,3.76,燃气
396,601001,晋控煤业,14.5,-6.09,3308.0,2.84,-0.65,1965,6.62,-1.79,2385,2.69,煤炭行业
397,600237,铜峰电子,7.96,10.94,247.0,2.84,-0.95,2112,3.51,-8.23,5227,2.71,电子元件
398,300184,力源信息,10.49,8.18,484.0,2.84,-0.24,1778,5.22,0.0,1307,7.04,贸易行业
399,300991,创益通,34.17,5.52,783.0,2.83,0.38,1501,3.89,-1.51,2216,8.58,电子元件
400,300720,海川智能,26.66,5.34,806.0,2.82,3.89,439,17.81,2.07,513,19.93,仪器仪表
401,601696,中银证券,15.34,1.7,1432.0,2.82,-1.7,2490,3.93,-9.15,5316,-14.3,证券
402,600985,淮北矿业,13.24,-2.53,2429.0,2.8,-0.57,1922,4.83,-1.14,1980,2.08,煤炭行业
403,688449,联芸科技,47.44,5.1,838.0,2.8,1.76,962,9.69,-1.13,1975,8.11,半导体
404,600769,祥龙电业,11.03,10.62,267.0,2.8,2.57,740,4.55,-2.4,2803,4.55,工程建设
405,300324,旋极信息,5.18,4.53,929.0,2.78,-0.06,1703,7.02,-1.34,2091,7.25,互联网服务
406,301312,智立方,47.4,5.94,724.0,2.78,-3.04,3206,4.73,-1.87,2435,8.34,专用设备
407,688139,海尔生物,35.28,6.04,712.0,2.77,-0.79,2033,4.41,-2.02,2548,5.98,医疗器械
408,000753,漳州发展,5.56,11.62,209.0,2.77,-2.27,2801,2.77,-2.71,3006,-1.42,汽车服务
409,002913,奥士康,40.06,-1.2,2097.0,2.77,-3.8,3591,5.06,-1.81,2399,5.42,电子元件
410,301658,首航新能,35.6,3.24,1137.0,2.77,1.6,1017,7.07,-1.1,1957,5.39,光伏设备
411,600761,安徽合力,19.04,-1.72,2236.0,2.75,-1.85,2569,4.9,-3.83,3764,4.9,工程机械
412,301292,海科新源,21.03,12.45,183.0,2.74,6.04,173,4.16,3.27,258,5.36,化学制品
413,000997,新 大 陆,30.01,2.67,1237.0,2.74,-4.5,3933,1.66,-8.84,5295,-2.53,互联网服务
414,002249,大洋电机,7.14,7.08,589.0,2.73,0.47,1470,6.09,-0.88,1820,5.47,电机
415,600617,国新能源,3.02,5.13,829.0,2.72,3.13,612,4.14,2.34,456,7.09,燃气
416,603855,华荣股份,22.28,9.44,350.0,2.72,-1.0,2145,4.11,2.01,531,6.45,专用设备
417,003026,中晶科技,36.69,2.02,1374.0,2.72,-1.39,2329,5.67,-5.05,4368,3.06,半导体
418,600885,宏发股份,26.6,-0.6,1962.0,2.7,2.23,824,8.48,0.94,877,12.66,电网设备
419,600583,海油工程,5.72,9.27,367.0,2.69,-3.21,3290,2.69,-1.91,2461,1.6,采掘行业
420,000901,航天科技,19.15,-13.39,4760.0,2.68,-4.79,3817,30.9,-2.51,2690,44.53,汽车零部件
421,002884,凌霄泵业,17.22,7.0,601.0,2.68,3.42,548,4.62,0.46,1115,5.58,通用设备
422,300165,ST天瑞,4.61,2.36,1308.0,2.67,-1.56,2423,8.47,-1.68,2315,12.99,仪器仪表
423,301091,深城交,33.51,3.61,1085.0,2.67,4.8,289,11.92,3.01,310,14.13,工程咨询服务
424,300653,正海生物,22.78,4.77,888.0,2.66,-0.88,2068,3.5,-3.8,3750,1.47,医疗器械
425,002765,蓝黛科技,13.1,-0.19,1787.0,2.66,-4.4,3670,1.24,-2.96,3188,3.56,光学光电子
426,688226,威腾电气,45.56,8.55,441.0,2.66,1.72,977,11.53,1.24,765,21.36,电网设备
427,300465,高伟达,15.9,9.65,330.0,2.65,-1.19,2238,3.18,-7.16,5049,-1.12,软件开发
428,002901,大博医疗,62.68,-0.22,1796.0,2.65,0.62,1314,17.6,1.62,603,41.49,医疗器械
429,000922,佳电股份,12.0,6.56,654.0,2.65,2.99,644,3.63,-1.66,2304,0.93,电机
430,002272,川润股份,13.95,1.63,1450.0,2.65,-1.46,2371,6.73,-0.48,1592,23.45,工程机械
431,300005,探路者,9.32,9.01,389.0,2.64,4.18,382,6.51,2.7,378,7.87,纺织服装
432,000627,*ST天茂,1.56,18.06,51.0,2.63,15.09,11,9.86,4.95,112,1.3,保险
433,600168,武汉控股,5.07,0.33,1710.0,2.63,-0.68,1983,5.19,-1.53,2226,4.97,公用事业
434,300314,戴维医疗,15.65,-3.23,2594.0,2.62,1.59,1021,12.35,-0.72,1714,9.06,医疗器械
435,002611,东方精工,17.25,-4.55,2801.0,2.62,-1.78,2367,21.31,-1.72,2188,24.55,专用设备
436,000615,*ST美谷,3.15,13.49,148.0,2.61,2.27,817,2.27,3.18,273,3.96,美容护理
437,603308,应流股份,27.5,-1.25,2116.0,2.61,-0.36,1831,3.42,-3.87,3789,-0.33,通用设备
438,002008,大族激光,34.76,-8.87,3993.0,2.6,6.08,168,30.04,4.03,178,26.63,通用设备
439,000567,海德股份,6.72,2.94,1192.0,2.6,-3.7,3540,3.07,-7.44,5099,-1.75,多元金融
440,603300,海南华铁,11.09,4.96,855.0,2.59,-3.6,3496,2.31,-7.91,5181,-4.4,专用设备
441,600419,天润乳业,11.5,-6.87,3501.0,2.59,-2.44,2883,6.78,-4.75,4221,6.19,食品饮料
442,002199,*ST东晶,11.16,0.82,1614.0,2.57,-4.98,4116,12.16,-3.8,3749,24.28,电子元件
443,300422,博世科,5.58,13.69,139.0,2.57,6.79,131,7.31,3.0,314,9.84,环保行业
444,688737,中自科技,24.78,8.21,481.0,2.57,5.77,191,12.43,-0.23,1451,11.92,化学制品
445,300458,全志科技,41.08,7.42,561.0,2.57,-0.78,2025,3.11,-3.65,3660,0.0,半导体
446,688155,先惠技术,56.29,-0.98,2050.0,2.57,-0.41,1856,4.2,-2.14,2641,-1.04,电池
447,002963,豪尔赛,13.6,-0.94,2040.0,2.56,-2.73,3035,-0.51,-3.88,3795,0.67,装修装饰
448,300450,先导智能,26.85,0.1,1769.0,2.56,0.71,1364,4.76,-4.14,3937,0.45,电池
449,688302,海创药业-U,58.14,6.18,693.0,2.56,-9.06,5125,0.54,-2.74,3029,1.18,生物制品
450,301358,湖南裕能,34.89,-6.78,3474.0,2.56,-2.26,2795,12.33,-2.12,2630,7.16,电池
451,000062,深圳华强,26.96,15.84,91.0,2.55,6.0,177,4.29,0.9,899,1.85,电子元件
452,603856,东宏股份,12.46,11.06,243.0,2.55,5.95,182,3.32,0.47,1104,3.32,装修建材
453,002353,杰瑞股份,46.99,0.89,1601.0,2.55,-3.68,3534,16.75,-3.03,3233,19.45,专用设备
454,688110,东芯股份,86.78,-6.16,3324.0,2.54,1.9,916,42.57,-3.25,3382,88.65,半导体
455,002126,银轮股份,30.63,1.98,1378.0,2.54,3.35,564,6.65,-1.78,2379,1.66,汽车零部件
456,600378,昊华科技,27.87,11.9,203.0,2.54,5.15,246,7.69,4.57,139,8.7,化学制品
457,600075,新疆天业,4.86,3.16,1152.0,2.53,-2.14,2730,9.71,-2.35,2769,6.58,化学原料
458,000090,天健集团,3.67,-0.81,2006.0,2.51,-0.32,1817,3.97,-2.01,2534,-0.27,房地产开发
459,688518,联赢激光,23.28,-2.33,2386.0,2.51,-0.15,1741,3.47,-1.67,2312,0.69,专用设备
460,301533,威马农机,44.84,-3.22,2591.0,2.51,0.96,1281,7.22,2.64,388,16.89,专用设备
461,300846,首都在线,20.82,4.02,1021.0,2.51,-3.29,3339,2.11,-2.91,3152,-0.57,互联网服务
462,300287,飞利信,5.72,9.15,380.0,2.51,-0.67,1976,2.69,-3.53,3574,1.78,互联网服务
463,301112,信邦智能,50.06,-0.03,1816.0,2.5,1.91,914,23.73,1.95,548,32.61,专用设备
464,688103,国力股份,63.97,8.52,445.0,2.5,0.55,1441,6.63,-1.6,2272,1.77,电子元件
465,002287,奇正藏药,29.67,-2.46,2417.0,2.49,-4.46,3921,-7.89,-6.82,4973,13.85,中药
466,688143,长盈通,51.66,-7.01,3551.0,2.48,3.62,505,8.64,2.19,491,18.98,电子元件
467,300576,容大感光,38.41,6.37,666.0,2.48,-3.62,3507,1.78,-3.99,3845,0.37,电子化学品
468,600279,重庆港,5.8,6.16,696.0,2.47,7.02,115,3.39,3.1,288,0.87,航运港口
469,300889,爱克股份,15.42,10.87,249.0,2.46,1.11,1219,2.25,-0.88,1824,13.47,光学光电子
470,300249,依米康,17.89,0.43,1689.0,2.46,1.03,1251,10.5,1.74,612,18.63,软件开发
471,688530,欧莱新材,19.18,9.02,388.0,2.46,-0.36,1833,5.33,-2.65,2965,6.61,半导体
472,603701,德宏股份,20.53,10.84,250.0,2.45,2.42,782,6.37,1.61,655,13.43,汽车零部件
473,603619,中曼石油,19.67,-1.29,2127.0,2.45,-3.05,3210,3.04,-3.81,3754,1.18,采掘行业
474,301004,嘉益股份,71.2,-0.62,1969.0,2.45,-0.39,1848,2.93,-1.38,2126,-1.64,家用轻工
475,002620,ST瑞和,4.21,3.12,1160.0,2.43,2.39,787,9.07,0.04,1286,7.4,装修装饰
476,600967,内蒙一机,26.24,-7.08,3566.0,2.42,-2.12,2715,21.99,-3.07,3256,21.54,交运设备
477,300753,爱朋医疗,35.09,-1.05,2066.0,2.42,-4.13,3758,7.64,-1.86,2428,20.29,医疗器械
478,002078,太阳纸业,14.88,22.59,27.0,2.41,6.39,147,4.49,6.84,43,4.64,造纸印刷
479,688539,高华科技,34.55,6.99,603.0,2.4,1.47,1064,21.02,1.82,589,23.84,电子元件
480,002943,宇晶股份,33.43,7.39,564.0,2.39,0.61,1412,15.79,-1.6,2265,19.99,通用设备
481,000783,长江证券,7.7,6.85,621.0,2.39,4.39,348,3.77,1.04,836,1.05,证券
482,002213,大为股份,18.96,-2.04,2309.0,2.38,2.35,792,12.12,0.63,1025,9.22,半导体
483,002211,ST宏达,3.01,8.6,432.0,2.38,-3.98,3679,2.73,-4.62,4166,2.03,化学制品
484,301252,同星科技,30.91,-1.64,2215.0,2.38,0.01,1665,11.11,-1.4,2141,11.51,通用设备
485,300333,兆日科技,15.08,8.62,426.0,2.38,0.28,1553,6.8,-2.81,3076,4.87,软件开发
486,000410,沈阳机床,6.88,8.4,457.0,2.38,0.14,1614,3.15,-4.04,3877,3.46,通用设备
487,000021,深科技,19.4,5.12,831.0,2.37,0.96,1277,4.3,-3.75,3721,1.68,消费电子
488,001238,浙江正特,45.7,2.42,1294.0,2.37,2.13,852,6.43,-3.11,3286,16.52,装修建材
489,600748,上实发展,3.89,6.73,632.0,2.37,-1.83,2552,4.57,3.0,312,10.51,房地产开发
490,688108,赛诺医疗,25.11,-14.03,4848.0,2.36,-7.48,4596,72.46,-6.58,4638,80.13,医疗器械
491,301021,英诺激光,34.29,-4.45,2777.0,2.36,-1.73,2350,7.49,-1.86,2429,8.89,电子元件
492,000419,通程控股,6.09,27.75,14.0,2.35,7.73,98,3.75,3.17,274,4.82,商业百货
493,603341,龙旗科技,41.32,7.21,582.0,2.35,0.0,1670,2.56,-0.12,1391,2.23,消费电子
494,601101,昊华能源,7.84,-2.37,2394.0,2.35,-0.91,2087,4.53,-2.29,2726,2.22,煤炭行业
495,000926,福星股份,3.06,19.54,45.0,2.34,3.19,600,5.88,2.27,472,8.9,房地产开发
496,600309,万华化学,62.9,6.61,645.0,2.34,2.84,684,3.13,-0.49,1604,1.52,化学制品
497,600104,上汽集团,18.01,-2.23,2364.0,2.33,-8.09,4975,0.45,-5.51,4560,2.39,汽车整车
498,603587,地素时尚,13.15,13.6,144.0,2.33,3.5,531,3.3,3.21,269,4.7,纺织服装
499,688757,胜科纳米,29.48,5.53,781.0,2.33,-3.95,3668,0.86,-0.82,1779,5.97,专业服务
500,300661,圣邦股份,76.38,-0.08,1761.0,2.32,-1.88,2429,0.9,-0.15,1312,5.25,半导体
501,603987,康德莱,9.25,2.2,1331.0,2.32,1.65,1001,5.35,1.31,744,9.99,医疗器械
502,600692,亚通股份,8.83,4.76,891.0,2.32,3.4,557,5.24,2.2,486,12.48,房地产开发
503,601666,平煤股份,8.42,15.59,93.0,2.31,3.22,595,2.06,0.71,985,1.45,煤炭行业
504,603125,常青科技,17.68,10.26,288.0,2.31,0.45,1474,3.45,-2.93,3163,4.12,化学制品
