序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
157,002917,金奥博,415595839.77,720346387.06,276377517.5,3280802661.03,3.3339354476,330548280.03,,1355854524.39,0.0565062365,41.3269149192,1924948136.64,2025-08-06
158,002891,中宠股份,1386890285.27,641544783.62,603881980.57,5217900430.79,29.6468700122,389032692.27,,2136152155.05,34.837760263,40.93892138,3081748275.74,2025-08-06
159,000404,长虹华意,6099630166.71,3158851303.94,1299275406.13,15777095140.47,4.4417668598,2972465510.18,0.0,10204358285.44,2.533002225,64.678308615,5572736855.03,2025-08-06
160,688622,禾信仪器,42486523.56,97963595.15,110770504.28,827955211.07,-16.7156728564,87672886.82,,464958120.5,-22.5382828808,56.1574000965,362997090.57,2025-08-05
161,688469,芯联集成,2129779049.41,1393138793.67,2389004396.88,33187412031.69,-8.1551696852,2003702298.61,,13486163574.34,-30.2795968915,40.6363821363,19701248457.35,2025-08-05
162,688255,凯尔达,203524546.27,127696414.6,168369551.2,1211300467.52,0.3018487191,74949273.7,,160902525.48,-12.3632279397,13.2834527679,1050397942.04,2025-08-05
163,301368,丰立智能,197289859.66,176651664.29,164433468.73,1462921401.14,17.3690271794,141374823.38,,490330327.85,77.5324630098,33.5172024599,972591073.29,2025-08-05
164,300768,迪普科技,2333512840.46,130954224.04,355390809.39,3825305499.16,3.5171092033,212782574.03,2367371.2,477016093.29,-4.3788380364,12.4700130067,3348289405.87,2025-08-05
165,300653,正海生物,49300436.41,56744406.77,29665575.98,940627219.98,-2.016980213,13096941.76,,87071732.58,2.5839595987,9.2567736432,853555487.4,2025-08-05
166,300172,中电环保,400207625.94,774828164.95,102921936.7,2757600561.59,3.1931696393,442942241.79,96078.02,809262053.56,6.5298067326,29.3466017099,1948338508.03,2025-08-05
167,002843,泰嘉股份,411417368.02,432980005.78,219936561.83,2487458426.42,-2.0465668039,256443499.97,,1086369772.26,-5.5220613406,43.6738865953,1401088654.16,2025-08-05
168,001258,立新能源,455126856.75,2189450491.77,208046.02,16775516283.21,56.5023341987,1789799904.43,0.0,13559990257.01,74.8670351632,80.8320294177,3215526026.2,2025-08-05
169,000601,韶能股份,362545200.17,2071206658.52,719334302.75,13024161383.82,1.256491773,401587665.41,,8570312447.96,6.0898095505,65.8031806839,4453848935.86,2025-08-05
170,689009,九号公司,8430753730.03,1741555073.2,1907337586.25,19619969958.56,51.2072754678,3923941644.12,,12687226853.55,74.3439150716,64.6648638114,6932743105.01,2025-08-02
171,688475,萤石网络,3779860645.21,1029213701.32,753678681.79,8416293719.12,5.4258829936,1436511078.78,,2892714000.01,6.6208694385,34.3704021812,5523579719.11,2025-08-02
172,688005,容百科技,2818977448.08,3576592188.79,2002454638.4,23677412940.18,-4.1071673798,3276512748.54,,14621661202.2,-0.6750688182,61.7536267123,9055751737.98,2025-08-02
173,002577,雷柏科技,278117420.91,118594582.32,88735624.48,1343200072.65,3.4697297735,73946713.98,,149119901.75,15.1086867848,11.101838422,1194080170.9,2025-08-02
174,002415,海康威视,31286076526.36,34838491117.63,19124924891.72,124414765281.12,-2.6382234493,15820376447.17,,38605886425.59,-19.2996154603,31.0299877497,85808878855.53,2025-08-02
175,000820,*ST节能,16448470.54,134802313.89,4283560.25,475441232.61,39.3413249109,66192321.59,,247408354.38,13.2306415025,52.0376310279,228032878.23,2025-08-02
176,000802,北京文化,116358161.85,118829680.93,39517111.67,2044160736.54,-21.5530715584,182298958.88,240174389.17,1212683645.34,-13.8206787681,59.3242803104,831477091.2,2025-08-02
177,000408,藏格矿业,3313925156.23,49168584.59,408523895.3,16893419019.81,22.1630081382,275029717.67,476190.47,1188202822.4,66.0866309125,7.033524836,15705216197.41,2025-08-02
178,301211,亨迪药业,540169434.72,68213591.54,115895947.25,2392174132.73,-1.5087708366,85318671.02,,135285098.76,-3.7775421496,5.6553198577,2256889033.97,2025-08-01
179,300890,翔丰华,309599084.64,669330668.46,783842241.67,4711012343.51,12.6590252779,412387370.42,,2452503616.78,12.0989348824,52.0589511967,2258508726.73,2025-08-01
180,300641,正丹股份,1194540929.3,231813011.76,185379014.29,3388746163.9,32.7281615189,46120370.25,,115060054.81,-74.3133979814,3.3953577295,3273686109.09,2025-08-01
181,300463,迈克生物,659871130.65,1320355324.96,1035486438.13,8010813632.54,-3.5206331831,252965231.81,,1638527023.76,2.0641703294,20.4539401229,6372286608.78,2025-08-01
182,002852,道道全,168750434.68,83488712.89,1667040271.95,4447542959.43,-12.1908989442,653790304.59,,2139982520.45,-29.0262106608,48.1160618339,2307560438.98,2025-08-01
183,002657,中科金财,381069445.4,182337731.04,374148786.61,2210628233.99,-6.1163249114,201809760.03,,458047616.52,-13.3031508346,20.7202463751,1752580617.47,2025-08-01
184,002458,益生股份,1765039252.38,44734240.32,381773786.4,7554529850.4,19.3366951105,356575762.46,619963.89,3199407866.19,69.1175938173,42.3508534554,4355121984.21,2025-08-01
185,002271,东方雨虹,5074625075.72,9408638907.17,2068623905.84,44057392307.77,-6.8392402234,3361141222.76,,20950159133.12,6.866161714,47.5519726333,23107233174.65,2025-08-01
186,688668,鼎通科技,59081232.84,534463352.77,323673341.8,2368555763.0,21.1059852999,237243832.43,,502622963.45,126.8133853168,21.2206514747,1865932799.55,2025-07-31
187,605128,上海沿浦,507757938.39,933494780.5,203717994.23,2840138538.89,21.4919648571,665089564.08,,811748049.52,-26.2570088115,28.5812835679,2028390489.37,2025-07-31
188,603309,维力医疗,342912427.4,234976560.27,199549101.65,2814604974.4,1.4376085842,181254624.72,449930.84,941876867.29,-4.3320517066,33.4639097087,1872728107.11,2025-07-31
189,603101,汇嘉时代,160772136.09,139822983.91,290604065.48,4795496432.08,12.2112388062,538975635.99,34837032.09,3390077580.04,21.9603807591,70.6929434325,1405418852.04,2025-07-31
190,600897,厦门空港,122919120.16,250761542.18,287811.72,6038260887.39,6.92465344,322676798.83,17488899.42,1149141244.58,6.2245823882,19.0309969379,4889119642.81,2025-07-31
191,600530,交大昂立,119812614.08,37599673.95,40304794.31,736926378.63,-7.1965650356,18199029.41,409430.98,366299579.7,-18.4309716696,49.7064008458,370626798.93,2025-07-31
192,600178,东安动力,1069100206.89,1030404524.72,1011637932.83,7491982967.88,-2.9969883657,1435807787.56,,3967775371.64,-5.6590630246,52.9602828604,3524207596.24,2025-07-31
193,300854,中兰环保,133518447.63,350698424.19,23864916.85,1626941509.55,-1.7079739261,431527125.57,,622139414.41,-4.3485595113,38.2398144468,1004802095.14,2025-07-31
194,300750,宁德时代,350577746000.0,63800375000.0,72272139000.0,867181431000.0,21.2414038268,133420147000.0,,542792019000.0,9.5637029046,62.5926708756,324389412000.0,2025-07-31
195,300590,移为通信,636100531.52,178557860.7,336120404.59,1963979077.42,1.0589428392,107480116.1,,171368509.07,13.5802841233,8.7255771225,1792610568.35,2025-07-31
196,300508,维宏股份,31288352.39,86097235.53,65866692.58,976296804.04,14.863375158,58853417.37,,185312731.44,25.0418436652,18.9811879618,790984072.6,2025-07-31
197,002873,新天药业,94467566.35,276406588.84,146199483.75,1883979684.92,0.167080846,82295885.11,66165.41,697615625.43,-19.3646442898,37.0288295046,1186364059.49,2025-07-31
198,002787,华源控股,445839516.63,682955860.31,375707747.23,2722649521.35,0.1267150976,293673448.54,,855519917.38,-20.7708146307,31.4223300014,1867129603.97,2025-07-31
199,002693,*ST双成,4778221.6,17255802.35,79551897.39,754379967.86,-7.9845700923,12048882.42,2286962.36,365798877.36,12.1442984583,48.490004102,388581090.5,2025-07-31
200,002688,金河生物,625272499.32,590295855.78,679736654.36,5784985605.48,2.1859747295,266358082.31,,3209802710.52,1.1639558579,55.4850595908,2575182894.96,2025-07-31
201,002138,顺络电子,689210143.52,2479103159.81,1144101007.71,13357834475.13,6.0355053471,718408429.71,,6432619792.43,5.8408643871,48.1561573802,6925214682.7,2025-07-31
202,002136,安纳达,370806430.12,294059479.64,242929189.6,2088735434.51,6.0207090606,217096861.79,,747819275.42,36.427437615,35.8024890594,1340916159.09,2025-07-31
203,001339,智微智能,1700619663.05,495788494.93,1371145297.23,5731371519.64,47.9607872449,742741285.81,,3348561322.44,86.4690605556,58.4251310697,2382810197.2,2025-07-31
204,000921,海信家电,5157253114.76,12467487459.89,6258888422.7,74812977278.5,5.7850312692,17469018721.95,2173017.55,55297948921.09,6.9405465499,73.9149154768,19515028357.41,2025-07-31
205,688313,仕佳光子,317600373.47,503413056.6,534785195.15,2315786441.1,50.7978275146,278088086.15,,924724483.42,134.2142123421,39.9313368024,1391061957.68,2025-07-30
206,688100,威胜信息,1353064606.88,2213747512.42,333457918.97,5090813569.07,15.5707844826,1095995513.1,,1773363792.16,30.1710292482,34.8345852406,3317449776.91,2025-07-30
207,605507,国邦医药,1558068520.04,904916262.57,1484045023.6,10808092633.22,7.1491436055,480848685.62,,2746711183.53,9.3869300524,25.4134681922,8061381449.69,2025-07-30
208,603285,键邦股份,376993395.2,84298072.57,32239240.03,1763802115.32,53.1170077671,24264585.14,,124118139.74,5.7520566761,7.0369651256,1639683975.58,2025-07-30
209,600885,宏发股份,3471143455.37,4330311843.48,3081540249.81,21154835853.24,11.3921178377,1423375679.9,854786.92,7911319210.11,7.5197905529,37.3972138805,13243516643.13,2025-07-30
210,600711,ST盛屯,7627695159.1,902186855.76,8724454777.09,40632777772.51,3.8972820225,3001077485.79,,22668981074.62,2.914551447,55.7898876654,17963796697.89,2025-07-30
211,600663,陆家嘴,9904850508.38,585007874.9,61081819777.06,167667228386.6,6.3338815442,7284846841.78,605069420.44,117916758038.68,7.6309599547,70.3278506917,49750470347.92,2025-07-30
212,600078,澄星股份,560617475.1,115307959.68,548302319.96,5208981611.99,-1.7556350148,559861731.3,,3184545656.72,5.2089586033,61.135667083,2024435955.27,2025-07-30
213,600011,华能国际,23129651703.0,49087434625.0,11082881885.0,594611593866.0,7.6714529007,15961268271.0,,383643368309.0,2.0862107407,64.5199946094,210968225557.0,2025-07-30
214,301235,华康洁净,466683535.64,1649601934.46,574714103.64,3779618357.36,26.7225307277,354593104.27,,2011326233.34,62.1412854566,53.2150615001,1768292124.02,2025-07-30
215,300489,光智科技,61649138.38,285039605.07,1244665914.93,4197926357.9,19.462955274,727348925.66,,3234249104.11,21.044945767,77.0439695309,963677253.79,2025-07-30
216,300416,苏试试验,621256744.88,1389876253.66,429718757.13,4994777683.96,2.7936791706,421141161.32,,2098588576.63,12.6628265791,42.0156553388,2896189107.33,2025-07-30
217,002549,凯美特气,747519391.48,85835589.95,45704833.44,2828089858.17,-3.6176426545,85769160.99,,778459287.89,-17.7150778594,27.5259743123,2049630570.28,2025-07-30
218,002533,金杯电工,1226811625.5,3587046622.84,1915572449.23,11330890479.47,27.4734440506,592949133.83,4831386.01,6757106682.19,45.5736632579,59.6343834973,4573783797.28,2025-07-30
219,002296,辉煌科技,278869658.93,1050890587.55,506203514.22,3194343634.34,16.1876697331,421153048.44,152556.2,799172543.07,34.2244445742,25.0183647895,2395171091.27,2025-07-30
220,002262,恩华药业,1766578746.14,1652807186.11,743426024.3,8788524919.55,14.9970693172,264325699.37,,1143503542.9,23.2041343116,13.0113250331,7645021376.65,2025-07-30
221,603259,药明康德,21485198395.79,7032342936.21,7151214786.47,83823779902.24,12.6704162845,2158849287.23,,23414698147.44,21.3035425189,27.9332406326,60409081754.8,2025-07-29
222,601231,环旭电子,13382044690.27,8974884475.53,7461028310.4,39780975685.83,4.8154002894,9953702359.05,,21175148125.2,1.6284799615,53.2293332683,18605827560.63,2025-07-29
223,600416,湘电股份,1830429265.21,4138240784.16,2737572286.4,15207133047.29,6.3554260306,2856142120.78,,7529250379.74,9.4016551529,49.511307334,7677882667.55,2025-07-29
224,300779,惠城环保,441525752.94,418863626.33,500609267.64,5938232525.08,56.300712874,281270644.26,54240.81,4391008519.67,86.9524937709,73.9447049459,1547224005.41,2025-07-29
225,300685,艾德生物,984160214.99,596645448.48,41873616.88,2193822756.62,10.3417110765,30043052.22,48790.0,308159574.69,37.2310949032,14.0466942354,1885663181.93,2025-07-29
226,300503,昊志机电,99330513.52,715016933.5,534942317.64,2940330368.1,12.4012018476,313596564.87,,1660113210.61,13.3140410586,56.4600913088,1280217157.49,2025-07-29
227,300284,苏交科,2653806585.44,4800878578.28,54471849.61,15658261583.32,-3.5133093537,2411039761.54,2238517.66,6808433537.01,-9.1459886681,43.4814139538,8849828046.31,2025-07-29
228,002825,纳尔股份,653637466.14,280424325.71,220133841.88,2709060565.56,9.3694794568,198999919.44,,1097042699.79,8.6012440244,40.4953183305,1612017865.77,2025-07-29
229,002311,海大集团,3480782927.41,4440267645.64,12099371138.5,50686955015.9,3.0333320943,6075324378.72,11402462.04,24929011526.88,-9.9014787776,49.1823024663,25757943489.02,2025-07-29
230,002199,*ST东晶,53874426.67,73015882.51,62573200.98,460109591.31,-9.5541002336,80980856.25,,261599724.64,8.8535144224,56.8559598802,198509866.67,2025-07-29
231,002052,同洲电子,206913013.6,223218837.6,11323979.77,685153485.82,104.058005806,119982018.85,63688311.73,432624910.28,12.3600386019,63.142773004,252528575.54,2025-07-28
232,605499,东鹏饮料,5262129442.18,108191306.25,678321265.33,22915401434.98,22.888396791,1377860692.95,,14176277066.74,22.3944597986,61.8635336019,8739124368.24,2025-07-26
233,603727,博迈科,959676344.23,191028035.22,333725182.84,4788504869.17,6.7920079786,1271770286.69,,1622654504.32,25.698954597,33.8864540948,3165850364.85,2025-07-26
234,601168,西部矿业,4009787986.0,207507545.0,4787993917.0,54585506730.0,3.4964579053,2493398604.0,,32188730734.0,1.4742492601,58.9693723889,22396775996.0,2025-07-26
235,002560,通达股份,697499371.33,1937906530.06,830299947.16,5006605827.24,4.8578514403,240485249.49,,2327448786.24,10.4429719392,46.4875579694,2679157041.0,2025-07-26
236,688636,智明达,39979997.36,863363476.33,330903066.22,1692807499.19,15.3989055574,358185956.97,,565096383.58,44.3713973508,33.3821999164,1127711115.61,2025-07-25
237,603929,亚翔集成,3104442384.94,391788952.59,6168965.86,4724367080.68,8.8054410927,1691728319.04,,2885614413.03,0.683907424,61.0793861644,1838752667.65,2025-07-25
238,603588,高能环境,1841990346.63,2214348125.61,5390124910.0,27034100876.84,-3.3925236557,2408173145.38,,16772332749.92,-4.5726454394,62.0413929294,10261768126.92,2025-07-25
239,600257,大湖股份,233024724.21,121361654.82,445575844.3,1858831277.71,-7.228267476,39698861.47,,892823326.66,-9.8344259709,48.0314344484,966007951.05,2025-07-25
240,000159,国际实业,650669920.47,535794499.95,83810476.52,3512447178.17,-12.5526982444,212599352.46,1214687.85,1468464974.15,-5.0782240359,41.807460715,2043982204.02,2025-07-25
241,002536,飞龙股份,637561540.51,955233494.12,715609494.81,5426842604.35,8.4168457164,606948170.89,,2069625704.5,15.5869630345,38.1368293755,3357216899.85,2025-07-23
242,603838,*ST四通,91476334.71,94776775.91,207994227.08,1033745734.29,-1.020766402,6738841.57,,78424008.0,34.694037168,7.5863924173,955321726.29,2025-07-22
243,603162,海通发展,344112263.97,192320288.51,106056276.2,6230610561.79,22.0197112926,195480527.29,31965932.16,2063911110.47,61.7885292986,33.1253428537,4166699451.32,2025-07-22
244,300708,聚灿光电,1545941252.08,503299344.9,334064346.88,4800016206.15,4.1805406473,481690050.1,,2045109123.62,3.3103034887,42.6062962246,2754907082.53,2025-07-22
245,300604,长川科技,1307298297.53,1649966182.27,3001687392.24,8886906358.65,33.5194910669,1348738795.21,,4719824360.79,58.0402675638,53.1098694001,4167081997.86,2025-07-22
246,300125,*ST聆达,13166647.86,192394494.03,7012758.48,940698606.29,-41.7155387583,211620342.07,,1583468743.49,15.5958548967,168.3290198266,-642770137.2,2025-07-22
247,002997,瑞鹄模具,487890155.36,619479646.46,2073955865.29,6413590056.42,14.3697009695,842223636.61,,3740335555.05,10.6631233988,58.3189059816,2673254501.37,2025-07-22
248,002107,沃华医药,431483318.34,67529425.93,101298840.45,1040854572.46,4.1257178942,50754116.66,,280662733.81,-6.700448031,26.964644364,760191838.65,2025-07-22
249,605228,神通科技,511974381.28,541982121.03,252583205.23,2906705426.67,2.3507632556,410396299.97,1071077.88,1314029416.22,3.1537933846,45.2068312173,1592676010.45,2025-07-19
250,603053,成都燃气,3493244576.12,153391695.76,74613652.97,8803709327.71,5.5884052011,1131939207.58,1475870.43,3837208151.69,6.0983222973,43.5862658438,4966501176.02,2025-07-16
251,600328,中盐化工,2849496802.17,409282551.99,1008174271.19,20138793254.11,8.3269713224,1898602533.22,,7094218854.17,27.7871534143,35.2266333174,13044574399.94,2025-07-15
