序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
137,300584,海辰药业,51.3,6.39,3.08,224498.0,1138757226.0,11.72,53.95,48.3,50.03,48.22,0.99,27.34,102.35,6.0,6156000000.0,4212505707.0,-0.06,-0.1,122.17,155.73
138,002518,科士达,27.14,6.35,1.62,394540.0,1042530622.38,7.88,27.39,25.38,25.46,25.52,2.06,6.98,35.57,3.65,15801589051.0,15339471386.0,0.0,-0.11,20.62,21.7
139,600232,金鹰股份,8.32,6.26,0.49,610811.0,492458124.0,13.28,8.58,7.54,7.83,7.83,1.43,16.75,-181.9,3.27,3034458286.0,3034458286.0,-0.24,-0.24,47.0,62.18
140,688448,磁谷科技,43.67,6.25,2.57,88808.0,365446059.0,11.17,43.79,39.2,41.1,41.1,1.38,18.51,-178.95,3.13,3129055941.0,2094950341.0,0.3,0.6,39.12,56.92
141,600353,旭光电子,15.5,6.24,0.91,1059637.0,1651031150.0,10.56,16.05,14.51,14.59,14.59,1.62,12.79,106.7,7.16,12864631705.0,12846572965.0,0.06,-3.06,62.3,116.48
142,300502,新易盛,204.9,6.23,12.01,517867.0,10402525962.71,6.12,205.0,193.2,193.38,192.89,1.41,5.85,32.37,21.14,203612181371.0,181367550546.0,0.0,0.08,148.3,149.15
143,603033,三维股份,12.8,6.22,0.75,290425.0,358546783.0,9.71,12.92,11.75,12.04,12.05,2.01,2.87,131.17,4.31,13198893491.0,12960397030.0,-0.31,0.0,13.68,0.87
144,688146,中船特气,37.38,6.22,2.19,232889.0,842635298.0,9.32,37.98,34.7,36.0,35.19,1.51,16.06,57.08,3.59,19789411776.0,5419010074.0,0.51,0.95,32.98,29.48
145,688157,松井股份,43.68,6.17,2.54,70262.0,304034752.0,9.63,44.6,40.64,41.63,41.14,1.22,4.49,448.94,5.24,6832909574.0,6832909574.0,0.02,-0.61,53.32,56.5
146,301010,晶雪节能,21.75,6.15,1.26,80720.0,172801517.57,10.05,22.37,20.31,20.52,20.49,1.54,7.47,193.37,2.86,2349000000.0,2349000000.0,-0.14,0.23,34.01,-6.93
147,603955,大千生态,39.85,6.15,2.31,71949.0,283360880.0,6.53,40.0,37.55,37.55,37.54,1.42,5.3,549.98,3.47,5408442000.0,5408442000.0,0.15,0.18,14.15,120.78
148,603669,灵康药业,6.05,6.14,0.35,666594.0,397586787.0,7.89,6.17,5.72,5.72,5.7,2.19,9.24,-58.58,6.32,4363530768.0,4363530768.0,0.0,0.0,25.26,15.24
149,300192,科德教育,16.83,6.12,0.97,383179.0,631001931.0,9.65,17.19,15.66,15.9,15.86,2.75,11.86,36.47,6.09,5539482227.0,5438376002.0,0.0,0.12,8.44,7.2
150,300589,江龙船艇,15.81,6.11,0.91,600845.0,965367599.71,14.09,17.22,15.12,15.18,14.9,1.95,25.94,-570.11,7.28,5970931017.0,3661706891.0,0.13,0.44,35.36,27.09
151,603290,斯达半导,96.87,6.1,5.57,157521.0,1497318485.0,8.55,98.9,91.09,91.3,91.3,1.67,6.58,55.92,3.5,23197794651.0,23197794651.0,-0.02,0.43,18.25,8.62
152,301590,优优绿能,165.72,6.07,9.48,23048.0,380503850.44,9.72,170.98,155.8,156.0,156.24,2.9,28.23,28.35,3.7,6960240000.0,1353031215.0,-0.07,0.01,87.47,87.47
153,301202,朗威股份,50.69,6.07,2.9,135809.0,686373917.8,14.79,54.77,47.7,48.28,47.79,2.25,36.53,84.76,5.78,6914116000.0,1884654200.0,0.06,0.14,22.12,9.27
154,871753,天纺标,30.61,6.03,1.74,58683.0,174977042.81,12.3,31.6,28.05,28.87,28.87,4.99,18.62,197.11,6.65,2491787704.0,964583085.0,-0.03,0.07,0.86,10.07
155,300790,宇瞳光学,25.85,5.99,1.46,445157.0,1122586796.03,8.98,26.19,24.0,24.33,24.39,1.7,14.98,49.49,3.98,9670975659.0,7679421709.0,0.08,0.12,24.34,36.12
156,605020,永和股份,28.29,5.99,1.6,185370.0,513592069.0,7.46,28.49,26.5,26.88,26.69,2.93,4.89,24.52,2.92,13310172737.0,10725360107.0,-0.04,0.04,32.38,40.89
157,600835,上海机电,27.59,5.95,1.55,434852.0,1183271944.0,10.98,28.56,25.7,26.33,26.04,1.38,5.39,34.66,2.06,28217377508.0,22251453637.0,0.0,-0.04,26.79,55.88
158,000066,中国长城,15.91,5.93,0.89,4009770.0,6404946485.36,10.92,16.52,14.88,15.0,15.02,5.39,12.43,-80.43,4.69,51322463490.0,51319134323.0,0.0,0.06,8.67,9.2
159,301095,广立微,82.0,5.93,4.59,146055.0,1170526538.98,10.99,84.3,75.79,76.38,77.41,1.02,8.37,-299.36,5.33,16423049216.0,14309355470.0,0.01,0.06,67.96,58.24
160,300002,神州泰岳,14.01,5.9,0.78,2265751.0,3158521593.84,9.22,14.54,13.32,13.56,13.23,2.41,12.43,28.87,3.89,27560105863.0,25533512009.0,0.07,0.14,32.05,21.93
161,301075,多瑞医药,37.8,5.88,2.1,58680.0,212631052.59,10.53,37.96,34.2,35.77,35.7,2.15,7.33,-48.47,4.57,3024000000.0,3024000000.0,0.03,0.11,53.97,110.35
162,300226,上海钢联,28.14,5.87,1.56,453444.0,1247968309.5,8.47,28.66,26.41,26.45,26.58,2.86,14.8,43.22,4.4,8968820815.0,8620848385.0,0.0,0.07,34.64,23.04
163,603093,南华期货,23.2,5.84,1.28,424922.0,972477228.0,6.57,23.32,21.88,21.9,21.92,2.58,6.97,41.27,3.45,14153528718.0,14153528718.0,0.0,0.17,79.84,96.28
164,688677,海泰新光,49.77,5.83,2.74,36978.0,182470200.0,8.78,50.65,46.52,46.93,47.03,1.31,3.08,31.95,4.69,5966278290.0,5966278290.0,-0.02,0.08,36.51,34.26
165,002551,尚荣医疗,4.78,5.75,0.26,1896400.0,893100958.72,11.06,4.91,4.41,4.45,4.52,2.93,31.04,72.35,1.53,4041464083.0,2920661786.0,0.21,0.42,26.12,55.7
166,603767,中马传动,31.9,5.7,1.72,536237.0,1670914390.0,12.69,32.81,28.98,29.71,30.18,1.69,17.37,407.13,7.18,9845344850.0,9845344850.0,-0.31,-0.37,99.62,175.47
167,688220,翱捷科技-U,93.1,5.63,4.96,125592.0,1141586473.0,9.3,94.7,86.5,87.78,88.14,1.69,3.48,-79.65,6.95,38943812766.0,33553999510.0,0.0,0.03,11.38,72.12
168,300657,弘信电子,30.95,5.52,1.62,541437.0,1634634139.64,7.3,31.14,29.0,29.33,29.33,2.05,11.55,549.03,11.52,14935100648.0,14503573928.0,0.0,0.03,10.89,36.58
169,603337,杰克股份,47.05,5.52,2.46,42427.0,195291725.0,7.96,47.55,44.0,44.4,44.59,1.21,0.9,22.81,4.9,22415904042.0,22162398642.0,0.02,0.02,15.69,56.89
170,688580,伟思医疗,55.86,5.4,2.86,55435.0,306288579.0,7.38,56.57,52.66,53.0,53.0,0.88,5.79,40.26,3.37,5349784148.0,5349784148.0,0.0,0.13,22.93,106.05
171,300602,飞荣达,29.75,5.38,1.52,805279.0,2373876299.98,12.15,31.08,27.65,28.12,28.23,1.48,20.37,74.92,4.66,17310437072.0,11763265222.0,-0.03,0.03,47.57,55.11
172,688347,华虹公司,65.99,5.31,3.33,243104.0,1567920237.0,6.94,66.66,62.31,62.82,62.66,1.01,5.96,1253.42,2.61,114128089697.0,26907422500.0,-0.02,0.05,41.37,42.01
173,600094,大名城,3.39,5.28,0.17,747632.0,251455718.0,7.76,3.47,3.22,3.23,3.22,3.98,3.45,517.61,0.79,8016848433.0,7343187311.0,0.0,0.0,6.27,-6.87
174,605378,野马电池,29.1,5.28,1.46,335791.0,973635323.0,9.99,30.4,27.64,27.64,27.64,1.56,12.85,158.79,6.3,7605180240.0,7605180240.0,-0.1,-0.07,74.15,102.65
175,000029,深深房Ａ,22.58,5.27,1.13,133905.0,300523738.51,8.11,23.25,21.51,21.57,21.45,2.08,1.5,78.86,6.37,22843282800.0,20133682800.0,0.0,0.13,30.29,49.93
176,002686,亿利达,7.4,5.26,0.37,670153.0,497841919.5,10.53,7.73,6.99,7.03,7.03,4.06,12.82,78.57,2.57,4190169584.0,3868221299.0,0.14,0.27,19.74,38.32
177,300499,高澜股份,22.83,5.26,1.14,807548.0,1808093968.94,9.04,23.15,21.19,21.32,21.69,1.59,29.75,134.11,5.11,6968824716.0,6196253909.0,0.13,0.04,35.33,13.24
178,603611,诺力股份,27.53,5.24,1.37,256261.0,703755692.0,6.8,28.13,26.35,26.56,26.16,1.35,9.95,14.45,2.49,7091749776.0,7091749776.0,-0.04,0.0,47.38,61.47
179,920088,科力股份,42.07,5.23,2.09,85194.0,351027668.76,8.8,42.52,39.0,40.0,39.98,2.01,35.28,64.15,5.64,3705168005.0,1015990500.0,0.02,-0.02,54.73,78.87
180,002047,*ST宝鹰,2.22,5.21,0.11,334739.0,73291629.81,5.69,2.22,2.1,2.11,2.11,1.47,2.21,-51.94,-157.48,3366072098.0,3365901201.0,0.0,0.0,16.23,-28.39
181,600888,新疆众和,7.87,5.21,0.39,975815.0,757639959.0,8.42,8.02,7.39,7.45,7.48,2.73,6.95,12.47,1.01,11047207624.0,11047207624.0,0.0,0.0,18.88,15.23
182,603379,三美股份,53.62,5.2,2.65,105143.0,551484662.0,5.93,53.85,50.83,50.85,50.97,1.29,1.72,20.43,4.96,32733885964.0,32733885964.0,0.07,0.09,15.44,41.37
183,002062,宏润建设,6.09,5.18,0.3,1650219.0,982474599.5,7.94,6.19,5.73,5.99,5.79,3.03,14.67,20.56,1.53,7534979714.0,6849398019.0,-0.33,0.33,20.36,21.56
184,870199,倍益康,44.44,5.16,2.18,88735.0,396355566.68,16.35,47.77,40.86,41.31,42.26,1.28,23.85,-464.59,5.82,3026799512.0,1653234438.0,-0.85,-1.16,51.72,126.62
185,688410,山外山,18.16,5.15,0.89,183808.0,341969539.0,13.78,19.5,17.12,17.17,17.27,2.3,7.84,39.42,3.44,5835092131.0,4259492868.0,-0.49,0.06,40.23,64.2
186,600167,联美控股,6.55,5.14,0.32,290848.0,188690804.0,7.38,6.68,6.22,6.23,6.23,3.28,1.29,5.99,1.35,14821605033.0,14821605033.0,0.15,0.31,10.64,18.44
187,300308,中际旭创,225.68,5.09,10.93,430829.0,9534149021.43,6.24,226.39,213.0,215.0,214.75,1.2,3.9,39.6,12.35,250757185617.0,249526789090.0,-0.01,-0.05,138.11,83.46
188,000716,黑芝麻,7.03,5.08,0.34,1151211.0,793057321.37,10.31,7.16,6.47,6.68,6.69,2.12,16.19,588.27,2.09,5297031537.0,4997332703.0,0.0,0.14,9.16,2.18
189,600355,*ST精伦,3.12,5.05,0.15,198589.0,61929247.0,2.02,3.12,3.06,3.12,2.97,1.0,4.04,-37.55,13.7,1535318304.0,1535318304.0,0.0,0.0,20.46,-8.5
190,002586,*ST围海,3.33,5.05,0.16,122180.0,39852166.52,5.68,3.33,3.15,3.17,3.17,2.2,1.36,260.6,1.29,3810264968.0,2986746261.0,0.0,0.0,4.72,27.1
191,603500,祥和实业,11.67,5.04,0.56,496258.0,582511969.0,10.44,12.21,11.05,11.09,11.11,2.35,14.96,27.39,4.1,3883776537.0,3872496583.0,0.0,0.17,33.98,54.16
192,600568,ST中珠,1.88,5.03,0.09,408867.0,76374104.0,5.03,1.88,1.79,1.8,1.79,1.81,2.45,-52.68,2.16,3746595000.0,3137846485.0,0.0,0.0,27.89,44.62
193,603032,德新科技,20.05,5.03,0.96,255528.0,494945599.0,7.65,20.12,18.66,19.43,19.09,1.72,11.03,-1089.2,4.32,4681969334.0,4644843952.0,0.2,0.1,45.29,49.74
194,600360,*ST华微,9.0,5.02,0.43,397818.0,353393434.0,5.25,9.0,8.55,8.55,8.57,1.43,4.14,39.35,2.57,8642657736.0,8642657736.0,0.0,0.0,38.67,98.24
195,002305,*ST南置,3.58,4.99,0.17,742693.0,262646251.32,5.87,3.58,3.38,3.4,3.41,1.01,4.28,-3.35,-2.8,6208492457.0,6208089728.0,0.0,0.28,89.42,79.9
196,600421,*ST华嵘,6.74,4.98,0.32,3565.0,2402877.0,0.0,6.74,6.74,6.74,6.42,0.14,0.18,-318.11,183.14,1318344000.0,1318344000.0,0.0,0.0,5.48,-7.29
197,600636,*ST国化,8.87,4.97,0.42,93035.0,81401850.0,5.09,8.87,8.44,8.44,8.45,3.31,2.12,-117.69,1.93,3890708434.0,3890708434.0,0.0,0.0,11.71,-4.0
198,300429,强力新材,15.01,4.97,0.71,1064232.0,1617917486.76,7.55,15.78,14.7,15.14,14.3,3.96,26.7,-357.95,4.62,8049898769.0,5983683169.0,0.4,0.33,33.19,25.19
199,600066,宇通客车,27.7,4.96,1.31,213019.0,581571742.0,5.65,27.77,26.28,26.4,26.39,1.51,0.96,20.31,5.13,61326116477.0,61326116477.0,0.07,0.07,13.66,9.14
200,600318,新力金融,10.39,4.95,0.49,1032596.0,1072450689.0,7.47,10.66,9.92,9.95,9.9,4.03,20.14,76.42,4.98,5327240096.0,5327240096.0,-0.1,0.19,11.96,22.96
201,002231,*ST奥维,3.62,4.93,0.17,127663.0,46024340.12,3.77,3.62,3.49,3.49,3.45,0.61,4.33,-49.52,4.77,1255597062.0,1067243937.0,0.0,0.0,15.65,-34.66
202,301061,匠心家居,104.0,4.93,4.89,16616.0,171069808.34,9.04,107.38,98.42,99.35,99.11,1.46,1.15,29.15,6.14,22628506784.0,15026381552.0,0.45,0.2,79.13,120.57
203,002785,万里石,31.3,4.93,1.47,112693.0,347930747.0,7.24,31.66,29.5,29.61,29.83,2.19,5.82,655.38,7.96,7093196454.0,6056394220.0,0.1,0.06,12.39,-4.43
204,301132,满坤科技,42.31,4.91,1.98,188929.0,791426904.13,7.66,43.37,40.28,40.93,40.33,1.98,12.76,55.57,3.61,6265529195.0,6263454609.0,0.07,-0.09,54.02,56.24
205,000965,天保基建,4.71,4.9,0.22,2296939.0,1067049796.74,8.91,4.88,4.48,4.52,4.49,4.23,20.7,13.02,0.95,5227303515.0,5227303515.0,0.21,0.43,14.6,57.53
206,603823,百合花,13.7,4.9,0.64,254452.0,341737510.0,7.5,13.89,12.91,13.09,13.06,3.51,6.19,31.14,2.44,5704237545.0,5631131605.0,0.0,0.0,32.5,49.73
207,603657,春光科技,32.39,4.89,1.51,72789.0,230840551.0,6.9,32.99,30.86,31.2,30.88,3.1,5.38,375.99,4.65,4378805720.0,4378805720.0,0.0,-0.31,45.12,89.42
208,002830,名雕股份,18.88,4.89,0.88,50537.0,94171189.36,6.89,19.29,18.05,18.19,18.0,1.09,7.56,215.67,3.93,2517459200.0,1262175200.0,0.0,1.23,38.21,54.25
209,688709,成都华微,34.96,4.83,1.61,120803.0,420527123.0,4.38,35.56,34.1,34.85,33.35,2.0,5.54,254.37,7.88,22264172029.0,7618561895.0,-0.06,-0.06,7.57,13.29
210,002721,金一文化,3.91,4.83,0.18,2715527.0,1062463481.61,8.31,4.04,3.73,3.73,3.73,3.45,10.21,-124.18,5.03,10398170385.0,10398170385.0,-0.26,0.0,33.9,45.9
211,301293,三博脑科,60.18,4.82,2.77,331239.0,1994602266.32,10.21,62.57,56.71,57.0,57.41,1.33,20.58,80.89,5.37,12396296878.0,9685711745.0,-0.02,-0.02,35.69,39.53
212,301536,星宸科技,60.2,4.82,2.77,136758.0,815587486.44,7.45,61.28,57.0,57.43,57.43,2.71,7.3,124.01,8.58,25387256966.0,11272064840.0,0.0,0.1,7.79,-24.47
213,300577,开润股份,22.4,4.82,1.03,69293.0,153940837.47,6.69,22.8,21.37,21.37,21.37,2.82,4.94,15.73,2.56,5371355741.0,3140745619.0,-0.13,-0.27,9.64,-9.16
214,603040,新坐标,54.19,4.82,2.49,51901.0,275621298.0,8.97,55.33,50.69,51.8,51.7,1.72,3.84,27.67,5.49,7396224894.0,7319085429.0,-0.35,-0.02,21.28,143.88
215,002868,*ST绿康,28.96,4.81,1.33,17309.0,49304702.4,5.28,28.98,27.52,28.0,27.63,1.2,1.12,-38.26,-81.18,4500842640.0,4460936657.0,0.28,0.56,28.65,45.02
216,688301,奕瑞科技,98.0,4.81,4.5,47370.0,452154874.0,6.14,98.25,92.51,93.5,93.5,2.04,2.37,34.28,4.47,19621400260.0,19621400260.0,-0.04,-0.15,11.45,45.03
217,002130,沃尔核材,24.34,4.78,1.11,1604077.0,3866599154.3,5.42,24.49,23.23,23.32,23.23,3.18,12.84,30.62,5.48,30665930999.0,30404287974.0,0.0,-0.04,22.31,-3.07
218,603725,天安新材,10.79,4.76,0.49,233712.0,251521550.0,9.42,11.23,10.26,10.28,10.3,1.24,8.15,54.2,4.42,3289414367.0,3093036367.0,0.09,0.0,52.19,70.73
219,688399,硕世生物,63.68,4.75,2.89,31671.0,199534399.0,5.79,64.0,60.48,61.0,60.79,1.42,3.78,668.85,1.64,5340951193.0,5340951193.0,0.0,0.17,33.53,43.39
220,300981,中红医疗,17.47,4.74,0.79,424938.0,753209891.61,15.05,18.87,16.36,16.42,16.68,1.45,10.81,98.99,1.39,7492270834.0,6866319336.0,-0.57,-0.57,56.26,52.31
221,300046,台基股份,44.98,4.7,2.02,472220.0,2090311703.33,7.84,45.95,42.58,43.15,42.96,1.38,19.96,155.66,9.64,10639181068.0,10639181068.0,0.02,0.02,47.33,24.49
222,000045,深纺织Ａ,12.04,4.7,0.54,432389.0,515958175.44,6.17,12.28,11.57,11.67,11.5,3.46,9.46,73.07,2.08,6098523062.0,5502290222.0,0.0,0.08,13.8,14.02
223,300773,拉卡拉,28.05,4.7,1.26,804137.0,2206934394.86,5.97,28.11,26.51,26.68,26.79,2.02,10.95,54.91,6.63,22105714125.0,20598097115.0,0.0,0.11,36.3,60.29
224,688512,慧智微-U,12.55,4.67,0.56,234463.0,287652406.0,7.84,12.76,11.82,12.03,11.99,1.55,7.22,410.62,3.2,5858886527.0,4073357215.0,-0.16,-0.16,21.84,26.64
225,002971,和远气体,28.59,4.65,1.27,48817.0,136639703.54,5.97,28.65,27.02,27.32,27.32,1.29,3.05,59.92,3.88,6039208650.0,4578648417.0,0.28,-0.1,36.08,54.12
226,600892,*ST大晟,3.16,4.64,0.14,284839.0,89168264.0,5.3,3.17,3.01,3.01,3.02,2.7,5.09,-43.58,26.68,1767906834.0,1767449734.0,0.32,0.32,4.29,-14.36
227,301309,万得凯,34.73,4.64,1.54,99823.0,349019560.57,12.84,36.45,32.19,32.9,33.19,3.57,39.93,25.64,2.22,3473000000.0,868250000.0,0.06,0.17,41.12,45.5
228,300967,晓鸣股份,24.0,4.62,1.06,276833.0,674550412.11,11.81,26.15,23.44,23.45,22.94,1.73,22.18,11.36,6.12,4501664664.0,2994987408.0,0.0,0.13,21.4,107.79
229,688767,博拓生物,36.33,4.61,1.6,73124.0,261854634.0,6.59,36.66,34.37,34.48,34.73,1.31,4.9,155.32,2.34,5425280024.0,5425280024.0,0.08,-0.22,20.58,61.32
230,300257,开山股份,14.55,4.6,0.64,191697.0,273814664.63,6.11,14.65,13.8,13.91,13.91,1.88,2.01,40.93,2.23,14457389512.0,13888800218.0,0.34,-0.21,48.17,61.31
231,300113,顺网科技,22.05,4.6,0.97,520391.0,1140598199.7,7.12,22.49,20.99,21.04,21.08,1.64,10.04,51.29,6.7,15072632108.0,11425118109.0,0.09,0.14,20.56,31.88
232,603912,佳力图,10.3,4.57,0.45,732189.0,755797229.0,11.37,10.84,9.72,9.85,9.85,1.91,13.51,-108.73,3.13,5580726966.0,5580726966.0,0.1,0.0,11.83,25.61
233,301606,绿联科技,61.69,4.56,2.69,51514.0,308484830.2,7.42,62.38,58.0,59.89,59.0,1.75,2.35,42.58,9.11,25595785932.0,13511116102.0,-0.1,-0.15,47.48,65.83
234,002316,ST亚联,5.73,4.56,0.25,256257.0,144215910.8,5.11,5.75,5.47,5.48,5.48,2.51,7.52,164.89,30.52,2252577600.0,1952483175.0,0.0,-0.17,46.55,76.31
235,301057,汇隆新材,21.31,4.56,0.93,74175.0,155944481.19,10.99,22.18,19.94,20.45,20.38,2.09,8.98,50.54,3.35,2492618724.0,1759928182.0,0.09,0.19,30.34,73.25
236,002156,通富微电,28.7,4.55,1.25,1074602.0,3043809655.01,6.63,28.95,27.13,27.4,27.45,2.51,7.08,107.4,2.96,43555031374.0,43550878771.0,0.03,0.03,18.2,-2.74
237,603893,瑞芯微,167.66,4.55,7.3,131667.0,2167505852.0,4.81,168.23,160.51,160.77,160.36,2.15,3.13,84.18,20.22,70539348693.0,70518810343.0,-0.01,0.1,3.24,53.59
238,301120,新特电气,14.75,4.54,0.64,681817.0,1083604223.87,15.59,16.93,14.73,15.51,14.11,2.34,31.19,149.89,3.63,5478755561.0,3224641490.0,-0.07,-0.07,55.92,49.29
239,688236,春立医疗,25.08,4.54,1.09,46979.0,117935109.0,9.21,25.91,23.7,24.13,23.99,1.66,1.63,41.41,3.36,9619897980.0,7233774240.0,0.0,-0.08,62.54,96.71
240,300537,广信材料,27.65,4.54,1.2,269364.0,729982659.37,8.09,28.08,25.94,26.54,26.45,2.1,18.72,147.49,6.38,5759776449.0,3979525946.0,0.07,0.22,56.75,39.79
241,600243,*ST海华,3.7,4.52,0.16,240714.0,87716970.0,6.21,3.72,3.5,3.55,3.54,1.63,5.49,-505.2,2.54,1623745000.0,1623745000.0,0.27,0.0,25.85,0.27
242,603075,热威股份,24.75,4.52,1.07,115351.0,287206734.0,7.77,25.5,23.66,23.66,23.68,3.32,27.97,36.19,5.26,9961456997.0,1020815384.0,-0.04,-0.04,23.75,38.04
243,002401,中远海科,20.33,4.52,0.88,387406.0,765145079.18,8.95,20.82,19.08,19.47,19.45,1.34,10.43,419.43,4.65,7556019385.0,7549828900.0,-0.1,-0.34,36.53,29.08
244,603607,京华激光,25.97,4.47,1.11,224570.0,578277041.0,6.28,26.28,24.72,24.78,24.86,2.5,12.58,45.62,4.82,4636081296.0,4636081296.0,0.04,0.19,28.56,64.58
245,688502,茂莱光学,343.54,4.46,14.67,16220.0,542342183.0,7.21,345.0,321.28,325.2,328.87,0.96,9.65,272.5,15.38,18138912000.0,5771472000.0,0.0,0.02,23.89,70.75
246,300003,乐普医疗,18.07,4.45,0.77,810325.0,1453969912.36,7.4,18.49,17.21,17.31,17.3,1.27,5.01,22.44,2.24,33982645306.0,29202901503.0,-0.06,0.11,62.94,61.2
247,688549,中巨芯-U,8.45,4.45,0.36,435308.0,364685899.0,6.67,8.6,8.06,8.08,8.09,2.73,7.53,-2636.19,4.13,12482982200.0,4881869107.0,0.0,-0.12,17.85,-0.82
248,603173,福斯达,46.14,4.44,1.96,51511.0,232864702.0,5.5,46.18,43.75,44.22,44.18,1.87,10.4,15.94,4.44,7382400000.0,2285775600.0,0.13,0.17,41.79,104.61
249,688260,昀冢科技,26.0,4.42,1.1,70340.0,181779550.0,7.35,26.5,24.67,24.89,24.9,1.51,5.86,-15.61,18.13,3120000000.0,3120000000.0,0.0,-0.5,73.22,86.38
250,603196,日播时尚,20.12,4.41,0.85,73261.0,146322312.0,6.18,20.39,19.2,19.2,19.27,2.47,3.09,158.55,7.41,4768204234.0,4768204234.0,0.0,0.05,33.42,49.59
251,001298,好上好,33.2,4.4,1.4,470665.0,1531502325.34,8.4,33.89,31.22,32.11,31.8,1.32,30.55,139.95,6.23,9854955067.0,5115617086.0,0.0,0.03,64.36,92.69
252,600775,南京熊猫,12.1,4.4,0.51,987131.0,1187002780.0,10.61,12.6,11.37,11.49,11.59,1.2,14.69,-78.35,3.59,11057446201.0,8129246201.0,0.0,0.0,19.45,20.52
253,300613,富瀚微,53.63,4.38,2.25,159287.0,842502244.83,7.2,54.5,50.8,51.21,51.38,1.59,7.27,212.74,4.66,12457416877.0,11749231333.0,0.0,0.0,14.57,-8.14
254,002927,泰永长征,16.92,4.38,0.71,350621.0,605661401.11,8.14,17.83,16.51,16.51,16.21,5.84,15.89,69.64,3.72,3776411686.0,3733272792.0,0.12,-0.12,21.99,14.79
255,688531,日联科技,63.0,4.34,2.62,61796.0,385461293.0,5.81,63.28,59.77,60.37,60.38,0.99,5.78,73.82,3.26,10432418157.0,6738721542.0,-0.02,0.13,39.5,93.73
256,300085,银之杰,44.1,4.33,1.83,631127.0,2731262156.16,5.82,44.37,41.91,41.91,42.27,2.34,9.94,-304.08,60.02,31162847594.0,27997606476.0,0.0,0.0,29.48,15.29
257,002166,莱茵生物,8.72,4.31,0.36,1168628.0,1057161501.29,6.58,9.2,8.65,9.16,8.36,8.64,26.11,52.5,2.13,6466957138.0,3902778485.0,0.23,0.23,16.73,18.32
258,301015,百洋医药,26.39,4.31,1.09,138457.0,359786757.09,3.72,26.4,25.46,26.01,25.3,0.92,2.63,40.79,7.08,13871097972.0,13869316647.0,0.0,0.0,50.46,12.54
259,688372,伟测科技,60.07,4.31,2.48,83332.0,490789437.0,6.42,60.79,57.09,57.57,57.59,1.52,8.07,86.3,3.39,8947037787.0,6202710042.0,0.03,0.15,12.87,34.23
260,600589,大位科技,8.48,4.31,0.35,1977178.0,1665834813.0,5.04,8.55,8.14,8.15,8.13,2.79,13.37,61.65,16.97,12590000667.0,12537424667.0,0.0,0.12,11.73,85.15
261,600608,*ST沪科,4.12,4.3,0.17,68981.0,28493011.0,3.04,4.15,4.03,4.1,3.95,3.07,2.17,705.05,35.37,1354909137.0,1311690337.0,0.0,0.49,16.06,28.75
262,688370,丛麟科技,25.35,4.28,1.04,46454.0,117002045.0,5.51,25.6,24.26,24.34,24.31,0.93,10.62,171.41,1.32,3475684733.0,1109040091.0,0.04,-0.08,35.42,31.55
263,603081,大丰实业,13.4,4.28,0.55,390362.0,522725998.0,8.02,13.81,12.78,12.85,12.85,1.94,9.01,44.34,1.85,5807464431.0,5807464431.0,0.0,0.3,21.6,19.96
264,600021,上海电力,10.96,4.28,0.45,1412736.0,1530259623.0,4.76,11.06,10.56,10.75,10.51,1.39,5.02,9.31,1.59,30871510349.0,30871510349.0,0.09,0.37,24.4,23.28
265,000818,航锦科技,22.87,4.24,0.93,757982.0,1714582712.89,6.75,23.19,21.71,21.99,21.94,4.09,11.52,732.32,6.56,15094200892.0,15053295610.0,0.0,0.09,-7.56,19.74
266,300274,阳光电源,88.1,4.24,3.58,779843.0,6681575481.55,6.48,88.28,82.8,84.6,84.52,1.21,4.91,11.93,4.74,182649926454.0,140053402457.0,0.0,-0.02,39.0,21.08
267,600255,鑫科材料,4.19,4.23,0.17,2902374.0,1212941959.0,7.96,4.3,3.98,4.01,4.02,1.23,16.07,191.78,5.22,7567755741.0,7567755741.0,0.0,0.24,28.53,22.51
268,000036,华联控股,3.94,4.23,0.16,450982.0,173344914.05,6.08,3.96,3.73,3.79,3.78,2.45,3.22,241.13,1.09,5531045777.0,5520534873.0,-0.51,0.25,10.67,-3.43
269,301258,富士莱,39.02,4.22,1.58,71597.0,275007116.02,4.73,39.02,37.25,37.44,37.44,1.59,21.14,37.36,1.88,3576963400.0,1321685440.0,0.15,0.18,26.77,65.83
270,688403,汇成股份,13.59,4.22,0.55,562732.0,751360378.0,8.28,13.98,12.9,13.04,13.04,1.09,9.68,70.33,3.65,11418597519.0,7898634999.0,-0.07,0.0,40.83,53.21
271,000068,华控赛格,3.71,4.21,0.15,613448.0,228883945.41,8.71,3.88,3.57,3.57,3.56,2.76,6.09,-53.76,5.41,3734751131.0,3734751131.0,0.0,-0.27,7.23,10.75
272,688310,迈得医疗,19.36,4.2,0.78,87815.0,171529631.0,9.69,20.4,18.6,19.12,18.58,1.95,5.28,-74.51,4.1,3218013198.0,3218013198.0,-0.1,-0.36,56.63,79.26
273,301196,唯科科技,89.82,4.2,3.62,85934.0,762240719.18,7.74,92.5,85.83,86.1,86.2,0.98,6.9,36.34,3.59,11250538561.0,11189530571.0,0.09,-0.13,41.43,178.34
