板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
人工智能,2,9,0,1,20,4.699999999999999,8.7,N/A
新能源车,1,4,0,0,10,2.0,4.0,N/A
军工,2,0,0,3,0,-0.8999999999999999,3.1,N/A
低空经济,1,0,0,1,0,-0.3,1.7,N/A
