板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
低空经济,2,7,0,13,21,-1.1,2.9,N/A
军工,2,4,1,3,23,-2.5,1.5,N/A
算力,1,3,0,2,23,-2.2,-0.20000000000000018,N/A
半导体,1,3,0,2,23,-2.2,-0.20000000000000018,N/A
机器人,1,3,0,2,23,-2.2,-0.20000000000000018,N/A
人工智能,3,7,1,9,50,-6.700000000000001,-0.7000000000000011,N/A
