板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
军工,2,0,0,1,0,-0.3,3.7,N/A
低空经济,4,3,0,13,24,-5.7,2.3,N/A
跨境出海,2,3,0,11,25,-5.300000000000001,-1.3000000000000007,N/A
人工智能,1,1,0,9,21,-5.9,-3.9000000000000004,N/A
半导体,1,1,0,9,21,-5.9,-3.9000000000000004,N/A
医药医疗,2,5,0,14,49,-9.0,-5.0,N/A
