日期,板块,热度分,置信度,股票代码,股票名称,匹配线索
20260406,新能源车,4.6,观察,000049,德赛电池,汽车|电池|充电|新能源
20260406,新能源车,4.6,观察,000550,江铃汽车,汽车|电池|充电|新能源
20260406,新能源车,4.6,观察,000572,海马汽车,汽车|电池|充电|新能源
20260406,新能源车,4.6,观察,000625,长安汽车,汽车|电池|充电|新能源
20260406,新能源车,4.6,观察,000690,宝新能源,汽车|电池|充电|新能源
20260406,新能源车,4.6,观察,000980,众泰汽车,汽车|电池|充电|新能源
20260406,新能源车,4.6,观察,001258,立新能源,汽车|电池|充电|新能源
20260406,新能源车,4.6,观察,301560,众捷汽车,汽车|电池|充电|新能源
20260406,新能源车,4.6,观察,600166,福田汽车,汽车|电池|充电|新能源
20260406,新能源车,4.6,观察,600335,国机汽车,汽车|电池|充电|新能源
20260406,低空经济,3.5,观察,000547,航天发展,无人机|航空|航天|飞行
20260406,低空经济,3.5,观察,000901,航天科技,无人机|航空|航天|飞行
20260406,低空经济,3.5,观察,002025,航天电器,无人机|航空|航天|飞行
20260406,低空经济,3.5,观察,002389,航天彩虹,无人机|航空|航天|飞行
20260406,低空经济,3.5,观察,002928,华夏航空,无人机|航空|航天|飞行
20260406,低空经济,3.5,观察,300446,航天智造,无人机|航空|航天|飞行
20260406,低空经济,3.5,观察,300455,航天智装,无人机|航空|航天|飞行
20260406,低空经济,3.5,观察,300581,晨曦航空,无人机|航空|航天|飞行
20260406,低空经济,3.5,观察,300900,广联航空,无人机|航空|航天|飞行
20260406,低空经济,3.5,观察,600029,南方航空,无人机|航空|航天|飞行
20260406,军工,3.5,观察,000547,航天发展,军工|航天|船舶|电子
20260406,军工,3.5,观察,000561,烽火电子,军工|航天|船舶|电子
20260406,军工,3.5,观察,000682,东方电子,军工|航天|船舶|电子
20260406,军工,3.5,观察,000823,超声电子,军工|航天|船舶|电子
20260406,军工,3.5,观察,000901,航天科技,军工|航天|船舶|电子
20260406,军工,3.5,观察,001388,信通电子,军工|航天|船舶|电子
20260406,军工,3.5,观察,002025,航天电器,军工|航天|船舶|电子
20260406,军工,3.5,观察,002036,联创电子,军工|航天|船舶|电子
20260406,军工,3.5,观察,002052,同洲电子,军工|航天|船舶|电子
20260406,军工,3.5,观察,002119,康强电子,军工|航天|船舶|电子
20260406,跨境出海,0.8999999999999999,观察,001872,招商港口,跨境|电商|物流|港口
20260406,跨境出海,0.8999999999999999,观察,002127,南极电商,跨境|电商|物流|港口
20260406,跨境出海,0.8999999999999999,观察,002640,跨境通,跨境|电商|物流|港口
20260406,跨境出海,0.8999999999999999,观察,300013,新宁物流,跨境|电商|物流|港口
20260406,跨境出海,0.8999999999999999,观察,600125,铁龙物流,跨境|电商|物流|港口
20260406,跨境出海,0.8999999999999999,观察,600603,广汇物流,跨境|电商|物流|港口
20260406,跨境出海,0.8999999999999999,观察,601156,东航物流,跨境|电商|物流|港口
20260406,跨境出海,0.8999999999999999,观察,603117,万林物流,跨境|电商|物流|港口
20260406,跨境出海,0.8999999999999999,观察,603128,华贸物流,跨境|电商|物流|港口
20260406,跨境出海,0.8999999999999999,观察,603565,中谷物流,跨境|电商|物流|港口
20260406,光伏,0.0,观察,000027,深圳能源,光伏|能源|硅|电力
20260406,光伏,0.0,观察,000096,广聚能源,光伏|能源|硅|电力
20260406,光伏,0.0,观察,000537,绿发电力,光伏|能源|硅|电力
20260406,光伏,0.0,观察,000539,粤电力Ａ,光伏|能源|硅|电力
20260406,光伏,0.0,观察,000543,皖能电力,光伏|能源|硅|电力
20260406,光伏,0.0,观察,000600,建投能源,光伏|能源|硅|电力
20260406,光伏,0.0,观察,000690,宝新能源,光伏|能源|硅|电力
20260406,光伏,0.0,观察,000695,滨海能源,光伏|能源|硅|电力
20260406,光伏,0.0,观察,000723,美锦能源,光伏|能源|硅|电力
20260406,光伏,0.0,观察,000767,晋控电力,光伏|能源|硅|电力
