板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
人工智能,1,1,0,6,27,-6.2,-4.2,N/A
半导体,1,1,0,6,27,-6.2,-4.2,N/A
军工,3,1,0,11,40,-10.3,-4.300000000000001,N/A
