日期,板块,热度分,置信度,股票代码,股票名称,匹配线索
20260413,人工智能,9.6,中,000021,深科技,智能|软件|科技|信息
20260413,人工智能,9.6,中,000070,特发信息,智能|软件|科技|信息
20260413,人工智能,9.6,中,000100,TCL科技,智能|软件|科技|信息
20260413,人工智能,9.6,中,000409,云鼎科技,智能|软件|科技|信息
20260413,人工智能,9.6,中,000536,华映科技,智能|软件|科技|信息
20260413,人工智能,9.6,中,000551,创元科技,智能|软件|科技|信息
20260413,人工智能,9.6,中,000555,神州信息,智能|软件|科技|信息
20260413,人工智能,9.6,中,000700,模塑科技,智能|软件|科技|信息
20260413,人工智能,9.6,中,000702,正虹科技,智能|软件|科技|信息
20260413,人工智能,9.6,中,000707,双环科技,智能|软件|科技|信息
20260413,数字经济,7.5,观察,000409,云鼎科技,数字|网络|云|数据
20260413,数字经济,7.5,观察,000538,云南白药,数字|网络|云|数据
20260413,数字经济,7.5,观察,000807,云铝股份,数字|网络|云|数据
20260413,数字经济,7.5,观察,000810,创维数字,数字|网络|云|数据
20260413,数字经济,7.5,观察,000815,美利云,数字|网络|云|数据
20260413,数字经济,7.5,观察,000878,云南铜业,数字|网络|云|数据
20260413,数字经济,7.5,观察,000903,ST云动,数字|网络|云|数据
20260413,数字经济,7.5,观察,002053,云南能投,数字|网络|云|数据
20260413,数字经济,7.5,观察,002059,云南旅游,数字|网络|云|数据
20260413,数字经济,7.5,观察,002174,游族网络,数字|网络|云|数据
20260413,军工,3.5,观察,000547,航天发展,军工|航天|船舶|电子
20260413,军工,3.5,观察,000561,烽火电子,军工|航天|船舶|电子
20260413,军工,3.5,观察,000682,东方电子,军工|航天|船舶|电子
20260413,军工,3.5,观察,000823,超声电子,军工|航天|船舶|电子
20260413,军工,3.5,观察,000901,航天科技,军工|航天|船舶|电子
20260413,军工,3.5,观察,001388,信通电子,军工|航天|船舶|电子
20260413,军工,3.5,观察,002025,航天电器,军工|航天|船舶|电子
20260413,军工,3.5,观察,002036,联创电子,军工|航天|船舶|电子
20260413,军工,3.5,观察,002052,同洲电子,军工|航天|船舶|电子
20260413,军工,3.5,观察,002119,康强电子,军工|航天|船舶|电子
20260413,机器人,3.0,观察,000425,徐工机械,机器人|自动化|机械|传动
20260413,机器人,3.0,观察,000852,石化机械,机器人|自动化|机械|传动
20260413,机器人,3.0,观察,001395,亚联机械,机器人|自动化|机械|传动
20260413,机器人,3.0,观察,002363,隆基机械,机器人|自动化|机械|传动
20260413,机器人,3.0,观察,002406,远东传动,机器人|自动化|机械|传动
20260413,机器人,3.0,观察,002472,双环传动,机器人|自动化|机械|传动
20260413,机器人,3.0,观察,300024,机器人,机器人|自动化|机械|传动
20260413,机器人,3.0,观察,300904,威力传动,机器人|自动化|机械|传动
20260413,机器人,3.0,观察,301023,奕帆传动,机器人|自动化|机械|传动
20260413,机器人,3.0,观察,301298,东利机械,机器人|自动化|机械|传动
20260413,低空经济,1.5,观察,000547,航天发展,无人机|航空|航天|飞行
20260413,低空经济,1.5,观察,000901,航天科技,无人机|航空|航天|飞行
20260413,低空经济,1.5,观察,002025,航天电器,无人机|航空|航天|飞行
20260413,低空经济,1.5,观察,002389,航天彩虹,无人机|航空|航天|飞行
20260413,低空经济,1.5,观察,002928,华夏航空,无人机|航空|航天|飞行
20260413,低空经济,1.5,观察,300446,航天智造,无人机|航空|航天|飞行
20260413,低空经济,1.5,观察,300455,航天智装,无人机|航空|航天|飞行
20260413,低空经济,1.5,观察,300581,晨曦航空,无人机|航空|航天|飞行
20260413,低空经济,1.5,观察,300900,广联航空,无人机|航空|航天|飞行
20260413,低空经济,1.5,观察,600029,南方航空,无人机|航空|航天|飞行
20260413,光伏,0.8999999999999999,观察,000027,深圳能源,光伏|能源|硅|电力
20260413,光伏,0.8999999999999999,观察,000096,广聚能源,光伏|能源|硅|电力
20260413,光伏,0.8999999999999999,观察,000537,绿发电力,光伏|能源|硅|电力
20260413,光伏,0.8999999999999999,观察,000539,粤电力Ａ,光伏|能源|硅|电力
20260413,光伏,0.8999999999999999,观察,000543,皖能电力,光伏|能源|硅|电力
20260413,光伏,0.8999999999999999,观察,000600,建投能源,光伏|能源|硅|电力
20260413,光伏,0.8999999999999999,观察,000690,宝新能源,光伏|能源|硅|电力
20260413,光伏,0.8999999999999999,观察,000695,滨海能源,光伏|能源|硅|电力
20260413,光伏,0.8999999999999999,观察,000723,美锦能源,光伏|能源|硅|电力
20260413,光伏,0.8999999999999999,观察,000767,晋控电力,光伏|能源|硅|电力
