候选关键词,出现次数,建议板块,建议置信度
日电,19,待人工判断,低
财联社,19,待人工判断,低
央视新闻,10,待人工判断,低
十五五,8,待人工判断,低
当地时间,8,待人工判断,低
万辆,6,待人工判断,低
新华社,6,待人工判断,低
日表示,5,待人工判断,低
同比增长,4,待人工判断,低
数艘美国海军舰船,4,军工,中
特朗普,4,待人工判断,低
环境,4,待人工判断,低
个百分点,3,待人工判断,低
乒乓外交,3,待人工判断,低
今年以来,3,待人工判断,低
会谈,3,待人工判断,低
俄称乌违反复活节,3,待人工判断,低
停火协议,3,待人工判断,低
刚果,3,待人工判断,低
北京时间,3,待人工判断,低
