title,content,source,pub_time
,财联社4月13日电，欧盟委员会主席冯德莱恩表示，霍尔木兹海峡持续关闭造成巨大损害。,cls,18:40:39
国晟科技：终止收购孚悦科技100%股权,【国晟科技：终止收购孚悦科技100%股权】财联社4月13日电，国晟科技公告，此前公司公告，拟以2.41亿元受让铜陵正豪科技有限公司、林琴合计持有的铜陵市孚悦科技有限公司100%股权。4月13日，公司召开第五届董事会第二十九次会议，审议通过了《关于终止收购铜陵市孚悦科技有限公司 00%股权的议案》，由于本次交易先决条件中的并购贷款未达成，公司决定终止收购。截至公告披露日，公司未支付任何款项，本次交易项下标的股权未交割，公司不存在违约情形。终止本次收购不会对公司现有经营业绩及财务状况产生不利影响。,cls,18:41:18
,财联社4月13日电，欧盟委员会主席冯德莱恩表示，战争增加了欧盟化石燃料进口成本220亿欧元。,cls,18:42:40
,财联社4月13日电，蒙特利尔银行将SAP目标股价从245美元下调至210美元。,cls,18:44:34
无锡：年底前买新房补贴房款的15% 最高20万元,【无锡：年底前买新房补贴房款的15% 最高20万元】财联社4月13日电，江苏省无锡市住房和城乡建设局联合多部门发布《关于支持市区基本居住需求家庭改善住房条件的通知》和《关于支持各类人才在锡发展给予购房补贴的通知》，面向基本居住需求家庭的购房补贴最高20万元，面向大专及以上人才的购房补贴最高40万元，均要求社保满三个月或者居住证，执行至2026年12月31日。,cls,18:45:39
,财联社4月13日电，香港金管局通过贴现窗口向银行投放4.99亿港元流动性。,cls,18:46:03
金山办公：一季度净利同比预增402%-473% 三大核心业务全线增长,【金山办公：一季度净利同比预增402%-473% 三大核心业务全线增长】财联社4月13日电，金山办公(688111.SH)公告称，预计2026年第一季度实现归属于上市公司股东的净利润20.22亿元-23.07亿元，同比增长401.89%-472.81%。2026年第一季度，公司稳步推进AI全场景服务能力落地，公司前期在AI、协作领域的研发投入成效逐步显现，叠加精细化运营效率提升，三大核心业务全线增长，盈利质量持续优化。报告期内，公司部分对外投资基金项目产生较大额的投资收益，对本报告期公司整体净利润的增长贡献较大。小财注：金山办公2025年Q4净利6.58亿元，据此计算，2026年Q1净利预计环比增长207.29%-250.61%。,cls,18:46:18
,财联社4月13日电，欧盟委员会主席冯德莱恩表示，将于5月提出降低能源税的提案。,cls,18:49:19
首都在线：拟定增募资不超15.87亿元 用于多个智算中心建设,【首都在线：拟定增募资不超15.87亿元 用于多个智算中心建设】财联社4月13日电，首都在线(300846.SZ)公告称，公司第六届董事会第十四次会议审议通过《关于公司向特定对象发行A股股票方案的议案》等。本次拟向不超过35名特定对象发行A股，发行数量不超过发行前总股本的30%，即1.51亿股。募集资金总额不超过15.87亿元，扣除发行费用后拟用于京北云计算软件研发中心项目-算力中心(二期)、首都在线智算中心建设项目、首都在线天枢智算云研发项目及偿还银行借款。发行价格为不低于定价基准日前二十个交易日公司股票交易均价的80%。,cls,18:52:02
天原股份：子公司拟投9.31亿元建设废盐综合利用联产烧碱项目,【天原股份：子公司拟投9.31亿元建设废盐综合利用联产烧碱项目】财联社4月13日电，天原股份(002386.SZ)公告称，公司控股子公司宜宾海丰和锐有限公司拟新征用地，分期建设废盐综合利用联产20万吨/年离子膜烧碱项目。项目总投资9.31亿元，资金来源为自筹资金，建设期为24个月。该项目旨在妥善处理氯化法钛白粉生产过程中产生的废盐，保障氯气资源稳定供应，延伸拓展基础氯碱化工产业链，构建“氯-钛-磷-铁-锂”一体化绿色循环产业体系。目前，项目已通过能评审查及环评批复等行政许可。本次投资不构成关联交易，也不构成重大资产重组。,cls,18:52:09
派林生物：子公司收到静注人免疫球蛋白及人凝血因子IX药品注册核查通知,【派林生物：子公司收到静注人免疫球蛋白及人凝血因子IX药品注册核查通知】财联社4月13日电，派林生物(000403.SZ)公告称，公司全资子公司广东双林于近日收到国家药监局药审中心下发的关于启动静注人免疫球蛋白及人凝血因子IX药品注册核查的通知。此前，广东双林已分别获得上述两款药品的补充申请受理通知书及注册上市许可受理通知书。目前，这两款药品尚须经国家药监局审批通过后方可上市。公司将按照国家有关规定，积极推进上述研发项目注册核查及审批工作，并根据后续进展情况及时履行信息披露义务。敬请广大投资者注意投资风险。,cls,18:53:03
,财联社4月13日电，欧盟委员会主席冯德莱恩表示，欧盟委员会将在夏季前公布电气化战略。,cls,18:54:07
