title,content,source,pub_time
财联社4月28日晚间新闻精选,"【财联社4月28日晚间新闻精选】
1、中共中央政治局4月28日召开会议，分析研究当前经济形势和经济工作。会议指出，要深入挖掘内需潜力。扩大优质商品和服务供给，推动消费升级。深入实施服务业扩能提质行动。加强水网、新型电网、算力网、新一代通信网、城市地下管网、物流网等规划建设。推动条件成熟的重大工程项目开工。
2、近期网信部门工作中发现，“剪映”“猫箱”App及“即梦AI”网站存在未有效落实人工智能生成合成内容标识规定要求等问题，依法对上述网站平台采取约谈、责令改正、警告、从严处理责任人等处置处罚措施。
3、工业和信息化部副部长柯吉欣28日表示，下一步将开展“人工智能+软件”专项行动，加快智能编程研发应用，有序推进算力布局和边缘算力建设。
4、有报道称，OpenAI近期未能实现销售和新增用户目标，在财报季前重新引发市场对科技公司支出前景的担忧。
5、阿联酋发表声明称，自5月1日起退出欧佩克及欧佩克+，将逐步提高石油产量。
6、据福建发改委消息，福建省将积极推进一批闽台融合发展重点项目，聚焦台胞台企所感所盼储备一批先行先试政策，持续深化各领域融合发展，让更多两岸同胞共享融合发展成果。
7、比亚迪第一季度营业收入1502.25亿元，同比下降11.82%；归属于上市公司股东的净利润40.85亿元，同比大降55.38%；扣非净利润41.48亿元，同比下滑49.24%。
8、据北方稀土一季报显示，章建平新进成为第四大股东，持有7225.44万股，占总股本比例2%。
9、①胜宏科技：第一季度净利润12.88亿元，同比增长39.95%。②寒武纪：2025年度权益分派拟每10股派15元转增4.9股，股权登记日为2026年5月7日。③深康佳A：4月30日开市起被实施退市风险警示和其他风险警示，股票简称由“深康佳A”变更为“*ST康佳A”。④科大讯飞：第一季度净亏损1.70亿元，上年同期亏损1.93亿元。⑤中国平安：第一季度净利润同比下降7.4%。⑥北京君正：第一季度净利润为3.19亿元，同比增长331.61%。⑦工业富联：第一季度净利润为105.95亿元，同比增长102.55%。⑧翔鹭钨业：第一季度净利润为2.51亿元，同比增长2917.13%。⑨罗博特科：第一季度净利润亏损3881.80万元，上年同期亏损2617.01万元。⑩泸州老窖：2025年净利润108.31亿元，同比下降19.61%。",cls,21:45:29
五粮液：延期披露《2025年度报告》及《2026年第一季度报告》至2026年4月30日收市后,【五粮液：延期披露《2025年度报告》及《2026年第一季度报告》至2026年4月30日收市后】财联社4月28日电，五粮液公告称，原定于2026年4月29日披露《2025年度报告》及《2026年第一季度报告》，为进一步完善定期报告编制和复核工作，公司将《2025年度报告》及《2026年第一季度报告》的披露时间延至2026年4月30日收市后。公司董事会对此次调整定期报告披露时间给投资者带来的不便致以诚挚的歉意，敬请广大投资者谅解。,cls,21:53:06
【风口研报·洞察】PCB制造的关键原材料之一，这个材料受AI+mSAP工艺双重驱动，高端产品价值量有望大幅增长，本土领军企业正在积极扩充产能并加速客户验证；哪些景气扩散方向可关注,①哪些景气扩散方向可关注；②PCB制造的关键原材料之一，这个材料受AI+mSAP工艺双重驱动，高端产品价值量有望大幅增长，本土领军企业正在积极扩充产能并加速客户验证；③今日全市场机构研报共发布536篇，中科曙光等6股评级得到上调，22家公司获得首度覆盖，其中菱电电控获新财富分析师深度覆盖；④在个股机构关注度排行中，迎驾贡酒首次上榜，前五名依次为贵州茅台>山西汾酒>乖宝宠物>迎驾贡酒>珀莱雅。,cls,21:53:51
,财联社4月28日电，南非财政部将燃油税减免政策延长至6月2日。,cls,21:55:07
国防部长董军出席上海合作组织成员国国防部长会议,【国防部长董军出席上海合作组织成员国国防部长会议】财联社4月28日电，上海合作组织成员国国防部长会议28日在吉尔吉斯斯坦比什凯克举行。国防部长董军表示，上合组织作为践行多边主义的典范，应当坚定维护国际秩序，共同捍卫公平正义，协力推动完善安全治理，以共同发展消弭动荡冲突土壤，为实现本次会议倡导的“可持续和平、发展和繁荣”贡献“上合力量”。站在上合组织25周年新起点，我们应当做深防务安全合作，推动上合组织实现更加团结、更重协作、更富活力、更有作为的高质量发展。,cls,21:59:04
启迪环境：4月30日复牌后被实施退市风险警示及其他风险警示 股票简称变更为“*ST启环”,【启迪环境：4月30日复牌后被实施退市风险警示及其他风险警示 股票简称变更为“*ST启环”】财联社4月28日电，启迪环境(000826.SZ)公告称，公司2025年度经审计的期末归属于母公司净资产为负值，触及退市风险警示情形，同时，公司因最近三个会计年度扣除非经常性损益前后净利润孰低者均为负值，且2025年度审计报告显示公司面临较大的经营风险和财务风险，可能导致对公司持续经营能力产生疑虑的重大不确定性，公司股票交易将被叠加实施其他风险警示。公司股票将于2026年4月29日开市起停牌1天。自2026年4月30日复牌后，公司股票交易将被深圳证券交易所实施退市风险警示及其他风险警示，股票简称由“启迪环境”变更为“*ST启环”，公司股票的日涨跌幅比例限制为5%。,cls,21:59:30
,财联社4月28日电，通用汽车股价跌超3.5%，触及盘中低点。,cls,22:00:05
汤姆猫：第一季度净利润同比增长942.96%,【汤姆猫：第一季度净利润同比增长942.96%】财联社4月28日电，汤姆猫(300459.SZ)公告称，2026年第一季度实现营业收入2.38亿元，同比下降3.29%；归属于上市公司股东的净利润为3074.71万元，同比增长942.96%。业绩变动主要系本期市场推广费及财务费用减少。,cls,22:00:11
世界银行预测今年全球能源价格将大涨24%,【世界银行预测今年全球能源价格将大涨24%】财联社4月28日电，世界银行28日预测，如果中东战事引发的严重供应中断能在5月结束，2026年全球能源价格也将大涨24%。 (新华社),cls,22:00:28
赛诺医疗：第一季度净利润同比增长723.85%,【赛诺医疗：第一季度净利润同比增长723.85%】财联社4月28日电，赛诺医疗(688108.SH)公告称，2026年第一季度实现营业收入1.40亿元，同比增长38.56%；归属于上市公司股东的净利润为2446.28万元，同比增长723.85%。业绩变动主要系：(1)冠脉业务产品销量同比实现显著增长，使得该业务收入较上年同期增长19.69%；(2)神经业务于上年四季度进入规模销售阶段的新品涂层密网支架，其收入在本报告期内继续确认，进而推动该业务收入同比增长72.69%；综上，营业收入较上年同期增长38.56%。小财注：公司Q1净利润0.24亿，2025年Q4净利润0.26亿，据此计算，Q1净利润环比下降6%。,cls,22:00:49
