title,content,source,pub_time
美代理司法部长：白宫记者协会晚宴枪手目标可能包括特朗普,【美代理司法部长：白宫记者协会晚宴枪手目标可能包括特朗普】财联社4月26日电，美国代理司法部长布兰奇26日说，已对白宫记者协会晚宴枪击嫌疑人执行搜查令，并称嫌疑人目标是政府官员，可能包括美国总统特朗普。布兰奇当天接受美国全国广播公司新闻台采访时表示，嫌疑人在过去几年购买了两把枪，事发前坐火车从洛杉矶经芝加哥抵达华盛顿。嫌疑人住在晚宴举行的酒店，相信他是单独行动。据美国媒体报道，嫌疑人名叫科尔·艾伦，现年31岁，来自美国加利福尼亚州。 (新华社),cls,21:01:15
国家超算互联网上线DeepSeek-V4 API调用服务,【国家超算互联网上线DeepSeek-V4 API调用服务】《科创板日报》26日讯，4月26日，继上线DeepSeek-V4限时免费Chatbot对话服务后，国家超算互联网还推出DeepSeek-V4的API调用服务，开发者无需部署、即可一键快速调用。《科创板日报》记者获悉，目前在超算互联网平台上DeepSeek-V4的API百万Tokens输入最低仅需1元，百万Tokens输出最低2元。此外，平台提供的模型API接口兼容OpenAI的接口规范，无需对应用进行额外修改，用户仅需将base_url和api_key替换为相应配置，便能无缝切换至对应大模型。（记者 郭辉）,cls,21:01:42
印度新德里4月气温一度升至42.8度,【印度新德里4月气温一度升至42.8度】财联社4月26日电，印度首都新德里近日遭遇热浪，气温一度升至42.8摄氏度，创当地近年来4月最高气温纪录。印度气象部门已向周边地区发布“高温黄色预警”，提醒游客非必要不开展户外活动，合理规划出行。 (新华社),cls,21:02:43
【金牌纪要库】AI推理重塑CPU价值，服务器CPU涨价与配套产业同步加速,①英特尔涨超23%！AI推理走向Agent工作流，CPU/GPU配比由1:8或1:4收敛至1:2甚至1:1，这家公司是国产CPU的重要代表；②AI硬件需求从芯片延伸到底层固件和整机，BIOS/BMC、服务器OEM和内存接口芯片同步被拉动，这家企业子公司的BIOS和BMC固件已覆盖国内主流平台；③整机厂需要承接国产CPU平台适配、交付和后续运维，同样深度受益Agent浪潮。,cls,21:04:37
以军在本轮美以伊冲突期间在阿联酋部署“铁穹”防空系统,【以军在本轮美以伊冲突期间在阿联酋部署“铁穹”防空系统】财联社4月26日电，以色列和美国官员称，在本轮美以伊冲突初期，以色列在阿联酋部署了一套“铁穹”防空系统，并派遣以军部队进行操作。这被认为是该系统首次部署到以色列和美国以外的国家。据称，相关部署是在以色列总理内塔尼亚胡与阿联酋总统穆罕默德·本·扎耶德通电话之后实施的。在本轮美以伊冲突中，这套“铁穹”系统拦截了数十枚来袭导弹。“铁穹”防空系统是以色列研制的末端防空系统。 (央视新闻),cls,21:11:22
伊朗高官：通过霍尔木兹海峡的船只必须缴费,【伊朗高官：通过霍尔木兹海峡的船只必须缴费】财联社4月26日电，伊朗伊斯兰议会国家安全和外交政策委员会主席阿齐兹在接受采访时表示，所有希望通过霍尔木兹海峡的船只必须缴费。他还表示，霍尔木兹海峡已成为伊朗实力的重要支柱之一。 (央视新闻),cls,21:12:02
,财联社4月26日电，英国首相斯塔默与特朗普在通话中讨论了霍尔木兹海峡恢复航运通畅的紧迫性。,cls,21:13:35
白宫记协晚宴安全事件后 特朗普再提白宫宴会厅建设,"【白宫记协晚宴安全事件后 特朗普再提白宫宴会厅建设】财联社4月26日电，美国总统特朗普在“真实社交”平台上表示，25日发生的事件再次说明，在白宫范围内建设一座大型、安全且高度防护的宴会厅十分必要。特朗普称，过去150年来，美国军方、特勤局、执法部门以及历任总统一直呼吁建设此类设施。他表示，如果当前正在建设的高安全等级宴会厅已经投入使用，此类事件本可以避免。他表示，该宴会厅将具备最高级别的安全配置，包括防护设计和严格出入控制，且位于白宫内部安保范围之内。

特朗普还表示，针对该建设项目的相关诉讼“毫无依据”，应立即撤销，不应对工程建设造成干扰。他称项目目前“在预算之内，且进度明显提前”。特朗普说，相关建设应尽快完成。 (央视新闻)",cls,21:14:54
伊朗外长离开阿曼马斯喀特前往巴基斯坦,【伊朗外长离开阿曼马斯喀特前往巴基斯坦】财联社4月26日电，伊朗外长阿拉格齐在与阿曼苏丹会谈后，离开阿曼首都马斯喀特前往巴基斯坦伊斯兰堡。阿拉格齐于25日晚间抵达阿曼首都马斯喀特进行访问。在结束对阿曼的访问后并在前往俄罗斯之前，他计划再次访问巴基斯坦。阿拉格齐24日在社交平台发消息称，他将访问巴基斯坦、阿曼和俄罗斯。 (央视新闻),cls,21:18:08
伊朗外长与卡塔尔外交大臣通话 讨论地区局势,【伊朗外长与卡塔尔外交大臣通话 讨论地区局势】财联社4月26日电，伊朗外长阿拉格齐与卡塔尔首相兼外交大臣穆罕默德通话。在此次通话中，阿拉格齐详细介绍了地区当前局势的各个方面，特别是停火及巩固停火面临的挑战，并向卡塔尔方面通报了伊朗为结束战争、缓解紧张局势所做的最新外交倡议和努力。双方强调了地区国家在危机管理中发挥建设性作用的重要性，并强调将继续进行磋商和外交协调，以支持和平倡议并加强地区稳定。卡塔尔外交大臣对伊朗的外交方针表示欢迎，并强调卡塔尔准备继续积极发挥调解作用，促进对话，旨在结束战争。 (央视新闻),cls,21:19:01
贝泰妮：品牌矩阵多极成型 2026年Q1营收增超17%,【贝泰妮：品牌矩阵多极成型 2026年Q1营收增超17%】财联社4月26日电，贝泰妮2025年报显示，营收53.59亿元站稳基本面，研发投入2.52亿元领跑行业，品牌溢价根基坚实。品牌矩阵从单极牵引走向多极共振：瑷科缦首破亿元关口，全年营收超100%、线上增速逾140%；薇诺娜宝贝营收延续高增至2.35亿元、同比劲增17%、稳居婴童功效护肤头部身位。战略升维成效延展至新周期，2026年Q1营收增超17%，扣非净利润飙涨94%，增速与质量共振提速。品牌梯度成型，业绩加速兑现，长期价值进入可见区间。,cls,21:26:45
,财联社4月26日电，阿联酋批准10亿迪拉姆基金，用于支持关键产业本地化。,cls,21:27:17
