板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
军工,3,1,0,6,1,-1.0,5.0,N/A
机器人,2,9,1,8,24,0.8,4.8,N/A
人工智能,1,6,0,4,19,1.0,3.0,N/A
低空经济,1,0,0,0,1,-0.2,1.8,N/A
