title,content,source,pub_time
以军总参谋长：已批准针对伊朗和黎巴嫩的新作战计划,【以军总参谋长：已批准针对伊朗和黎巴嫩的新作战计划】财联社4月15日电，以色列国防军总参谋长埃亚尔·扎米尔中将在黎巴嫩南部前线表示，他已批准针对黎巴嫩和伊朗的新作战计划。扎米尔称，自本轮冲突升级以来，以军已在黎巴嫩境内打死超过1700名真主党武装人员。他强调，以色列国防军目前处于极高战备状态，空军飞机已挂弹待命，可随时发动强力打击。他还表示，已指示将黎巴嫩南部直至利塔尼河一线设为针对真主党武装人员的“杀伤区”。 (央视新闻),cls,23:15:14
微软股价涨近4% 大幅上调Surface全系售价,【微软股价涨近4% 大幅上调Surface全系售价】财联社4月15日电，微软(MSFT.US)股价周三涨近4%，报407.650美元/股，总市值报3.03万亿美元。消息面上，4月14日，微软全面上调其美国官网Surface Laptop和Surface Pro的价格。其中，旗舰型号Surface Pro 11及Surface Laptop 7的入门价格由999美元涨至1499美元，涨幅高达50%。本次加价涵盖Surface全产品线，即时生效，其他零售商预料亦会跟随调整。,cls,23:17:01
纳斯达克指数涨1% 有望实现十一连涨,【纳斯达克指数涨1% 有望实现十一连涨】财联社4月15日电，美股走势分化，道琼斯指数跌0.33%，标普500指数涨0.44%，纳斯达克综合指数涨1%。此前，纳斯达克综合指数实现连续十个交易日收盘上涨。明星股中，英伟达股价上涨1.65%，苹果股价上涨1.51%，微软股价上涨3.84%，Meta上涨1.73%，特斯拉股价上涨5.81%，美光科技股价下跌3.08%。,cls,23:17:54
美军称“没有任何船只成功通过美军防线”,【美军称“没有任何船只成功通过美军防线”】财联社4月15日电，美军中央司令部15日发表声明称，在美国开始对进出伊朗港口的船只实施封锁后的48小时内，“没有任何船只成功通过美军防线”。此外，有9艘船只遵从美军指令，掉头返回伊朗港口或沿海区域。,cls,23:25:22
,财联社4月15日电，美国柴油期货价格上涨5%，原因是美国上周馏分油库存的下降幅度超出预期。,cls,23:31:15
周三欧洲股市小幅收跌,【周三欧洲股市小幅收跌】财联社4月15日电，欧洲股市小幅收跌，欧洲STOXX 600指数下跌0.38%。欧洲斯托克50指数跌0.73%，英国富时100指数跌0.48%，法国CAC40指数跌0.64%，德国DAX30指数涨0.16%，富时意大利MIB指数跌0.04%。,cls,23:32:48
报道称美国与伊朗考虑将停火延长两周,【报道称美国与伊朗考虑将停火延长两周】财联社4月15日电，据美国彭博新闻社15日报道，美国与伊朗考虑将停火延长两周。 (新华社),cls,23:35:41
,财联社4月15日电，特斯拉股价上涨7.9%，势将创下九个多月以来的最大单日涨幅。,cls,23:53:41
英国计划今年向乌克兰提供12万架无人机,【英国计划今年向乌克兰提供12万架无人机】财联社4月15日电，据乌克兰国防部和英国国防部15日消息，英国计划今年向乌克兰提供12万架无人机。乌国防部在社交媒体发文称，英国将向乌方提供攻击型、侦察型、后勤型和海上无人机，相关装备已开始运抵乌克兰，用于加强乌军前线力量。另据乌克兰国际文传电讯社15日报道，此次援助属于英国今年计划向乌克兰提供的30亿英镑军事援助的一部分。根据计划，英国今年还将向乌克兰提供数十万枚炮弹和数千枚防空导弹。,cls,23:55:21
,财联社4月16日电，俄罗斯4月13日当周的消费者价格同比上涨3.15%，环比持平。,cls,00:01:22
,财联社4月16日电，谷歌称Gemini应用现已登陆Mac平台。,cls,00:04:30
,财联社4月16日电，航运巨头马士基称，阿曼萨拉拉港的运营已恢复正常，未发生进一步影响运营的重大事件。,cls,00:05:27
