候选关键词,出现次数,建议板块,建议置信度
日电,18,待人工判断,低
财联社,18,待人工判断,低
乒乓外交,9,待人工判断,低
新华社,7,待人工判断,低
十五五,6,待人工判断,低
台独,5,待人工判断,低
周年纪念大会暨中,5,待人工判断,低
央视新闻,5,待人工判断,低
系列活动启动仪式,5,待人工判断,低
美青少年体育交流,5,待人工判断,低
中美,4,待人工判断,低
人死亡,4,待人工判断,低
反对,4,待人工判断,低
巴基斯坦总理夏巴,4,待人工判断,低
当地时间,4,待人工判断,低
此外,4,待人工判断,低
一季度,3,待人工判断,低
万人次,3,待人工判断,低
九二共识,3,待人工判断,低
以色列优先,3,待人工判断,低
