板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
人工智能,2,18,0,7,16,12.7,16.7,NEW
低空经济,3,15,2,2,20,8.4,14.4,+10.9
算力,1,12,0,0,14,9.2,11.2,NEW
军工,3,3,2,5,6,-1.7000000000000002,4.3,+0.8
