板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
机器人,2,6,0,2,13,2.8,6.8,N/A
半导体,1,5,0,2,12,2.0,4.0,N/A
新能源车,1,5,0,2,12,2.0,4.0,N/A
自主可控,1,2,0,2,3,0.8,2.8,N/A
低空经济,1,1,0,0,1,0.8,2.8,N/A
人工智能,2,3,1,8,17,-3.8,0.20000000000000018,N/A
