日期,板块,热度分,置信度,股票代码,股票名称,匹配线索
20260407,人工智能,16.7,高,000021,深科技,智能|软件|科技|信息
20260407,人工智能,16.7,高,000070,特发信息,智能|软件|科技|信息
20260407,人工智能,16.7,高,000100,TCL科技,智能|软件|科技|信息
20260407,人工智能,16.7,高,000409,云鼎科技,智能|软件|科技|信息
20260407,人工智能,16.7,高,000536,华映科技,智能|软件|科技|信息
20260407,人工智能,16.7,高,000551,创元科技,智能|软件|科技|信息
20260407,人工智能,16.7,高,000555,神州信息,智能|软件|科技|信息
20260407,人工智能,16.7,高,000700,模塑科技,智能|软件|科技|信息
20260407,人工智能,16.7,高,000702,正虹科技,智能|软件|科技|信息
20260407,人工智能,16.7,高,000707,双环科技,智能|软件|科技|信息
20260407,低空经济,14.4,中,000547,航天发展,无人机|航空|航天|飞行
20260407,低空经济,14.4,中,000901,航天科技,无人机|航空|航天|飞行
20260407,低空经济,14.4,中,002025,航天电器,无人机|航空|航天|飞行
20260407,低空经济,14.4,中,002389,航天彩虹,无人机|航空|航天|飞行
20260407,低空经济,14.4,中,002928,华夏航空,无人机|航空|航天|飞行
20260407,低空经济,14.4,中,300446,航天智造,无人机|航空|航天|飞行
20260407,低空经济,14.4,中,300455,航天智装,无人机|航空|航天|飞行
20260407,低空经济,14.4,中,300581,晨曦航空,无人机|航空|航天|飞行
20260407,低空经济,14.4,中,300900,广联航空,无人机|航空|航天|飞行
20260407,低空经济,14.4,中,600029,南方航空,无人机|航空|航天|飞行
20260407,算力,11.2,中,000586,汇源通信,服务器|数据|通信|光模块
20260407,算力,11.2,中,002115,三维通信,服务器|数据|通信|光模块
20260407,算力,11.2,中,002335,科华数据,服务器|数据|通信|光模块
20260407,算力,11.2,中,002446,盛路通信,服务器|数据|通信|光模块
20260407,算力,11.2,中,002465,海格通信,服务器|数据|通信|光模块
20260407,算力,11.2,中,300136,信维通信,服务器|数据|通信|光模块
20260407,算力,11.2,中,300394,天孚通信,服务器|数据|通信|光模块
20260407,算力,11.2,中,300590,移为通信,服务器|数据|通信|光模块
20260407,算力,11.2,中,300597,吉大通信,服务器|数据|通信|光模块
20260407,算力,11.2,中,300711,广哈通信,服务器|数据|通信|光模块
20260407,军工,4.3,观察,000547,航天发展,军工|航天|船舶|电子
20260407,军工,4.3,观察,000561,烽火电子,军工|航天|船舶|电子
20260407,军工,4.3,观察,000682,东方电子,军工|航天|船舶|电子
20260407,军工,4.3,观察,000823,超声电子,军工|航天|船舶|电子
20260407,军工,4.3,观察,000901,航天科技,军工|航天|船舶|电子
20260407,军工,4.3,观察,001388,信通电子,军工|航天|船舶|电子
20260407,军工,4.3,观察,002025,航天电器,军工|航天|船舶|电子
20260407,军工,4.3,观察,002036,联创电子,军工|航天|船舶|电子
20260407,军工,4.3,观察,002052,同洲电子,军工|航天|船舶|电子
20260407,军工,4.3,观察,002119,康强电子,军工|航天|船舶|电子
