板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
人工智能,4,11,0,14,24,2.0,10.0,N/A
军工,3,2,0,8,6,-1.5999999999999999,4.4,N/A
AI应用,1,3,0,7,12,-1.5,0.5,N/A
低空经济,2,3,0,14,13,-3.8,0.20000000000000018,N/A
