板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
跨境出海,1,14,0,1,6,12.5,14.5,N/A
军工,2,0,0,2,2,-1.0,3.0,N/A
低空经济,1,0,0,1,1,-0.5,1.5,N/A
光伏,1,1,0,0,10,-1.0,1.0,N/A
