候选关键词,出现次数,建议板块,建议置信度
日电,20,待人工判断,低
财联社,20,待人工判断,低
美联储戴利,11,待人工判断,低
十五五,8,待人工判断,低
新华社,8,待人工判断,低
指数涨,7,待人工判断,低
人死亡,4,待人工判断,低
截至目前,4,待人工判断,低
日表示,4,待人工判断,低
日说,4,待人工判断,低
海湾国家通往公海,4,军工,低
目前,4,待人工判断,低
他说,3,待人工判断,低
伊朗为霍尔木兹海,3,待人工判断,低
同时,3,待人工判断,低
国内期市夜盘收盘,3,待人工判断,低
土耳其总统埃尔多,3,待人工判断,低
埃尔多安说海湾国,3,军工,低
安塔利亚外交论坛,3,待人工判断,低
家通往公海的通行,3,待人工判断,低
