板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
新能源车,1,3,0,0,2,2.6,4.6,N/A
低空经济,2,0,0,1,1,-0.5,3.5,N/A
军工,2,0,0,1,1,-0.5,3.5,N/A
跨境出海,1,2,0,1,14,-1.1,0.8999999999999999,N/A
光伏,1,6,0,18,13,-2.0,0.0,N/A
