日期,板块,热度分,置信度,股票代码,股票名称,匹配线索
20260402,低空经济,9.3,中,000547,航天发展,无人机|航空|航天|飞行
20260402,低空经济,9.3,中,000901,航天科技,无人机|航空|航天|飞行
20260402,低空经济,9.3,中,002025,航天电器,无人机|航空|航天|飞行
20260402,低空经济,9.3,中,002389,航天彩虹,无人机|航空|航天|飞行
20260402,低空经济,9.3,中,002928,华夏航空,无人机|航空|航天|飞行
20260402,低空经济,9.3,中,300446,航天智造,无人机|航空|航天|飞行
20260402,低空经济,9.3,中,300455,航天智装,无人机|航空|航天|飞行
20260402,低空经济,9.3,中,300581,晨曦航空,无人机|航空|航天|飞行
20260402,低空经济,9.3,中,300900,广联航空,无人机|航空|航天|飞行
20260402,低空经济,9.3,中,600029,南方航空,无人机|航空|航天|飞行
20260402,人工智能,7.5,观察,000021,深科技,智能|软件|科技|信息
20260402,人工智能,7.5,观察,000070,特发信息,智能|软件|科技|信息
20260402,人工智能,7.5,观察,000100,TCL科技,智能|软件|科技|信息
20260402,人工智能,7.5,观察,000409,云鼎科技,智能|软件|科技|信息
20260402,人工智能,7.5,观察,000536,华映科技,智能|软件|科技|信息
20260402,人工智能,7.5,观察,000551,创元科技,智能|软件|科技|信息
20260402,人工智能,7.5,观察,000555,神州信息,智能|软件|科技|信息
20260402,人工智能,7.5,观察,000700,模塑科技,智能|软件|科技|信息
20260402,人工智能,7.5,观察,000702,正虹科技,智能|软件|科技|信息
20260402,人工智能,7.5,观察,000707,双环科技,智能|软件|科技|信息
20260402,军工,2.3,观察,000547,航天发展,军工|航天|船舶|电子
20260402,军工,2.3,观察,000561,烽火电子,军工|航天|船舶|电子
20260402,军工,2.3,观察,000682,东方电子,军工|航天|船舶|电子
20260402,军工,2.3,观察,000823,超声电子,军工|航天|船舶|电子
20260402,军工,2.3,观察,000901,航天科技,军工|航天|船舶|电子
20260402,军工,2.3,观察,001388,信通电子,军工|航天|船舶|电子
20260402,军工,2.3,观察,002025,航天电器,军工|航天|船舶|电子
20260402,军工,2.3,观察,002036,联创电子,军工|航天|船舶|电子
20260402,军工,2.3,观察,002052,同洲电子,军工|航天|船舶|电子
20260402,军工,2.3,观察,002119,康强电子,军工|航天|船舶|电子
20260402,机器人,0.5,观察,000425,徐工机械,机器人|自动化|机械|传动
20260402,机器人,0.5,观察,000852,石化机械,机器人|自动化|机械|传动
20260402,机器人,0.5,观察,001395,亚联机械,机器人|自动化|机械|传动
20260402,机器人,0.5,观察,002363,隆基机械,机器人|自动化|机械|传动
20260402,机器人,0.5,观察,002406,远东传动,机器人|自动化|机械|传动
20260402,机器人,0.5,观察,002472,双环传动,机器人|自动化|机械|传动
20260402,机器人,0.5,观察,300024,机器人,机器人|自动化|机械|传动
20260402,机器人,0.5,观察,300904,威力传动,机器人|自动化|机械|传动
20260402,机器人,0.5,观察,301023,奕帆传动,机器人|自动化|机械|传动
20260402,机器人,0.5,观察,301298,东利机械,机器人|自动化|机械|传动
20260402,数字经济,0.5,观察,000409,云鼎科技,数字|网络|云|数据
20260402,数字经济,0.5,观察,000538,云南白药,数字|网络|云|数据
20260402,数字经济,0.5,观察,000807,云铝股份,数字|网络|云|数据
20260402,数字经济,0.5,观察,000810,创维数字,数字|网络|云|数据
20260402,数字经济,0.5,观察,000815,美利云,数字|网络|云|数据
20260402,数字经济,0.5,观察,000878,云南铜业,数字|网络|云|数据
20260402,数字经济,0.5,观察,000903,ST云动,数字|网络|云|数据
20260402,数字经济,0.5,观察,002053,云南能投,数字|网络|云|数据
20260402,数字经济,0.5,观察,002059,云南旅游,数字|网络|云|数据
20260402,数字经济,0.5,观察,002174,游族网络,数字|网络|云|数据
20260402,国企改革,0.5,观察,000019,深粮控股,国资|集团|央企|控股
20260402,国企改革,0.5,观察,000036,华联控股,国资|集团|央企|控股
20260402,国企改革,0.5,观察,000039,中集集团,国资|集团|央企|控股
20260402,国企改革,0.5,观察,000042,中洲控股,国资|集团|央企|控股
20260402,国企改革,0.5,观察,000055,方大集团,国资|集团|央企|控股
20260402,国企改革,0.5,观察,000090,天健集团,国资|集团|央企|控股
20260402,国企改革,0.5,观察,000333,美的集团,国资|集团|央企|控股
20260402,国企改革,0.5,观察,000411,英特集团,国资|集团|央企|控股
20260402,国企改革,0.5,观察,000417,合百集团,国资|集团|央企|控股
20260402,国企改革,0.5,观察,000419,通程控股,国资|集团|央企|控股
