股票代码,股票名称,上涨满足率,抗跌满足率,对齐交易日,指数上涨日数(对齐后),指数下跌日数(对齐后),个股上涨日数(对齐后),个股下跌日数(对齐后)
600012,皖通高速,0.9444444444444444,0.8461538461538461,62,36,26,37,24
000905,厦门港务,0.9722222222222222,0.8076923076923077,62,36,26,32,29
601038,一拖股份,0.9722222222222222,0.8076923076923077,62,36,26,29,29
002340,格林美,0.9444444444444444,0.8076923076923077,62,36,26,40,19
600887,伊利股份,1.0,0.7692307692307693,62,36,26,28,31
601006,大秦铁路,1.0,0.7692307692307693,62,36,26,33,25
002803,吉宏股份,0.8611111111111112,0.7692307692307693,62,36,26,33,29
