股票代码,股票名称,上涨满足率,抗跌满足率,对齐交易日,指数上涨日数(对齐后),指数下跌日数(对齐后),个股上涨日数(对齐后),个股下跌日数(对齐后)
601006,大秦铁路,1.0,0.76,62,37,25,33,25
601985,中国核电,1.0,0.72,62,37,25,32,29
