股票代码,股票名称,上涨满足率,抗跌满足率,对齐交易日,指数上涨日数(对齐后),指数下跌日数(对齐后),个股上涨日数(对齐后),个股下跌日数(对齐后)
600380,健康元,0.972972972972973,0.8,62,37,25,30,28
002545,东方铁塔,1.0,0.76,62,37,25,29,30
000828,东莞控股,0.972972972972973,0.72,62,37,25,30,29
