股票代码,股票名称,上涨满足率,抗跌满足率,对齐交易日,指数上涨日数(对齐后),指数下跌日数(对齐后),个股上涨日数(对齐后),个股下跌日数(对齐后)
600027,华电国际,0.9459459459459459,0.84,62,37,25,37,24
600971,恒源煤电,1.0,0.76,62,37,25,33,25
603610,麒盛科技,1.0,0.72,62,37,25,32,29
