股票代码,股票名称,最新价,最新换手率%,近5日换手均值%,最新成交额,成交额放大倍数,5日涨跌幅%,20日涨跌幅%,距20日高点比,题材命中数,题材标签,综合分
sh.600594,益佰制药,5.01,23.86,17.34,896964936.0,3.12,27.48,24.94,1.0,0,,64.98
sh.603122,合富中国,20.91,25.61,20.86,2077213757.0,2.46,23.58,25.36,1.0,0,,64.6
sh.603222,济民健康,11.27,18.27,10.48,1043848915.0,4.1,23.71,23.71,1.0,0,,64.48
sh.603042,华脉科技,22.81,16.08,17.12,579433410.0,1.13,10.67,20.43,1.0,1,人工智能,64.47
sh.600110,诺德股份,9.63,20.48,17.15,3363554725.0,1.73,5.82,29.61,1.0,0,,59.57
sh.601208,东材科技,32.3,7.42,4.54,2444762021.0,2.17,6.35,8.57,0.973,1,人工智能,57.38
sh.601133,柏诚股份,21.43,28.78,19.63,903826637.0,1.73,18.01,37.64,1.0,0,,57.3
sh.603239,浙江仙通,26.19,4.64,3.04,323206450.0,2.59,11.64,17.71,1.0,0,,56.67
sh.600829,人民同泰,11.67,8.55,5.56,557216370.0,3.27,14.08,12.43,1.0,0,,53.38
sh.600654,中安科,4.0,11.16,4.13,1026629250.0,6.05,17.99,13.31,1.0,0,,53.17
sh.600056,中国医药,11.28,9.73,4.73,1636939533.0,5.17,9.94,7.02,0.973,0,,53.08
sh.603227,雪峰科技,10.27,4.82,4.88,528127706.0,1.07,8.45,13.61,1.0,1,人工智能,52.63
sh.600487,亨通光电,58.7,6.82,6.45,9947552532.0,1.3,9.01,28.39,1.0,0,,51.72
sh.600250,南京商旅,13.61,18.95,17.77,772543750.0,1.27,6.58,21.95,0.969,0,,51.6
sh.600158,中体产业,11.87,13.58,11.99,1510882802.0,1.36,8.9,11.14,0.99,0,,51.58
sh.600713,南京医药,5.66,4.07,2.52,295664606.0,3.04,8.02,5.79,1.0,0,,51.19
sh.600195,中牧股份,8.64,9.4,3.77,816737895.0,6.42,14.13,8.27,1.0,0,,50.21
sh.600664,哈药股份,3.87,9.64,3.43,919944520.0,7.5,12.17,6.61,1.0,0,,49.29
sh.600249,两面针,6.55,12.72,11.6,444848007.0,1.72,8.99,14.91,0.917,0,,49.1
sh.600602,云赛智联,24.05,14.75,11.35,3865761637.0,1.83,3.09,8.04,0.986,0,,48.9
sh.603033,三维股份,11.0,1.9,1.2,207311177.0,2.94,10.22,3.97,1.0,0,,48.42
sh.600791,京能置业,11.79,8.71,5.71,458398811.0,1.97,19.82,47.74,1.0,0,,48.31
sh.600613,神奇制药,6.62,7.12,7.2,223862347.0,1.72,8.88,3.44,0.995,0,,47.65
sh.601866,中远海发,3.06,5.28,2.45,1567802753.0,3.53,12.09,8.13,1.0,0,,47.46
sh.600272,开开实业,13.31,7.29,4.32,152842307.0,2.92,3.58,1.68,1.0,0,,46.9
sh.603118,共进股份,13.71,10.25,8.1,1100188432.0,1.43,4.74,12.29,1.0,0,,46.66
sh.603193,润本股份,23.95,6.66,8.19,165807475.0,1.51,11.97,7.06,0.979,0,,46.23
sh.601083,锦江航运,12.98,10.0,13.5,252472066.0,1.16,7.72,7.36,0.986,0,,46.13
sh.601975,招商南油,5.23,8.06,9.03,1970967483.0,1.08,17.26,21.06,1.0,0,,45.94
sh.600867,通化东宝,9.99,6.24,5.45,1211553953.0,1.76,4.72,11.87,1.0,0,,45.78
